,user,Unnamed: 0,X,review
5,Connor Wilson,391,390,"Interesting, but certainly not enjoyable..."
5,Kidlazarus,393,392,That thirteen year olds make terrible girlfriends.
5,Liliyah,394,393,"dua bintang..suram ya?.. ya, sesuram kisahnya. Seorang profesor yg 'sakit jiwa' aneh, yaitu hanya bisa jatuh cinta dan menikmati 'hubungan' dengan gadis belia (12-15 tahun). Ia pun bertemu dengan Lolita (12 tahun) gadis yg misterius tetapi juga 'nakal'..hmm, petualangan hubungan cinta yg aneh. btw, thx hunny...sebagai kado, novelnya turut memperkaya koleksi aq ;)"
5,Anissa Rose,395,394,"This book was written so beautifully. The story on the other hand was quite creepy. Mr.Humbert's thoughts are so horrifying... Seeing into the mind of a pedifile. He is not a lovable character at all. Even though Lolita was quite a brat, I feel terribly bad for her. If you read this book prepare to be disturbed and have a sleepless night."
5,Melissa Mahle,397,396,"This book was on my 100-classics-to-read. This book was hard to read and hard to rate. It is beautifully written. The narrative voice is so powerful and the storytelling, with the flash backs woven throughout, effective. I couldn't put it down. But the plot, oh my...as a mother with a daughter of the same tender age. I can understand the outrage at this book when it was published and still today, as it glories a sexual predator. It reminds me of the controversy over the Hunger Games. Can you like the book and hate the concept (kids killing kids)? Apparently, given the popularity of the book and movie. With Lolita, I just could not get past the premise. "
5,The Book Slayer,398,397,"I don't think it's a mystery why some adults abuse children. If it's violently or verbally (such as when I was a child tolerating my parents' juvenile name-calling), it's usually due to jealousy. Those kinds of adults had miserable childhoods, and they see you happy and smug, and they decide, fuck it, I'm going to break that little shit's mind. They don't want you to enjoy yourself, they don't want you to succeed and have a happy childhood, a better childhood than what they experienced. But here, in this book, we have an adult abusing a child sexually, and I can only imagine why. There are hints, and I did perceive what the problem was with Humbert Humbert, the remorseful narrator. You could sympathise with him to some degree - he grew up disturbed, losing the love of his life, even if it was just a childhood crush, and now as an adult, he wants to relive that bittersweet youth romance. At least that's what I think this book is about. It's not until about page 150 that Humbert actually has sex with the 12-year-old girl, and even then, it's not really described in any detail and that may or may not aggravate you. It would've been interesting to see how Lolita aka Dolores Haze reacted to these sex sessions, whether she was laughing happily or serious or depressed and hesitant. All we get is Humbert's narration, and as everyone knows, he's so unreliable, how he perceived this little girl can't be accurate. How do we know what she's feeling based on his perception? Many times throughout the book, I got the impression Lolita was actually much younger: nine years old maybe, or even seven years old, based on her playful immaturity, her ignorance towards what was going on and all that. However, that's the nature of the book - you get this record of events from a 1st-person POV, from a man in prison or something, after the crime went down. It's like a diary, although massively lyrical and descriptive in some sense. The story is made sweet and glossy by a madman!It's obvious the author has great command of words, but I was only rarely enthralled by them. I was kinda skimming or fast-reading, going quickly because they're just words without much concrete attachment to the narrative. Not overindulgence, just articulate and wordy for the purpose of painting a picture of a disturbed man. Though it's unlikely you will be repulsed by him or cover your mouth in shock (it's only fiction; no kids were harmed here; it's not real), I imagine most people could identify the lack of depth in the Humbert character, how he's quick to condemn himself but not really get down to the nitty-gritty psychology of child abuse. Its motivations, its repercussions. Again, the sex is all but avoided over the course of the entire novel. I've only ever seen the 1997 movie which also only alluded to the intimate relations between Humbert and Lolita. In the end, I liked some of the language throughout the book, the words, phrase and ideas, but this book is OLD and it's not cutting-edge. I can't imagine the author knows how perverted criminals think - it just seems unlikely. What, he researched child abuse at his library, or visited prisons and talked to sexual deviants? I highly doubt it. All I really learnt from the book was a simple psychology, a clichéd psychology, which anyone could think up if they really tried. The only really provocative idea within the novel that I could see (and something that would never enter the world of Hollywood in a movie adaptation) is when Humbert threatens the kid, saying, ""If you tell the police I'm molesting you, I will end up in prison, but you ... oh boy, you're headed for rehabilitation in a boarding school! The boredom will kill you, Lolita. No more toys and ice creams! But if we continue with our forbidden relationship, I'll buy you nice things, everything a young girl could dream of."" Yeah, that's something totally nasty about this book.Enjoyment Factor: 2 starsMovie Potential: 2 stars"
5,Anna  (Bananas!),399,398,"The subject matter isn't what bothered me. Overall I was just underwhelmed, especially since the book is both lauded and notorious. I expected more shock and awe, I guess. Expectations ruining another book for me? I'm sure that's part of it but certainly not everything. It was funny occasionally so I give it points for that. Neither Humbert Humbert nor Lolita were engaging for me though. "
5,Jaymie,401,400,"I don't get it. I don't know what I was expecting when I began to read this book, and I know people are divided on this story. I am one who doesn't get it.Firstly, I didn't like the characters. The only one I liked was Lolita's mother because she was mildly entertaining. I can't get over that the main character, our narrator, is named Humbert Humbert? Really? Was that necessary? And even if it's a double name thing, why on earth Humbert? Anyways, I know his feelings for Lolita stem from a childhood love, but it's just so stupid. Lolita doesn't seem very believable to me. She's really forward and crass for a twelve-year-old, especially towards a middle-aged (or close to middle-aged) man that she barely knows. I can't imagine anyone real her age doing that. Also, she kept striking me as being dirty, not in a sexual way but a cleanliness way. Hey, maybe that's a metaphor for her personality. After a while, Humbert doesn't even seem that attracted to her anymore, and their many escapades and adventures don't seem plausible.I could go on. What I liked about the book is that it's easy to read, and the writing is sometimes poetic (not including the actual included poems, which are also rather nice). "
5,♡Ann  Matalines♡,402,401,I give up. DNF ON CHAPTER 24. I tried so hard to really finish the book. I'm not going to be fickle-minded and judge the remaining of the book. It was hard enough to pick and read this. I'm restoring the innocence of a twelve-year-old girl in my minded. I'm sorry to the girl on the cover. You've been sexually assaulted at my mind.
5,Laura Jean,403,402,"This is an excellently written work of literature. For that, would that I could give it a higher rating. I cannot.No matter how well written, I find pedophilia from the viewpoint of the pedophile a disturbing, vile and loathsome topic, particularly when the child/""nymphette"" is allocated the blame.I read this as a precursor to ""Reading Lolita in Tehran,"" to which I shall now move on."
5,Isabell,404,403,"I had quite high expectations for this book because it is listed both on the 1001 books you need to read before you die list and on Bloom's Western Canon. Both usually include high-quality literature and so far I've at least liked or seen something good about every book I've read from the lists. Not so this time.This was one of the few books I read in the last year (I actually read it this year, but the new year is still fresh enough that this statement has more meaning when I take my reading experiences of last year into account as well) where I struggled with finishing it. It started very slow, didn't manage to capture me and even repulsed me. I didn't really feel the need to go on or even to finish this book. I eventually did finish it, because I'm bad at not-finishing books. Once I started a book I usually finish it. Otherwise I couldn't really give an educated opinion about it. But the fact that I finished this doesn't make it a good book.The main character Humbert Humbert is a pedophile who ""falls in love"" with his landlady's minor daughter. He knows that he is sick and that what he is doing is wrong but he does it nonetheless. Reading about him (the book is actually written from his point-of-view) made me feel sick.I have to give Nabokov his due in saying that I really liked the writing style and his way of expressing things. I could even have gotten around to seeing some merit in it should it have supposed to be a cautioning example. However, Nabokov said in the afterword explicitly that the book was not thought to have a ""meaning"" in the sense how it is taught in literature classes. If I accept his statement for truth I have to wonder why he wrote this book.This is one of the few pieces of ""literature"" that I can't recommend to anybody else for reading and I'll things twice before I read another work by Nabokov."
5,Zaki,405,404,"There is an old french proverb that sais ""don't fart above your arsehole"" and I think I was doing that by trying to tackle highbrow literature like Nabokov's Lolita. Why this book is held in such high regard went right over my head."
5,Tayla,409,408,"Lolita reviewThis book took me so long to read due to uni deadlines and also the fact that the language is hard and being potentially dyslexic I found it hard to understand what was going on. By hard language, I mean it is a more traditional piece of literature like something you would be made to read in school for GCSE's with higher vocabularly. However, although the story has a interesting ""judged"" background, from what I understood the story was good but confusing. I'm glad I read it and challenged myself not to give it up. I now want to read Ben brooks version Lolito! Last 3/4 chapters I skim read as I became bored and pretty much knew what was going to happen due to the rest of the book. I won't read it again, but I am glad I can say I stuck through it and finally read it."
5,Aliccia Rico,414,413,"executed well, disgusting subject matter."
5,Lucy Sisk,417,416,"Well, if some man thinks that a little girl is a sexy or she is better then woman, something is very wrong. I am not sure if I like it or not. Definitely this is not my favorite cup of tea."
5,sara weldin,418,417,I read this book wanting it to be this fabulous/ strange/ erotic classic. I wasn't that impressed. Maybe if it hadn't had so much hype built up around it...
5,Margarida,421,420,The only good thing about this book is the brilliant way Nabokov writes. The plot is so boring and repetitive that I couldn't find the strength to finish this book.
5,Julie Bell,422,421,Just couldn't get over the main topic. Very distasteful.
5,LATOYA SAUNDERS,423,422,"This book is difficult to get through. It's the diary of a grown man who's obsessed with sleeping with a 12 year old. His descriptions of the physical attributes of 'tween' girls and his justifications for his actions actually made me grimace. I think this book is a classic simply because it's so shocking. It's a gleaming example of free speech; perverted, predatory, disgusting, free speech. Well written in the voice of the character but I hated it."
5,Thespian999,424,423,Do not read this book if you cannot keep in mind that the main character is mentally ill. It's very disturbing and it contains very adult content. I wouldn't reccomend this for anyone under a very mature 16. It's not an easy book to read. 
5,Marianna,426,425,My daughter was assigned this book in high school so I read it after she did. As a parent I found this a very difficult book to read. Humbert Humbert is evil for being so ordinary and I think this book makes a paedophile's point of view appear benign which it clearly is not. He ruins Lolita's life which ends tragically as a result of ever meeting him. Awful. I can't believe that it is considered a 'must read' or literature. I think if female professors ruled this book would be dropped from the syllabus. 
5,Julie Aquilina,430,429,"Unsettling. Beautifully written, yet riddled with small errors. That's all I can say about it right now."
5,Abigail,434,433,Well written. Disturbing.
5,Kristyn Shaw,442,441,The writing style is great but the story is horrifying.
5,Missy J,443,442,"The first time I read this book, I couldn't finish it. It was too disturbing. This summer I decided to finally read this book again and finish it this time. Many people praise this book. However, I still find this book disturbing and the writing not excellent. Wouldn't recommend this book to anyone."
5,Jerry Auld,446,445,"Two years to finish this book and only by dedicating some days on vacation and counting the pages. With a great and powerful start, it devolves into a poor travelogue and repetitive description (both narrative and expository) that started to sound like a listing out of Vlad's notebook from sitting in diners and trying to capture 1950s America with a listicle. Perhaps it was the age that this came out - the forbidden talk of pedophilia. Now it sounds too much like buzzfeed click bait - just trying to get attention. Although at times the writing is simply beautiful, the story is just not that strong once Humbert possesses Dolly. He should have ended it there. I do not get why this book had such a big impact."
5,Ida,451,450,"I really wanted to love this book. Content aside, I just can't make myself like Nabokov's prose. It's pompous and dull and I can't help but feel like I missed something crucial as this book was nothing noteworthy to me. "
5,Roxy,452,451,It took some time to get into the rhythm of the writing. Once i did I was enjoying it and how inticing the story became but about halfway through the story shifted and lost all of its heat. I became so bored that I could not finish it.
5,Darshana,453,452,got only half way through the book. it is amazing the level of english that this book is written in compared to the books these days. though i wasn't really interested being inside the head of a pedophile .. the author does a good job of making you feel humbert's obsession or sickness I'd call it. 
5,Aksana,454,453,"Have trouble getting into this book, don't know if it's due to the subject matter. Maybe, will pick up later again."
5,Jason Kosarek,461,460,Interesting style.. Personally couldnt get past it being about a pedophile. 
5,Leslye Macdonald-Tower,464,463,kind of creepy really.
5,Tiffiny,465,464,Kinda creepy
5,Ashley Binder,466,465,I found this difficult to get through and the story overall pretty uninteresting. I think that makes me some sort of literary hack.
5,Alana,471,470,very different
5,Teryll,473,472,"The cover of my book called it the ""most convincing love story of the 20th century"" but I beg to differ (along with most of the women in my book club). This book was a hard pill to swallow, in addition to the topic of the book, his writing style was hard to get into. Nabakov is successful at one thing in this book - getting into the psyche of his character. Humbert Humbert is a tragic man, can't even really call him a man in my book, and while Humbert wrestles with his inner demons, a child loses her sense of self and youth. I wouldn't recommend this book to anyone really, it's disturbing on so many levels, but if you're into the twisted and dark, perhaps this one's for you."
5,Clare Wang,474,473,"Okay, let's be frank, I honestly wanted to read this book because of all the hype of how disturbing it was. (YES, DISTURBING THINGS CAN ROUSE CURIOSITY). The beginning- though it was creepy and sick- was interesting in a sense, actually throughout the whole novel, Nabokov tackles some very difficult and sensitive concepts as to how people view what we call a 'pedophile' today. I think Nabokov, in this novel, successfully demonstrates that there is more depth to be discovered to the term 'pedophile', that Humbert is not just some crazy man who fantasizes about girls all day. He has a depth to him. HOWEVER, what really wore me down was that Nabokov spent the WHOLE book writing about how crazy Humbert is about Lolita. With all that buildup in the beginning, one would expect something to happen in the end, but noooo, Humbert fails in a sense and continues to live a sad life. This perhaps, is Nabokov's method of conveyed the idea of the harshness of reality or some further deeper meaning which idk man. There is some great sections of detail and description in the novel as wellOverall, a strange but creepily memorable book. I only wish there was more of an development and for the book to be in ENGLISH ONLY. (I can't speak french) "
5,Dan,475,474,"I don't understand the allure, except as expectd titillation, but that is denied."
5,Gabssy,477,476,"Май не мога да се разбера с романите, обявени за шедьоври...книгата направо ме заливаше с всевъзможни метафори и епитети, от които единствения, който запомних е ""димни"". И целият водопад от думи и емоции не беше достатъчен, за да ме впечатли..."
5,Luciana Guerra,478,477,"Eu queria dar duas estrelinhas e meia, mas não tem essa opção... Sinceramente eu acho que minha leitura meticulosa estragou um pouco o livro, então acho que o livro ganharia muito em uma releitura, que eu pretendo fazer em algum fim de semana desses..."
5,Eleanor,479,478,"My brother gave me Lolita, his favorite book, for Christmas this year. Although I enjoyed it more than the Bolano tome my borther gave me two years ago, I didn't love it. It's certainly interestingly written, but it has the same sense of awaiting the inevitable downfall that I find difficult in Tom Wolfe's novels. In addition, I found the driving from hotel to hotel sections interminable and the pedophile stuff hard to take. (I don't love books from the perspective of murderers either.) "
5,Elaine,480,479,"Let me quote Ramona Quimby from her infamous book report: ""I can't believe I read the whole thing!"" This book was a trial for me. Abusive (in so many ways) pedophile as the hero of the story? And Nabokov's writing in no way convinced me that he should be pitied in any way. In fact, the long, descriptive, and arrogant soliloquies put me off so much that I just wanted to chuck the book across the room. Glad this one is done."
5,Reem Lambert,481,480,"Well i think i've decided to read lolita because of the same reason most people go ahead and read it, its infamous reputation. Putting that aside, the plot was okay, it didn't really appeal to me. I was sort of disappointed at the beginning and i kinda liked it towards the end ( i dont know if its because i was close to finishing it) which is why i added an extra star in my rating. I dont think reading any book, whether we liked it or not is a waste of time. So no regrets there but i still have mixed emotions towards the book. "
5,Nola Redd,483,482,"I don't remember being particularly impressed with this book. Of course, I read it over ten years ago."
5,Sasti,484,483,"Jujur, aku tuh bingung dengan jalan ceritanya .mungkin, kata-katanya yang terlalu canggih hingga aku tidak bisa mencerna kata-kata yang ada di novel ini .sumpah!! bingung aku .."
5,nunya,485,484,I gave up a little more than half way though because I saw the Kubrick movie and figured it wasn't worth it. 
5,Vyou,487,486,"La verdad es que no se que puntaje ponerle a este libro. Le puse dos estrellas porque goodreads me dice que significa que estuvo bien...y supongo que lo estuvo. No tengo mayor problema con la historia porque solo me pareció bleh. Se que es un tema controversial pero no fue por eso que no termino de convencerme. La verdad es que mi mayor problema es con los personajes, no fueron para nada de mi agrado, a tal punto que no podía ni siquiera sentir lastima por lolita. Pero sin duda la narrativa de Nabokov es espectacular, creo que de no ser por su pluma hubiera dejado este libro antes de las primeras 100 páginas."
5,06MirandaH,488,487," Don't judge me. I blame it on the Police. (the band, not the cops)I was listening to ""Don't stand so close to me"" and decided to look up Nabokov. I read (am reading) this book based on how highly reviewed it is. Lots of people hold the opinion that it is fantastically written. And I agree. Not with the subject neccessarily, but with the writting. Learning new words, going on a moral seeking quest, and feeling guilty reading this is only a few of the perks of this book. I took this to school today to try and finish it and get rid of it before a blemish would appear on my already tarnished social image. However, it is hard to read a book in very large print (the only copy I could find was in large print) and not be paranoid that someone is reading this potentially racy book over your shoulder. (UNRELATED VAGUELY RELATED RANT: As an underage juvenille who CLEARLY has no idea what I'm talking about, this book made me want to change a few laws. It demonstrated a (mostly) consentual relationship between a minor and an adult. I think that the whole ""have to be 18"" rule is total bull. I'm not sugguesting we all go find our own little 12 year old Lolita, but a resonable emotional and physical maturity. If you were just 15 and went out with an 18 year old, you would have gone to school together. You would have the same friends, the same connections,same social interactions, and same or similar life. Instead, the ""adult"" (brains aren't fully developed untill 25, so that should be adult. not the teenager who turned the magic number and still has the same mentality level for the next few years) gets charged with statutory rape and gets charged with a misdemeanor or up to 5 years in jail.END OF UNREALTED VAGUELY RELATED RANT!) Tying all this together again: Humbert, no matter how likeable he was at times, broke the law. BIG time. He extorted her,she extorted him. The little nymphette should go to jail to. Lolita's actions where completly out of control and highly manipulative. I have sympathy for him, but I havent reached the end yet and found out what happened. Lolita runs away with another adult, whom Humbert calls ""Trapp"" (I'm not sure if that actually is who he is because I'm tired and kind of skimmed. pinky promise I'm going to analyze it this weekend in depth and detail.) If I met this chick, I would slap her. She is a little slut! And, she basically set in motion the dominos to ruin Humbert's life, and then runs off and does this to some other poor bloke! (off to finish the rest)Update: I've been procrastinating reading it, because this book makes me wanna shower a bit more. This isn't a good thing to read, how many people do you know that read Lolita and thought,""Hey. I feel like a better person now."" I'll never be able to look at 12 year old girls the same way ever again. Not even sure I wanna finish it.Update of an update: I don't want people to see my profile and see that I am reading this *wonderful* and *wholesome* book, So I'm gonna just say I finished it. By the way, 12 year old girls are still terrifying. But this is a problem with modern society to. Just go to Classic Skating on a tursday, and the 12 year olds wear less than I do!"
5,Lword,489,488,"Wow, this was a very disturbing book. I guess its poetic language and daring subject make it the classic that it is, but it's not a nice story. I read it because it's one of the classics, but had I not, I don't think I would have missed much."
5,Katrina,490,489,I can see why this an important work but I did not enjoy it. 
5,Troy Lindeman-Wyner,494,493,I like this more after our book club discussion. 3 1/2 stars. 
5,Sander,496,495,"I was not as taken in, taken away, or caught as I wish I could have been. Nabokov is one of the great American writers of this century and Lolita's topic is fascinating; pedophilia, imprisoning a minor, love and lust, but the book left little impression on me. I am sorry for this."
5,Katrice,497,496,"Do not be deceived by my rating. It means absolutely nothing after being only a faint glimmer within a slight manifestation of my reading preferences. This is a beautiful work of art. Indeed Vadimir Nabokov's words remind me of flowers at the peak of bloom out of a dreamy photograph derived from an extremely analogous roll of expired Ferrania Solaris 35mm film. Naturally, his eloquence is admirable (especially considering that he tackles the idea of love. The term ""love"" itself is indefinable, he works his magic around the exact meaning of it- Bravo, Nabokov) but equally amazing is how he weaves extremely effective humor around a dark(?- H.H. was a man in love) subject matter. Artful and painfully clever.. a truly gifted writer. (of course i feel like a pompous fool writing that last line.. I am only me and Nabokov is Nabokov.)"
5,stephanie roberts,500,499,"Vladimir Nabokov is an amazing writer and i look forward to reading his other works. This was my fist foray into Nabokov, and I discovered why his prose is revered by other writers, but as strangely engaging as he makes our dark protagonist make no mistake this is a story of a murderous, brutally abusive, and manipulative pedophile. It is crystal clear this is Nabokov's meaning, as well as the protagonist's take on his own behaviour. There is something so vile about the coolheaded way that rape is discussed, that i couldn't help contrasting it to the violence of Saramago and Cormac McCarthy and finding this book more disturbing, because a strangely pretty face is put on the perversity. I think the one reason this book has not been relegated to the darkest corners of the library is that Lolita is an almost supernaturally resilient child that refuses to be overtly destroyed by her captor. But there is a second reason that haunts me. I can't help wondering if the enduring appeal of this book is evidence of a strain/stain through literary academia that wishes to romanticize the actions of a violent obsessive narcissist to legitimize or dignify the darkest desires of male control over vulnerable children. Better to laud a charming literary figure and the educational value of the text, created by the virtuosity of a highly esteemed novelist, than admit ones fiendish dark urges. I think that is why this villian has been enduringly recast as a romantic figure, against Nabokov's explicit condemnation (which even extended to Nabokov insisting that no representation of Lolita be used on the cover yet voila! observe the very cover of this edition).If I had to rate this book on the writing alone, and not the content I would give it five stars, and it's not that I wish I'd never read it the way Saramago and McCarthy have traumatized me in the past (ai yi yi). It's that I feel it is used to harmfully muddy the waters between child abuse and adult romance. "
5,Holden Alcazaren,501,500,This is just a confusing book. Bilingual dialogues just made it harder to sympathize with this pedo.
5,علي الماجد,508,507,راجع ما كتب في صالون الادب الروسي 
5,Aline,509,508,"It was quite a slow story, with huge descriptions about things that didn't interested me."
5,Timmy,511,510,"Another book I didn't quite make it through. There was a point at which I just started feeling icky. Viewing a story from the eyes of a pedophile, and starting to maybe actually side with the guy a bit... not so fun. Which makes me think the book was doing it's job. Yeesh. The two star rating reflects my emotional reaction to the book rather than any judgement on the writing. "
5,Sedy .,513,512,"Comencé pensando que la novela está sobrevalorada. Después de reflexionar, he llegado a la conclusión de que Lolita fue una obra quizá demasiado ""moderna para su época"". Una historia muy original y poco vista, que tuvo sus dificultades para ver la luz (si la pornografía se consideraba vulgar, imaginaos un libro sobre el incesto y la pederastia, en el que el narrador es un maníaco). Por eso, creo yo, es por lo que ahora recibe muchísimas críticas buenas. Y lo entiendo. Y si yo hubiera vivido en esa época estoy segura de que el libro me hubiera escandalizado. Y admiro mucho al autor por su osadía y el granito de arena que ha aportado a la libertad en la palabra escrita. Pero el tema es que soy una chica del siglo XXI. Es por eso que Lolita no me ha gustado.Cuando me comencé a interesar sobre el libro, pensaba que se trataría el tema en profundidad y podría meterme por completo en la mente de Humbert Humbert. Me equivoqué. Además, ese estilo tan sobrecargado y de ""persona culta"" me ha entorpecido mucho el libro (por no mencionar las páginas y páginas innecesarias que hablan sobre lugares, excursiones o de nada en general). Sobre la psicología de los personajes no os ilusionéis, porque sólo vais a conocer al protagonista. Todos los secundarios son meros figurantes que se pueden olvidar con facilidad y, cuando resurgen, es necesario volver atrás en la historia para ver ""quién diablos era ese"".En resumen, Lolita me ha parecido un libro poco estructurado, con un lenguaje muy artificioso (y muchas expresiones francesas intercaladas que no he entendido, puesto que no hablo el idioma) y una trama que va adelante y atrás, y ahora para aquí y para allá. Y es que yo hubiera preferido que fuera un relato. ¿Por qué digo esto? porque un capítulo de la segunda parte me ha parecido el único que merecía la pena de todos los leídos, con un montón de matices y sentimientos y sorpresas. Todos los demás, me han parecido pajilla (no encuentro otra palabra para expresarlo mejor)."
5,Missie,515,514,This book was written beautifully but the subject matter turned my stomach and probably gave me a few extra wrinkles!! I don't know why this book was listed as one of the 100 books people should read . . . I will try another novel by Vladimir Nabokov I just hope that the story line won't make me vomit! No word combination would make pedophilia worth reading about!
5,Emma,516,515,I wasn't able to focus while reading this one. Something about the writing style didn't draw me in.
5,Age,518,517,people think this was a GREAT novel???? i just didn't get it
5,Ndari,520,519,This book is.. Eh. 
5,Masked ,526,525,"i hated this book. it's tedious, whining and utterly devoid of interesting characters. ugliness can be done well, but not here. people like this because it's a taboo subject, no matter what crap they tell you about literary merit. boring, boring, boring. "
5,Saul,527,526,Can anyone tell me why this is considered such a classic?
5,Lara Iodice,529,528,"Sarò impopolare, ma non sono riuscita ad apprezzarlo assolutamente: le prime pagine erano mediamente interessanti, ma arrivata a meno di metà libro ha iniziato ad annoiarmi. Ho pensato che era un peccato abbandonarlo e che magari andando avanti mi sarebbe piaciuto di più, ma nulla! Indubbiamente è ben scritto, ma per il resto non posso considerarlo questo grande capolavoro."
5,Pari n,530,529,"Writing about taboos, Nabokov spill the beans."
5,Sidharth Kumar,531,530,It was not what i was expecting it was pretty ugly at the start but then the last part was good i even felt sympathetic 
5,Cassey,534,533,Very strange....that is all I have to say. 
5,Tereza,536,535,"No book is a waste of time. But it doesn't mean all books are amazing. Lolita is one of those classics that are not amazing yet they are not a waste of time either. The truth is, it really does not give me anything except for maybe a different prospective. Which I always appreciate but sadly it is not enough."
5,Mike Fiddleman,537,536,"interesting, but i didn't love it like some do. "
5,Alberto,538,537,"Scrittura e stile mirabile senza alcun dubbio ma alla fine del primo tempo (pag. 200) non sono più riuscito ad entrare in campo. ""Argomento"" particolare che non mi appassiona per nulla. Nabokov non si dispiacerà."
5,Anaïs,539,538,"I read it because one of my friend recommanded it to me. I did not enjoy this book. I found the relationship between the two characters to be really weird and most parts of this book put me ill at ease.However if you're looking for something to put you out of your confort zone this might be for you.If you don't know what it's about, the only thing you need to know is that it deals with incest. I did not say rape. Incest. The 13 yrs old Lolita and her relationship with this older man that pretends to be her father in front of the world but really is her lover. Their disturbing, strange, awkward relationship. Kind of a love story in a way. Definitely not for me. Even know, a few years after reading it, when I think about it I don't feel comfortable. At the same time, maybe if I re-read it I would find things that I didn't see the first time."
5,Krista Skene,540,539,"I have read half of this already. I like his style of writing and would probably enjoy other books by him, but I really hated the subject matter. I wasn't able to disconnect and see it as fiction. I don't know if I will ever be able to read this book. "
5,Bea,547,546,"I think I don't reveal any spoilers that aren't already in the synopsis, but i'm tagging it with spoilers anyway.oh Lo, Lola, Lolita, you really aren't my cup of tea.in this book we see a guy, that goes by Humbert Humbert in the book, that is attracted to children, not any kind of children only nymphets. and he describes how painful his life was because of this attraction, and it becomes even worse when this nymphet, Lolita, comes into his life.now let me explain why i didn't like this book. the guy was a huge pervert, someone that denies it is lying, the book is written in his POV and it really bothered me most of the things he said, the way he described Lolita, a 12 year old girl, and the way that he treated her later in the book was just too much for me and i felt uncomfortable reading it. I know that most people had the same problem, but they got over it after the first part, but i couldn't, it still was really uncomfortable reading it. and it really confuses me when people say that Humbert is the victim here.I didn't like the book, maybe I'm too young to get over Humbert, or maybe it just isn't my cup of tea, all I know is that i'm not revisiting Lolita any time soon."
5,Madison,548,547,Could have been better if it wasn't so boring and didn't focus on pointless details.
5,LUAI ALMASRI,549,548,السرد الفارغ هو ما يقتل الروايةلم تعجبني كثيرا ... شعرت بالملل في كثير من الاحيانحتى انني قررت تركها وعدم اكمالها في المنتصف ... لكن تابعت على امل الوصول الى نقطة ممتعة شيقة لكن دون جدوى ...ربما تكون المشكلة بي ... ربما تكون المشكلة به ... ربما تكون في المبدأ الذي بنيت عليه القصة !!!الناس اذواق !!!
5,Jimmy,550,549,"I have never failed to finish a book that I set out to read. Lolita almost made me question that stance. I felt as though I finished the book more out of spite than enjoyment.I finished readin Lolita for one reason only- because I can. Lolita is a book that made me uncomfortable but I refused to let that stop me. I feel that since there are so many people in the world who would not want me to read this, that I had no choice but to finish it. Lolita is incredibly sexual and when reading from the viewpoint of HH, it can be difficult to remember that the object of his desire is a tween.The prose is beautiful in this novel. It flows and dances but never really leads anywhere. Since Lolita is written from the 1st person perspective of an unreliable narrator, it was perfect but did make for an easy read.I am more happy to have completed this novel than any in recent history.I would recommend that anyone who appreciates good literature, who is also willing to push the limits of his/her own comfort, read this book."
5,Dave Brown,553,552,"A difficult book to read. The beauty of Nabokov's mastery of language is a distinct counterpoint to the dark subject matter. One finds oneself caught between disgust at the pedophiliac protagonist, and sorrow for him as he is unwilling to seek change for the condition he attributes to a childhood event. He alternates between an acceptance of damnation for himself, to shamelessly indulging his fantasies, to lamenting and recognizing the shame in his actions in the end. The descriptions can leave one nauseated at times, and I won't even discuss the obvious imagery of the the weapon that isn't used until the end, and then not effectively. The articulate European encounter with post-war America is poignant, but an undercurrent to the primary plot. If you are looking for an example of the writer's craft, I would advise you to consider this book. Otherwise, it would be difficult to recommend. "
5,Sara Human,554,553,لا أمانع الروايات المنحرفة التي تصور النفسيات المريضة الموجودة في عالمنا هذا .. لكن هذه الرواية منحرفة وتدعو للانحراف بتشويه نظرتنا البريئة للفتيات الصغيرات البريئات بالتصورات الفاضحة للمنحرف بطل هذه القصةرغم أن هذه الروايات من الروايات التي لا يمكنك تركها حتى إتمامها لكن لا أنصح بها أحدا
5,Emmarita,556,555,it was very interesting never sad it before until now but i enjoyed it
5,Elizabeth Escobar,559,558,"Wow was this a tough book!Yes, it's a classic just because Nabokov wrote it very, very well: very dark humor --- otherwise, how can you read a book, feeling a little sorry for a pedophile. The plot finally moved the last 1/3 of the book, but the build up-- surprisingly for the times, lots of sex (I guess that's why this book is so famous) -- is interesting. Read this only if you are up to the challenge. Skim, skim, skim through the tough, annoying details. Which are classic for this older writing. Then watch the movie... I was surprised how much they talked about the sex. But of course it doesn't do the book justice... which is why I have a strict law against watching a movie after reading the book!I loved and impresed with James Mason in this role. "
5,Kristenfalsocapaldi,566,565,"I have been meaning to read Lolita for some time now, and I have to be honest, I wasn't overly impressed. Besides the ""ick"" factor, which was an initial deterrent, there is just a lot of how do I put this? Down time in the novel. There is a lot of ""we drove here, then we drove here, we bought this, we bought that, we settled here..."" I started to feel like I was reading a travel-log. I don't know what I expected. I didn't find his prose particularly beautiful. I certainly didn't think of it as a love story, as the back cover suggested I should. It picked up in the last stages of the novel, but by then I was just trying to get through it. For the record, I hate having to give so-called classics a luke-warm review, but I just wasn't feeling it. I mean, the first line is killer, and there are some great lines throughout, and Humbert is creepy and obsessive, but overall, not my favorite. "
