,user,review
239,Sofia,"I really liked this thriller book, it gets more intense as you keep reading and has a good plot and story, in spite of the fact that I already ""knew"" who was the guilty one even before reaching the middle of the book but that maybe it's just because of my unsettling and instinctive mind that always look for clues on places/people that people often tend to forget about."
240,Margitte,"A thriller it is! Three young women, Rachel, Megan and Anne, deal with their pasts and their relationships in three different ways. Each one of them has a story to tell when detectives must try to solve the case of a missing member of this group.Rachel commutes on the train twice a day to London and passes the homes of Anne and Megan, witnessing their happiness, she was denied. Her alcoholism prevents her from thinking rationally. It results in her being declared an unreliable witness to the police. Apart from obsessively looking out the window of the train onto the other two women's houses, she was also once an inhabitant of the same street, before her life was turned upside down and her marriage went up in an adultery haze. Rachel has flashbacks of events which confuses her, and the police are not in a hurry to believe anything she says when she tries to explain what she witnessed and experienced.I am not caught up in the hype around the Gone Girl-craze, since I have not read the book yet, and won't do so soon - by choice. I'm judging this book, The Girl on the Train by Paula Hawkins, on its own merit and it is passing with flying colors as a (psychological) thriller. An excellent one. And a very-well written debut novel to boot. The ending was a bit drawn out for my taste, but it doesn't cause the story to be less dramatic or enthralling. I have read similar books that was even better, but they somehow have all slit through the grid of attention. I identified the culprit since the first appearance of his name in the book, and that's not a good sign. I actually prefer to be proven wrong. :-) Although I must add that the unexpected denouement caught me totally off guard and had me catching my breath in surprise.If you are in the mood for a really good thriller, or a whodunit, this will be a superb choice. A riveting tale of dysfunction covered by a pretentious roof of happiness. What an enjoyable read! "
241,kristen,"I am a ""lightweight"". I get freaked out easily and psycho-thrillers usually disturb me to the point of losing sleep. The Girl on the Train was a good match for me. I thought Hawkins wrote a great debut novel. I liked the varying viewpoints and the gloomy mood. I couldn't put it down, waking up and telling my family over breakfast that I had to find out who the killer was in my book. I wasn't disturbed, just impressed with a psychologically thrilling tale that kept me on the edge of my seat until the end. This was a 5 star read for me up until the end which seemed to labor on in such a way that made me a bit impatient. Overall, a really great read."
242,Sarah,"I had this book on my tablet for months without touching it despite all the praise and recommendations. I wanted to read it but just never got to it so I finally decided to make it my first book of 2016. The Girl on the Train is definitely similar to Gone Girl in several ways. One is how quick of a read it is and how easily engrossed I became with it. Another is the obvious: the twists the story takes and the reveals that happen throughout. Then there's the fact that in both books, I didn't particular like any of the characters while still enjoying the book. Hawkins did a really good job with this story and she kept me guessing, not all the way to the end (I don't remember the exact moment I figured it out, but it was before the reveal in the narrative) but long enough. I found myself looking for clues so I could figure out everything on my own. While I did figure out the major plot point, there were details revealed that still surprised me, and I was glad for that. I don't like predictability in mysteries and I appreciated that this wasn't like that at all.One other thing to note is that I liked that each of our three narratives were not only all unreliable for various reasons but also that they were each distinct in voice. That's something I look for when I'm reading a book that has multiple points of view, and I think that Hawkins did really well with that.Overall, I'm glad I read this and I enjoyed it and was glad for the suspenseful, twisting ride the book took me on."
243,Anny,"Muy buen libro. Engancha desde la primera página, y es muy recomendable. "
244,Skylah,"The Girl on the Train by Paula Hawkins is a fictional story and wasn't what I had expected it to be. Three different narrator stories merge into one large conflict. The main narrator, Rachel, is an alcoholic and an unconventional hero. The second narrator introduced, Anna, has a seemingly good at home life; the final narrator Megan it made out to seem like she has the desired life. Soon everything that is portrayed by these characters is shown to be untrue. The story is well written and all loose ends are brought together in the end as wanted in a book. However, some things the main character, Rachel, does may make you aggravated. She at times makes such stupid decisions you may want to yell at her. Other than this there isn't much bad about the book. There are surprises and plot twists and there is a mystery factor that makes you want to continue reading. In my opinion the book is worth a read, and someone who enjoys a mystery or a character with a lot of challenges would enjoy this book."
245,Beverly,Loved it. It was an easy fast read because I wanted to know what happened and who did it. 
246,Loraine Despres,"This book is a compelling, can't-put-down read. Paula Hawkins deserves all the success this book brought."
247,Anne,"I didn't intend to read this book in the first place. There was a customer at my work that left it after finishing and responded very positively on it. And it also happened so that I had to take a long train ride just the following morning, so, perfect condition. The narration is thrilling, I was struggling to put the book aside. I finished it just while being on the train - there and back. If you have the same problem as me - I can't continue reading a book if the beginning is not exciting - then this is a total saviour. I love reading, but lately couldn't find a proper book. And this was it, out of nowhere, so unexpected.The story is super depressing indeed. I could project some of its parts to my life and even found answers to my own problems, so to me it was even inspiring in a way. In a certain way. I was quiet shocked about the ending, so I may not be a Sherlock, but I don't think that the outcome is that obvious.A really nice book, gave me back the taste to reading."
248,Jen Bevan,"It started a little slowly, with a pitiful and depressing character. It jumps from the perspective of one character to another's and jumps a bit in time. Once I figured that out, I was hooked. It was a great, thrilling read."
249,Anna,"I went into this thinking it would be more of a mystery novel, with a focus on finding clues and solving a puzzle, but it's definitely a thriller. It's fast-paced and filled with twists that make it a hard book to put down. I liked the use of three different narrators in theory, but I don't think it was very effective--Rachel and Megan's voices were too similar, and Anna's sections made her more of a stereotype than a character. Still, this was an engrossing read with an interesting premise."
250,Jennifer S. Brown,"Honestly, I don't even know if I liked this book or not, but I could NOT put it down! I turned pages so fast. I seem to be alone in my love of unlikable characters, but these folks were all terrible, and I couldn't get enough of it. At a few points, the story did seem to sag, but I was so eager to know what happened that I quickly plowed on. I found this a very satisfying read and I'm glad I finally got around to it."
251,Josh Mann,"Solidly good thriller. I enjoyed piecing this together with the character...even if it at times was as difficult for the reader to separate fact from illusion as it was for Rachel. Well written, tightly structured....just a good fun read"
252,Rachel Hall,"I liked it. Did not at all think it was like GONE GIRL -- I guess there's GIRL in the title? [shrug] Maybe the comparison comes from unlikeable characters? [shrug again] But! I did like it. The not-knowing and trusting that comes with relationships, the alcoholism (although that went on a little longer than I'd like). But Paula did an incredible job. I'd recommend it!"
253,Lainen24,"No sabía qué esperarme de este libro después de todas las opiniones que había leído, pero la verdad es que me ha gustado más de lo que esperaba. Al principio la lectura se me ha hecho un tanto pesada, pero ha sido pasar la mitad y no poder parar de leer.Reseña completa en mi blog: http://los-mundos-de-caroline.blogspo..."
254,Carol Brill,"Rachael is The Girl on the Train. She is an alcoholic, grieving about being childless, obsessing over and harassing her former husband Tom and his new wife Annie with late night, drunken phone calls. She fantasizes about a couple whose house she passes every day on the train. In her fantasy they are perfectly happy Jess and Jason. In real life they are Megan and Scott. One day, she sees something that suggest they are not as happily married as she imagines. The next day, Megan goes missing and the suspense ramps up. The story was slow for me until that point. Some have compared the twisted infidelity and suspicious spouse to Gone Girl. I saw those similarities. I found the characters in The Girl on the Train much more sympathetic...not exactly likable but not despicable either. It took me awhile to figure out who did it. The author used a device of referring to a character as just him/he, implying it was one character when it might be another. I found that very well done and it added to the suspense. "
255,Yolanda Gorman,"Creepy and fast paced! Certain parts were reminiscent of ""Rear Window"", which gave it the Hitchcock feel. I couldn't put the book down! I can't wait to see the movie adaptation."
256,Marilú Cuentalibros,Me ha pillado en una época lectora en que me costaba mucho concentrarme y pese a ello no he abandonado este libro. Destacaría sobre todo a su protagonista y pese a que hay elementos que no son novedad es una lectura que te mantiene leyendo la mar de ocupada. 
257,Keri-Lee Beasley,"Woah! Intense! This book totally plays with your mind. Clever twists and turns makes it a real page-tunerI struggled to connect with the main character, which meant although I wanted to keep reading, I didn't enjoy the book as much as I'd hoped. I felt similarly about We Need To Talk About Kevin. Great book, challenging characters. Definitely worth a read. "
258,Bajen,"OMG what a book! I refuse to give it five stars. I did not like the characters, except maybe Abdic a little, but it was a good story. The story is about Rachel who is divorced, a drunk, unemployed and just out of it really. Everyday she takes the same train to and fro the city and during these journeys she always watches out for a couple who live along the way. She fantasizes about them and I think she sees in them what she wish she had. One day something horrible happens, it coincides with something Rachel saw at the couple's place, add to that her almost constant drunken state and everything goes haywire. The story is told from three POV, Rachel's, Anne's and Meagan's. And all three ladies are sick really. I could not relate to any of them and honestly would not like to know any of them. The story flowed well and it kept me interested all the way to the end. The author is good. I feel it would be unfair to give lower than four stars. But I did not like it enough for five either lol. "
259,Rosangela,"It's a very sad story, the right word is ""depressing"".Although I'm not a fan of this kind of story, I thoroughly enjoyed reading this book, it's well-written and kept me involved.And no, I didn't read ""Gone Girl"" so I can't say if they are similar.It reminds me a little bit the book by Elizabeth Haynes ""Into the Darkest Corner""."
260,Marjorie,This was a book club book. I couldn't put it down! Wow.Don't read anything about it just read the book.
261,Joel Nunez,Not at all a GONE GIRL copy. Just a good old whodunit. A page-turner. Can't wait for the movie. 
262,Diane Yannick,"I do not think this book is a great piece of literature. I don't think it has enough discussion points to work for a book club. There was nothing to highlight and read again. BUT it was wonderful escapist reading and sometimes that's just what I need. There was a compelling narrative which kept me going back for more. It's not a book that I was willing to let lie untouched for more than a few hours-- a luxury of the retired. Every book that even resembles a psychological thriller has to be compared to Gone Girl so let me say that for me they were about equal. There was a little more suspense in GG but the ending was better on the train. The two main female narrators are quite unreliable, especially Rachel who drinks an incredible amount of alcohol. Anna's shallowness verged on the absurd. Yet, somehow she redeemed herself a little at the end. Tom, the main man, was interesting only as a plot tool (pun intended) to let us gain insights into the girls. I never liked his attitude but can't say much as I don't want to spoil anyone's plot. It's worth reading as long as your expectations are properly set. I gave it a 4 for its genre. It certainly isn't a 4 compared to a piece of literary fiction that someone like Peter Heller would write. "
263,Mariiine,"J'avais hâte de lire le ce roman qui a suscité tant d'engouement et je ne suis pas déçue. C'est bien écrit, très oppressant et assez addictif quand même. La fin ne m'a pas tellement surprise, mais tout au long du livre, je me suis possée des questions, j'ai revu mes théories...C'est un peu étrange d'avoir pour personnage principal une alcoolique très dépressive, mais on voit l'intéret assez rapidement. Bref, j'ai aimé :D "
264,Deepa,Well this was the first book of 2016 for me .After going by the reviews shared by readers I decided to start my year with this book and I must say I am not disappointed.Paula Hawkins certainly knows how to engage readers and build suspense.What I like most about this one is the style of narration .The way most of the story is covered while traveling on the train by the main protagonist it was easy for me to relate with the characters as I used to take metro for work as well.The only thing which could have been better was the ending ..I thought it was a bit overstretched.having said that I do feel that this is a great suspense thriller and a must read .
265,Nicole Del sesto,"Being touted as this years ""Gone Girl"" and as much as I liked Gone Girl, I think readers will be more even more engaged with this book. Good writing (for a debut thriller, great writing), interesting scenarios. Engrossing. I was really impressed overall. I found the main character easy to relate too, not so much in how she reacted to her circumstances, but how she felt about what she'd been through. I finished it last night and haven't stopped thinking about it today. Definitely worth reading. "
266,Joyce (JumbleofJargon),HOLY CRAP!!! Totaly worth the monotonous middle bits.Disclaimer: people keep comparing this to Gone Girl. Obviously this is not as good as Gone Girl. Why is that even a question?! 
267,crimethrillerhound.co.uk,"Since the one with the tattoo we've had lots of girls pop up in titles but, like Salander, they're not actually girls. Books used to be called 'The Woman In White' so why are they now jumping on the 'girl' bandwagon or should that be train? Gone Girl, Girl Friday, Hard Girls, etc have a patronising, exploitative angle that doesn't sit well with me. Rant over, this book is a suspenseful story in the style of Strangers on a Train, The Lady Vanishes or some other Hitchcockian yarn. It certainly grips, compelling the reader to keep the pages turning.Unreliable narrator Rachel is the unusual central character. Different in that she's relatively unattractive, a little overweight, depressed, unemployed and an alcoholic. perhaps more real than many a lead then. The other two women, Megan and Anna, have their own problems, the cause and results of which merge with Rachel's as the stories come together. Rachel still bothers her ex which in turn bothers his new partner. Bordering on a stalker she had unlikable qualities and yet I liked her. Her vulnerability and neurosis make her intriguing, and her behaviour entertaining, just so long as you don't have to live with her. It's a good ploy to have her make up the lives of the couple she watches from the train. Then, when Megan goes missing, she has info for the police; info that they (and the reader) doubt to be true. Clever. The book's perspectives and timescales constantly shift and the novel's strength is in its telling. Domestic noir and poisonous relationships are filling the shelves at the moment. Not sure I like the trend but this is a good example of the subgenre. Hawkins manipulates the reader with skill in a novel populated by dark secrets and selfish characters. I knocked a star off for the convenient 'returning memory' after blackout. Oh and the title."
268,Victoria Harris,"I actually enjoyed this a lot more than I thought I was going to! The characters are all pretty messed up. The three females that tell the story all have problems, and the males are certainly not out-done on that front. I can't make my mind up as to whether the characters are cliché are not, but I don't think it matters. It delivered a very fast read with heart-pounding moments and a great ending (even though I worked it out). Overall I'd say to read this book if you're in the mood for a psychological thriller with a slightly different format. (The book is split into little Morning and Evening sections.) "
269,Marcy Wells,"This was a very enjoyable read! I saw it advertised with the slogan ""if you liked Gone Girl you'll love this."" And I fully agree. It was somewhat better than gone girl actually. A good thriller that reads fairly quickly. I would recommend."
270,Anne Frisbie,"I loved how this story was told through narrators with such (weak) self-biased perspectives that it was difficult to tell what was real. I also loved how the different points of views were shared along a timeline that went forwards and backwards almost at random - yet this random timeline seemed quite perfect and very natural. Very well done psychological thriller, and not surprising that the book is currently #1 on the bestseller list.Hard to give this book five stars, though, since all the characters were very flawed - on many levels. The characters were so annoying that they really could drive you to drink. "
271,Tyler,"It's nothing like Gone Girl, at all. This is a British thriller/mystery type deal. The main female character is a well-conceived character that isn't perfect-that's about as close a reason I can find to a GG comparison. She's a fairly delusional drunk but much more sympathetic/relatable than Flynn's protags. Her POV is consistent and maddening to most sane people. I've seen other reviews that criticize her behavior like characters in a book should conform to some boring standards. If the character is a borderline stalker, then you shouldn't complain when she acts like a stalker. If you guess who it is, then good for you. There's about 8 characters in the book so you would've had a pretty decent shot without even reading the book. The whole idea of figuring it out who did it really isn't that obvious and it's not really the point of the book. I don't try to find out who did it as any reader should know the author can contrive any situation to make it any character so there's no point-it didn't really happen folks. Entertaining read once it gets going. "
272,Chris Andress,"I liked it, it kept my interest.The ending was a bit like all the suspense movie endings."
273,Marta_austen,"Se avete visto ""Gone Girl"" avrete notato che la storia è molto simile. Comunque devo dire che il libro mi è piaciuto molto, i personaggi sono ben caratterizzati (anche se la protagonista è ovviamente quella con più spessore).La storia scorre bene è intrigante e dato che la letteratura contemporanea è quella che è forse è il miglior libro di questa estate 2015."
274,LIVE.LOVE.READ,"Rachel pendelt täglich mit dem Zug nach London. Auf Grund einer Signalstörung hält der Zug jeden Morgen an der gleichen Stelle an und gewährt Rachel einen Blick in fremde Häuser. Rachel beobachtet die darin lebenden Menschen, gibt ihnen Namen und baut in ihrer Vorstellung ein perfektes Bild von ihnen auf. Doch eines Tages geschieht etwas, was nicht in Rachels Bild passt. Als kurz darauf auch noch eine Bewohnerin der Häuser verschwindet, wendet Rachel sich an die Polizei und wird immer tiefer in die Geschichte hineingezogen.Die Geschichte wird aus der Ich-Perspektive von Rachel, Anna und Megan erzählt.Rachel, welche die Hauptfigur ist, ist eine Alkoholikerin und lebt fernab der Realität in ihrer eigenen Blase. Ich habe Rachel immer wieder als abstoßend empfunden. Gleichzeitig hat sie mir sehr Leid getan. Im Laufe der Geschichte erzählt die Autorin warum Rachel angefangen hat zu trinken, man erfährt welcher Leidensdruck hinter einer Alkoholsucht steckt und sieht zu welchen Problemen sie führen kann. Anna hat mich sehr genervt und ich habe sie als extrem überheblich empfunden. Ich verstehe zwar viele ihrer Sorgen und Probleme, dennoch habe ich ihr nicht getraut, dafür hat sie sich für mich zu sehr hinter einer Maske aus ""Ich bin ja so eine tolle Mutter und Ehefrau"" versteckt. Auch mit Megan bin ich nicht wirklich warm geworden. Sie war mir einfach zu flatterhaft und unbeständig.Wirklich sympathisch ist mir also keine der drei Figuren gewesen. Figuren, die mir nicht sympathisch sind oder mich gar so abstoßen, wie Rachel es stellenweise tut, führen oft dazu, dass ich ein Buch abbreche. Bei dieser Geschichte hat mich das jedoch nicht gestört, denn die Figuren sind für diese Geschichte genau richtig so wie sie sind.Die Geschichte hat mich gepackt, ich wollte immer wissen was passiert ist, was aus der Vermissten geworden ist und ob sie nicht vielleicht doch wieder auftaucht. Darüber habe ich auch nachgedacht, wenn ich nicht gelesen habe. Ein bisschen ist das Buch so, wie wenn man von einem solchen Vermisstenfall in der Zeitung liest und in den Tagen danach noch häufiger an die verschwundene Person denkt.Im Laufe der Zeit entsteht ein immer komplexeres Gesamtbild. Dadurch, dass man erst einmal wenig weiß, baut sich schnell Spannung auf. In der Mitte zieht sich die Geschichte etwas und ich habe immer darauf gewartet, dass etwas passiert. Auf den letzten 150 Seiten nimmt die Spannung dann aber wieder zu. Ich konnte keiner der Figuren trauen, hatte zwar immer wieder einmal eine Vermutung, was denn geschehen ist, richtig aufgeklärt hat sich aber alles erst gegen Ende. Auch werden gegen Ende einige noch offene Fragen beantwortet, so dass sich das Ende rund und richtig anfühlt.Insgesamt hat mich ""Girl on the train"" von Paula Hawkins wirklich sehr gut unterhalten. Die Figuren fand ich interessant, denn jede der drei Ich-Erzählerinnen bricht auf ihre ganz eigene Art mit den gesellschaftlichen Normen in der Hoffnung, ihr Glück zu finden. In der Mitte war die Story ein klein wenig langatmig, davon abgesehen fand ich sie aber spannend. Und auch mit dem Ende bin ich zufrieden."
275,Janet Richards,"Suspenseful, but reminds me of a lifetime or made for TV movie. Female character development strong, but male characters were far less developed. Created an imbalance in the story, especially at the end. "
276,Wendy Darling,"4.5 stars Everyone in this book is absolutely terrible, and as a result, this book is a masterpiece in character study and development. It's also a well-written, precisely plotted psychological thriller, and deftly sketches one unreliable narrator after another. I guessed the culprit not too far into the book, but that didn't spoil my reading experience at all, particularly because the author drops so many diverting and convincing red herrings into the story. I think it's also interesting that the central character, Rachel, challenges readers to think about how much we assume about--and pre-judge--other people based on our limited knowledge of them. To feel pity, disgust, frustration, compassion, and so much more for one character is a rare thing. Recommended to fans of Before I Go To Sleep, and for YA readers, fans of Dangerous Girls and Nova Ren Suma. "
277,Andy Bird,"This is not bad. It is quite well written and very readable. The story is good, albeit a bit forced at times. The style works well, switching between the different women involved, usually as a look back at what has just happened. It does jump about in time a bit but this does just about work ok. I did find the main character a bit stupid and found it hard too empathise with her. In fact there was nothing about any of the characters which was likeable, I didn't mind what happened to any of them. It's not quite as good as some of the books it is compared to i.e. Gone Girl, but it's quality of writing does raise it above many. I would recommend it."
278,Jackson,"Had me hooked from the beginning and kept me on the edge till the very end! When all the pieces of the puzzle started fitting into place, I found myself shocked... I really wasn't expecting that twist!"
279,Anood H,"The Girl on The Train was a suspenseful page-turner. Okay, I gotta admit that it was kind of hard to get into but by the time the actual crime took place I was super hooked. All I wanted to do was read and find out more and more. I'm not really a fan of thrillers and/or crime books but I did enjoy the writing style of this book. I didn't think the plot was so complex or intense but the characters, how complex their stories and their personalities are, especially Megan, kept me interested in finding out the real criminal. The ending was a satisfying one. It was fitting and I think it did justice for all of the characters although I'd liked to read more about Scott and Abdic. Still a great read. "
280,Shirley Schwartz,"There has been much hype about this book, so I was glad when my e-book came in so that I could read it. I was not disappointed with the book and, in fact, I enjoyed it more than Gone Girl and The Paying Guests, which are the two most recent books I've read of this genre. I think the three female viewpoints help to keep the book interesting and it certainly helps to maintain the tension. All three women are strong characters, and the three main male characters are realistic and strong too. Rachel is the main character, and when we meet her, she is a train wreck. She's lost her husband and her job, and she drowns her sorrows in alcohol. All the time I was reading about her blackout drunks, I felt that there was a lot more behind the drinking than even she admits to herself. Megan is another woman who has lost her job. Even though she has a husband who loves her, she is profoundly unhappy. Her sorrow is as a result of a past event that happened to her years ago, and it causes her to make many bad choices that will eventually come to a catastrophic conclusion. Anna appears to be the most normal one, but even she has personal crises that cause her distress and her ""perfect"" life is really not what it appears. The males that are involved with these women, both past and present, have their own demons that will have a profound impact on these women and on their lives. The thing that ties up all the loose threads in the story and all the lives of these characters is the commuter train that runs by their houses at many different times of the day. The train is the one constant thing that never changes and it's what brings all these people into proximity. As the tension builds, masks are removed and the three women finally begin to see things clearly. For some it is too late. For others a long overdue redemption finally comes to them. Nothing really is as it seems in this little community. The book is a very good psychological thriller and I enjoyed it."
281,Debbie,"Great book with lots of twists and turns to keep you guessing right until the end. A murder mystery/ suspense thriller.Felt it was a little hurried at the end and enjoyed the tension and build up better.Centres on the lives of three women Rachel, Anna and Megan. Although Rachel, the girl on the train, is the main character the story moves along hearing from each woman.Interesting to have Rachel as a drunk, added another dimension as you didn't know whether her account was reliable."
282,Antonio Barron,"La verdad... Lo logró, no pude dejar de leer a pesar que no lo pude leer seguido pero me gustó mucho, el principio es un poco lento y raramente redactado y el final creo también le faltó algo peeeeero para ser su primera novela creo que lo logró bastante bien y a pesar de que mi primera sospecha resultó ser el mero mero, sí me hizo dudar de mi suposición casi todo el libro!!! La verdad sí me gustó y mucho :D"
283,Aulia Mia,"Buku ini rasa misterinya kuat banget, jauh lebih gelap dari Gone Girl ataupun Dark Place. Ada permainan emosi yang membuat kita merasakan ketidaktenangan para tokohnya, kemarahan, rasa sakit, kesedihan, ketakutan, bahkan kegilaan. Rachel si pecandu minuman keras, jelas kesulitan membedakan antara realitas dan khayalan. Ketidakstabilan emosinya membuatnya melakukan hal-hal buruk yg bahkan tidak dapat diyakini oleh dirinya sendiri. Aku merasa sedikit kasihan padanya karena semua orang melimpahkan kesalahan kepadanya dengan alasan dia pemabuk dan tidak stabil. Megan yang cantik, cacat secara emosi. Karakter seperti Megan sering kita jumpai dibanyak buku. Cantik, cerdas, periang dan menarik tapi memiliki sisi gelap dalam dirinya, masa lalu yang membuatnya tidak pernah benar-benar menjadi dirinya sendiri. Dia bisa menjadi siapapun, tapi tidak bisa menjadi dirinya sendiri. Seorang artis, seorang pembohong. Sedangkan Anna, ada yg salah dengannya. Rasanya susah untuk percaya bahwa dia wanita, istri dan ibu yg benar-benar baik - susah untuk menyukainya, ada kemunafikkan dalam dirinya. Sama seperti Megan, dia seorang artis yang hebat, seorang pembohong dan penipu. Pada akhirnya, setiap orang harus berdamai dengan dirinya sendiri, dengan masalahnya, dengan masa lalunya, dengan hidupnya. "
284,John,"The movie will be interesting!!!!!Skillful writing.....Rachael's unreliably provides enough questions so as to keep this reader uncertain as to what's real, what's imagined..... "
285,Amanda Cinelli keith,"4.5 stars. So suspenseful, I had to keep reading these past 2 days to see how things end. I'm sure it will be a movie real soon!"
286,Kiwi,"Ever wondered what goes on in the houses you come across on your daily commute? Do you invent stories for the people who live in them? Reality is often far different from the one created by our imagination. Paula Hawkins has written a page turner, despite the ending that, for me, was a bit overdone and predictable, I enjoyed very much reading this book. A great début novel, will be looking forward to her next book."
287,ElphabaNewlin,"(originally reviewed at 
elphareads.tumblr.com
)I was super late to the GONE GIRL party. I don’t know what happened, but it took me forever to get on that. When I got to the party (let’s continue the metaphor), I was like 'woo, yes! Here I am let's party!'. But then when I left I was like 'that was awful I should have stayed home'. I really didn’t like that book, ‘It Book’ status and everything. So recently, it became pretty clear that THE GIRL ON THE TRAIN by Paula Hawkins was going to be the next It Book at my library. In that there were already 200+ requests on it after it got my attention. I put myself on the list, figuring I’d have a long wait. Serendipity intervened, and I got my hands on a copy. Rachel rides the train every day. It’s really the only thing that gives her solace. Her marriage fell apart, she has a drinking problem, she lost her job, her life is a mess. On top of all that, her ex, whom she is still hung up on, married his mistress and had a baby with her (Rachel’s infertility was one of the driving factors of her drinking problem, and knowing he had a baby with his mistress just twists the knife). Every day she rides the train, living her life vicariously through two strangers she sees in their home by the tracks. She calls them Jason and Jess, and they seem sublimely happy. She cherishes the peeks into their relationship she gets each day on her ride, and feels like she knows them. But one day she sees something that breaks her illusion of their happiness. And shortly thereafter, Jess (or Megan, as her real name is) goes missing. Rachel wants to help figure out what happened to her, but is seen as an unreliable witness, even though she thinks she saw something that could break the case wide open. As Rachel starts her own personal investigation, she starts to uncover truths about not only Megan, but about herself as well. And all of these truths could be quite dangerous.Well I liked it better than GONE GIRL, so it has that going for it. Though at times it was very hard to read because Rachel is SUCH a mess, I found THE GIRL ON THE TRAIN very hard to put down. Told in multiple perspectives (Rachel’s, Megan’s, and Anna’s, the mistress of Rachel’s ex), this book is one big jumble of unreliable narrators. But what I liked about it was that while you thought you were solving one mystery, there were other things to be solved, things that it took me awhile to see coming. I can’t say anymore because that would ruin the fun. I found Rachel to be absolutely pathetic and hard to read about, but as I got to know her more my initial vague disgust turned into some serious pity. The girl is messed up. Really, none of the voices were easy to read. Rachel is an unstable mess, Megan is a vain flibbertigibbet, and Anna is a flat out bitch. Yeah, I said it. But they were all very real in their own ways and they were all very interesting in their own ways as well. I kind of had a feeling I knew where it was going, but it still had a fair number of revelations that I found surprising. It definitely kept me guessing in a lot of ways. I actually stayed up far too late last night just so I could finish it, so it has that going for it. And unlike GONE GIRL, while the characters were all messes in their own right, at least I could find people to root for, and had an understanding of why they were such messes. I think that if this book keeps up it’s momentum we will see a movie based on it. Whether that movie will give us a glimpse of Ben Affleck butt remains to be seen, but THE GIRL ON THE TRAIN was a tense read that hooked me in."
288,Pavlina Needham,Very gripping right to the end. Would make a good film adaptation .
289,dalnim,"Quello che mi è piaciuto di questo libro è quello che tanti potrebbero benissimo odiare: I personaggi sono TUTTI imperfetti, la protagonista principale è essenzialmente un'inetta ma nonostante tutto riesci comunque ad immedesimarti in lei. I personaggi sono estremamente reali e per la maggior parte anche squallidi. Soprattutto Anna che non ho potuto vedere dall'inizio alla fine. Non è un romanzo positivo, anzi. A me ha appassionato molto anche il mistero, che si risolve tutto nelle ultime pagine, ma mi hanno appassionato anche i rapporti fra i personaggi, il loro evolversi e il generale senso di catastrofe che aleggia in tutta la storia."
290,MaryKate,"What a great read! It went so quickly for me and once I started it I didn't want to stop.Rachel rides the train every day and sees the same couple in their backyard; eventually, she creates names and personas for them. But one day, she sees something in that backyard that changes everything. What she sees is not what you think and while the ending wasn't mind-blowing, it kept me wanting to pick up the book to know what happened next. In my book, that's pretty highly rated!"
291,Lianna,"Psychological thrillers in the vein of Gone Girl are becoming mighty popular right now, which may be why some people will pick up Girl on the Train. The similarities are there for sure - flawed characters who you can't help but love to hate, a twisty plot that keeps you guessing and an ending that leaves you feeling just slightly uncomfortable. And this formula? It works. I was hooked on this book almost from the very first page and overwhelmed with a need to know just what happened (unlike Gone Girl though, I figured this one out pretty soon). Girl on the Train is highly entertaining and definitely worth picking up if this genre is your thing. "
292,Rayna,A nice quick read. l kept thinking l knew who it was but was surprised at the end. Not what l was expecting when l picked up the book.
293,Rise," People compare the book with Gone Girl as it deals with the ""sinister sides"" of women. Well, to some extent, it does remind me of Gone Girl, but for me, it's still two different things. The book is an easy read, I could finish it in just a day. The story starts when Rachel Watson is on the train, commutes from her home to London. Between the places, the train will stop for a while, and she will observe the live of others in the track side house. Everyday she'll see her favorite couple whom she named as ""Jason and Jess"" and she'll construct and deconstruct their lives in her head. She thinks they're perfect until something happened to ""Jess.""The book has three PoVs, all of them are women. Each PoV is from the first person, so when it comes to Rachel's PoV, things are quite blurry, as she is an alcoholic and has problems on remembering things. Compared to my hating towards Amy from Gone Girl, I find myself not hating Rachel. Rachel is perhaps unlikeable as she is alcoholic and unable to keep her life straight. But, I think I have same position with Rachel's flatmate, Cathy. I am unable to hate her, I feel sorry for her instead. For the plot itself, it's smooth and engaging. The clues are here and there and can be easily picked up. As for me, I was able to suspect the villain from the second half of the book, but I still didn't see the real ""monster"" coming in the end. It kinda surprised me how the final chapters going and somehow I like how it finally ends for Rachel. Last verdict: 4 stars. "
294,Heather Webb,"Gloomy, immersive, and addictive. "
295,Hurricanekerrie,"This appealed very much to the Investigation-Discovery fan in me! It is creepy and interesting in a downcast, cry-in-the-shower, duck-under-the-covers kind of way. The depression and alcoholism fairly jumps off the pages. This story sucks you in with a vise grip as you, the reader, loftily think you have the moral high-ground on these women, only, by the middle pages, you're not too sure. Our main protagonist, Rachel, is a hot mess but I couldn't help rooting for her to get sober and get her act together and be less unreliable. Perhaps, it's the shared interest in looking out train windows and imagining the lives of the people who live in the houses that pass by. Perhaps, it's because we're all just a wobbly inch away from being hot messes ourselves. I have heard this book compared to Gone Girl a lot-- which was obvious given the crazy female protagonists. But this book has not one but three of them! And though I will give Gone Girl the stealth and the artistry in the reveal, The Girl on the Train has the advantage of being captivating right away and sustaining that mood through out. Plus, it ties itself up in a neat little bow at the end; sometimes, the reader deserves a full, unmitigated, absolute conclusion."
296,Selena Kitt,"Interesting mystery, unreliable narrator, which makes things confusing at times. Worth reading through to the end. It didn't blow me away but it was consistently good. "
