,user,review
168,Harleen,"Oh god. Such a beautiful story. Jay Gatsby, the character is just wonderful. He hides his emotions, his past, his lifestyle, everything really it changes for just one girl mainly. Once he meets this girl, his life revolves around and from a soldier, he becomes this wealthy personality. But with love, you have to face the troubles as well. The girl he loved was really just after money which is why he became the wealthiest man ever so she would leave his husband for him. He was ready to take on the world but that stupid bitch was a wreck and ended up crashing and killing his husbands mistress. Jay took the blame so no trouble would come on his lover and ends up dying. "
169,Gillian Oler,My favorite. 
170,Paulina Odeth,"Esta es realmente una historia que quieres leer lento e irla disfrutando. Es una novela en la cual no hace falta ver muchas escenas con cada personaje, porque el narrador es grande en hacer que los entiendas desde el principio.Ahora, en el caso de Gatsby, el es un hombre rodeado de mucho misterio porque nadie lo conoce bien, ni tiene familia o amigos a los que les puedas sacar su historia o que al menos te den un indicio de quien es Gatsby, que clase de hombre es.Estoy fascinada con cada uno de sus personajes, porque incluso en su superficialidad, sabes que hay mas profundidad en ellos, como Myrtle, uno no conoce sus historia completa y sale creo solo en una escena, pero se ve mucho acerca de como es, con Wilson, con Tom, alrededor de sus ""amigos"", sabes que es una doble cara, sabes que tiene secretos que le oculta a cierta gente si y a algunos no, y eso es lo que pasa con cada uno de sus personajes. Lo que Nick dice acerca de ellos, mas las escenas mismas, su forma de hablar, las cosas de las que hablan, son un gran equilibrio para darte cuenta de quienes son."
171,David Rush,"The fact that I don't remember it probably proves my fear that I am more susceptible to subliminal suggestion than I think I should be. You see one day recently I had a sudden but strong urge to re-read The Great Gatsby and fortunately found many used copies in the used book store I frequent (where it just happens I work).Anyway, a few days after that I saw a commercial for the new Gatsby movie, and even though I really thought I had spontaneously decided to read it, it is much more likely I caught a glimpse of the ad and unthinking tucked it just out of conscious view.That said, I only read it once before and then as an adult, having defiantly, and in retrospect stupidly, refused to read it for a high school lit class. And although I read it sometime in the last 5 to 10 years all I remembered was that I told people that I liked it. So this was almost like reading it for the first time.From my middle aged perspective I can see why it is considered a classic and I can also see why I probably only read a few pages in high school and threw it aside. For me the characters are somehow simultaneously shallow and complicated, and the story itself even more so. And I have to admit that in high school my literary depth never got much past A Separate Peace and even that was a stretch.Reading Gatsby also clarifies for me why I didn't do well in lit class even if I had to read a book I enjoyed. In Gatsby there are loads of allusions, possible metaphors, foreshadowing and other literary attributes one could write a paper about. But for me that would take all the joy out of reading and letting all of the possible meanings and ambiguities roll over you as you read. Of course I suppose I could read it once for delight and then for possible analysis, but since I don't now and haven’t for years had to read to write a paper to get a grade I'll just hang onto what I have and luxuriate in its ambiguity.So yes I think it is a great book and the more I reflect in general about what I just read the more I feel that way. But gun to my head, had to write a paper about it for high school or community college American lit class I am pretty sure anything I could come up with would NOT be what the teacher might be hoping for.And writing this just now make me kind of want to read it again already. BUT now I'm off to Neuromancer by William Gibson."
172,Aragorn,"E' un libro pieno di sole. Non è il sole di Hemingway, che brilla sui poveri, sugli oppressi e sui disadattati. Non è neanche il sole, pleonastico, di Kerouac. Il sole del libro di Fitzgerald rende languidi ed indifferenti, alle questioni sociali, ma anche alle altre persone, tranne a quelle che rappresentano il proprio, personale, american dream. E' un sole borghese, non proletario. Non per questo è, però, meno crudele, visto che è un sole partecipe dei falsi affetti e, quindi, del senso di solitudine che attanaglia l'uomo. Nel romanzo piove solo due volte; non che io mi sia messo a contarle, mi si impongono alla mente. La prima volta la pioggia annaffia i sogni coltivati in solitudine da Gatsby; sembra quasi lo champagne che celebra la sua visione, parziale e distorta, della vita. La seconda volta la pioggia non riesce a lavare via la profonda solitudine, la dura consapevolezza che il passato non potrà mai ritornare, neanche a colpi di ville faraoniche e feste sontuose.E' un libro essenziale e perfetto. Come tutte le cose perfette più che commentato va contemplato, e se la contemplazione si trasforma in estatica adorazione...non preoccupatevi, è normale."
173,shanay,"i freaking love this book.i don't really feel like doing a huge review of this book since i analyzed the crap out of it when i went back for my grade 12 english. i mostly just came here because i hate daisy so much and the fact that i kind of hoped for her and gatsby makes me mad. gatsby did everything, and everything for daisy and no matter what she still doesn't love him. i know you can't control your feelings or whatever, but daisy had never, ever told gatsby how she felt, she let him believe that there was something there for him. and somehow she even convinced him to take the blame for myrtle's death which caused tom to go after gatsby and murder HIM! i hate her, i made sure everyone knew it too. but i loved the book. i felt so sad for gatsby and his delusions, and nick for just being sucked into it all. him and gatsby were good guys. everyone else had secrets and lies and tom is an ass for marrying daisy and having myrtle on the side... and being a complete arrogant asshole.this book made me feel a lot of things. but also, i put all that energy into an extra credit assignment that i had for grade 12 english.that's right, i made a gatsby board game.the sad thing about it though, is it was only played once, when it was a prototype. but it's a fully functional game and i'm so very, very proud of it. it's called ""do you know gatsby?""i hope one day i'll get to play it.now i feel like i want to read this all over again."
174,Vincentvanbeest,"Geweldig, volgend jaar weer."
175,Sandra Fahrlender,"I enjoyed this classic. Very male driven, fast and to the point....it's only 9 Chapters! But surprisingly enough, written well to build characters and care about what happens to them. Also, you will need to read between the lines since Fitzgerald does not openly let you ""know"" certain things, but assume them. Excited to see the new movie, which has Leo Dicaprio as Gatsby. I could easily reread this book again."
176,Nelson Luna," The Great Gatsby is a marvelous novel about a man who is deeply in love with the wealthy beautiful Daisy Buchanan and would do anything to get her. This novel is amazing and well written. The author F. Scott Fitzgerald writes this novel about a man name Jay Gatsby who is deeply in love with a beautiful women named Daisy Buchanan. Jay Gatsby loses the love of his life when he goes to combat. But she promises Jay that she will be here when he comes back. When Jay comes back Daisy is already married to a wealthy man named Tom Buchanan.There are plenty of characters in this novel but the main characters are Nick. The setting takes place in New York. Whether it's in East egg, West egg or the valley of ashes.East egg is a place where the middle class live. The valley of ashes is the worst. Well that's where the poor live. At the valley of ashes there is a billboard and that billboard has eyes. It sees everything you don't want to be seen. Last is West Egg. West egg is where the rich live. It's filled with beautiful houses and have a great view of the river. Caraway the one telling the story. Then there is Daisy and Tom Buchanan and Myrtle and George Wilson. And lets not forget Jordan Baker Daisy's best friend. Last but not least Jay Gatsby. Nick Caraway is a man who works as a bonds salesman who moves to east egg where the middle class live. He is related to Daisy Buchanan. Daisy Buchanan is married to Tom Buchanan whose family is wealthy. They live right across Nick. Across Nick there is West egg where the wealthy live. Myrtle and George Wilson live in the valley of ashes where the poor live. Jordan Baker is a pretty tall wealthy golf player who has a romance with Nick Caraway. And well Jay Gatsby. He is the man who was poor and later became rich and ends up having the girl of his dreams. Well for at least a second. ."
177,Riley Nilsen,"My favorite line of the Great Gatsby, written by F Scott Fitsgerald is “to reserve all judgment is a matter of infinite hope.” When I first read this, I immediately aligned with the statement but found faults in my ability to reserve judgments on a day to day basis. Nick Callaway is determined to not judge the upper class of West Egg, New York, when he moves there for business. Yet, reading the book through his eyes, Nick commonly goes against his words as we are able to know his every opinion and learn how his perceptions are altered by what others have to say. The book highlights what we often try to ignore;womanizing, affairs, lies, and our own ability to let others make poor decisions while we fail to say anything which will ultimatly only help thecause. The Great Gatsby opened my eyes to searching for the great in people versus being a bystander waiting for something exciting to happen."
178,Brandon Stumpf,"The Great Gatsby is possibly one of the greatest pieces of American Literature of all time! This book beautifully captures the Roaring Twenties in America with fast cars, large parties, and lots of alcohol. Despite this book not even being 50,000 words, there is so much packed into this! Affairs, murder, desire, jealousy, suicide, sex, alcohol, and partying. Besides all that stuff, this book mainly focuses on the failure of the American Dream in the early 1920's. It's also about Gatsby's desire for Daisy Buchanan, the love of his life. There's so much more to say about the Great Gatsby, but I'll leave it there. This book truly is a ""Great"" piece of American Literature, and we are all in debt to F. Scott Fitzgerald."
179,Κώστας,"Καιρό είχε να με συνεπάρει τόσο ένα βιβλίο με την αριστοτεχνική του γραφή και δομή, με την ποιητική του γλώσσα, και τα νοήματα και τους συμβολισμούς του. Είχα υποτιμήσει λανθασμένα την Αμερικανική λογοτεχνία αλλά τώρα σκοπεύω να πιάσω ένα-ένα τα κλασσικά αριστουργήματα και να τα διαβάσω στα Αγγλικά, όπως τους αξίζει. "
180,Karuna Jaipaul,"It is not often that I feel this intense emotional connection to a book, one in which it's ending causes me to feel a everything from complete sadness and sympathy to great wonder and satisfaction.I am so astounded that in a mere 140 pages I could feel so many emotions, I'm currently at the stage where I'm staring at a wall trying to comprehend the beauty of The Great Gatsby.Now before I begin, I should tell you I'm a lover of happy endings. I adore books where the characters get to be together and live happily ever after with the person that they are truly and madly in love with. However, The Great Gatsby was none of the above and I think that just makes me love this book even more. The unlikeliness and the tragedy that it entails shook me to my core and in my world, this is what good books are made of.Fitzgerald's writing skills are truly a spectacle to behold and he wooed he from the start with his flamboyant language and words.The Great Gatsby is such an in dept, symbolical, passionate book and I have a feeling for that next few days James Gatz's story will incessantly plague my thoughts. "
181,Eliza,"4/1/2013: As extraordinary a novel as it ever was. (I can't believe how long it's been since I read it--and oh dear, the marginalia in my high school copy is painful!) Not that I ever questioned its literary value, though I was a bit worried that it could never quite live up to its reputation, its unquestioned preeminence in the canon (even if it's the high school canon!). But--yup, it can. Fitzgerald writes the most amazing prose, the kinds of sentences that you want to read aloud to whoever is near you, that you want to say, ""look, how did he do this?"", that you want to internalize or memorize to help you see the world, somehow, the way he does. His word choice and imagery are rich and sometimes outlandish, yet it all works; his rhythm flows and swirls, changing to support the tone of each passage; his scenes and characters are summed up perfectly, with not an extra rag of a phrase or adjective to distract the reader. He packs a universe into 121 pages.And the perhaps too overt symbolism, and the sense of arch weary cynicism, and the required tragic outcome--those aspects of the novel that (some might argue) threaten to overwhelm it? Well, I'll defend them as necessary, if only as a reflection of the period and the author and the world he is trying to capture. And what a world it was. I only hope that Leonardo di Caprio (in the movie coming out next week) can do it justice."
182,Emily Hemmer,"A re read of this book for the fifth or sixth time has confirmed its place in my heart. A masterpiece of American literature. If you haven't read it yet (and you've had nearly a hundred years to do so), what are you waiting for? This book has the distinction of carrying two of my top five favorite lines from literature: “There are only the pursued, the pursuing, the busy and the tired.” and “So we beat on, boats against the current, borne back ceaselessly into the past.” Could there be a better narrative for the human condition? For the way we try and struggle and along the way get stopped, beat up, pushed back. But we keep trying. It's who we are. There are people who will never read this book because they think it's pretentious with its flowery prose and high ideas. But at its heart it's a story of the human condition - both the good and the bad. This book has established its place in history for a reason. "
183,Brittney,"I am not usually a fan of ""classic"" novels, but after abandoning this book back in high school, I gave it another shot for a class.Unfortunately, I fell completely in love. I absolutely love this novel and all it implies. Gatsby is this over-nostalgic, ambitious dreamer who has devoted the last five years of his life to one woman, Daisy. I love Gatsby and his foil for the American Dream, and how we tend to end up disappointed when things do not turn out as planned. (or, at the bottom of a pool...)Anyways, The Great Gatsby may indeed be my favorite novel I have read thus far in my 22 years on this earth.We'll see, but this one is hard to beat.If you love the glitz and glamour of the Roaring 20's mixed with the brutal reality of the backbreaking work to get there, this book is for you.With the awkward love triangle between Jay Gatsby and Daisy and Tom Buchannan, you will be glad that you're not a single bond salesman named Nick Carroway or a famous female golfer named Jordan Baker. Most of all, you'll be glad you're not Tom's whore, Myrtle Wilson. "
184,Maisie,"Sometimes I just think about this novel and I get emotional and am in awe of how eloquent, how poetic, how pensive Fitzgerald was. The words are cleanly put together and are so poetic after you dissect what has been written.Every now and then I feel like going back and reading it. It may be one of those books I read once a year or something because I love it that much."
185,Khparisa,كتاب،، هديه اى بود از يه دوست،،،داستانى خوب با ترجمه اى نه چند ان دلچسب،،، بيشتر از گذشته خواستار ديدن فيلم گتسبى هستم 
186,Jhe9,"The roaring 20's an era of music, parties, and liquor. It was a time of rising and great expectation. America was just starting out in crafting what could be the impossible ""American Dream."" However, this is the story of man who has achieved that dream yet fell to the hands of a cruel unbecoming fate. An eye-witness to these events, Nick Carraway Gatsby's friend and neighbor, recounts the tragedies of Gatsby's blind ambitions from his own literary perspective. This is a tale of woe, wealth, and the ambitiously blind pursuit of happiness. The Great Gatsby is packed with a chain of trials of love: affairs, triangles, and questionable affections. At the same time the story is filled with mystery and majesty that shrouds the true identity of ""The Great Gatsby."" But the true purpose of this tale exemplifies the explicit truth of our world, a cruel place filled with tragedy, greed, and desolation. Jay Gatsby was a foolish victim, absorbed by his own blind search for what was mistaken as ""happiness"" as he sought out the elusiveness of love, but as a result he had to pay the terrible consequences. We are the people that make up this vast world. This American classic unveils the true colors of the people who live in this society. Perhaps it mirrors that of today's world. We are shallow, materialistic, and greedy. We seek riches and the lavish lifestyles. We have succumbed to indulgence over substance. This is the place where social status, materialism, and carelessness have governed our lives. Yet Gatsby achieved these riches in hopes of finding his apparent happiness, but instead he was welcomed to loneliness, false friendships, and a cruel end. A lesson that should be taught to all. And I believe it is accurate to say that Gatsby was ""a man who has everything, but nothing."" (The quote's original source from Iron Man) Even now I am having a difficult time digesting what I have just read moments ago. But I am glad to learned something new: the dark truth. My condolences to the ""Great Gatsby."""
187,Gina,"I first read this book over 25 years ago and as a teenager, so much of it went over my head until I bought the Cliff notes and everything clicked- it ended up being one of my favorite books read in high school. Rereading it now was nostalgic- if Fitzgerald was a modern writer, I'm sure I'd find complaint in his style, but because I have such fond memories of the story, I can only say that I enjoyed reading it so much more this time as a grown up. (It doesn't hurt to think of Gatsby as a Robert Redford/Leonardo DiCaprio type of guy, and I just couldn't help but feel sorry for him.)"
188,Tatiana Arutyunova,"I watched the beautiful movie with Leonardo DiCaprio in June 2013 and was impressed by the touching emotional love story and the iniquity of fortune. One year later I was looking for a new book to read and suddenly saw ""The great Gatsby"" on one of the bookshelves. But the book had to lay on my shelf half a year more before I finally began reading.The language was quite difficult for me at first but when I reached the third chapter I got used to it. I sincerely enjoyed each passage, each line and each word.The author chose absolutely befitting words to depict sceneries, main characters and their relationships. I also liked that the novel is written from the first person, such novels attract me because of the subjectivity and the fact that emotional coloring is better signified when the narrator takes part in events described in the book. Moreover, such kind of narration makes the reader feel as if he is also the participant and he drowns in the book even deeper.I was also impressed by lots of metaphors and secret senses hidden between the lines. I enjoy reading books that contain symbols because they make me widen my scope.The green light represents Gatsby's dreams, wishes and hopes. ""He stretched out his arms towards the dark water in a curious way, and, for as I was from him, I could have sworn he was trembling"". Jay was striving after his dreams in the same way as he wanted to reach the green light. His main wish was to repeat the past, he believed it was possible. I think one of the ideas of the novel is that past can never be recalled and people should enjoy their lives at present. Besides, the weather is connected with the mood of main characters - the day when Jay and Daisy met for the first time after five years shows the renovation of their love like the sun comes up after the rain. Francis Scott Fitzgerald found perfect words to describe the way those two communicated when they finally met: ""I don't believe they heard a sound. They were sitting at either end of the couch, looking at each other as if some question had been asked, or was in the air, and every vestige of embarrassment was gone.""Moreover, the day when Gatsby wanted Daisy to confess Tom that she never loved him was the hottest day of summer. Daisy seemed to suffocate and not only because of the hot weather. I may say that everybody's temper was hot that day and both Tom and Jay were close to blowing up. And the last detail about weather - the day of Gatsby's death was the first day of autumn, the saddest time of the year when nature seems to die. The eyes of Doctor T.J. Eckleburg were the eyes of God for Wilson, he was the only one in the novel who believed that those eyes could see everything and, moreover, disapprove of people's deeds.When I watched the movie I thought that the central theme was love. But when I began reading the book I understood that there were some other things which Francis Scott Fitzgerald wanted to show the reader about the ""Jazz Age"". The author showed that moral and conscious were decayed at that time. People had the desire of easy money and endless parties. Even the love-line confirmed that people strived after money those days in the first place. ""She only married you because I was poor and she was tired of waiting for me."" Gatsby committed a crime by bootlegging in order to impress Daisy with his money. But, as the reader could notice, money couldn't help Jay to end up happily with his beloved. To be honest, I didn't expect that Daisy who seemed to be truly in love with Gatz and so unhappy with Tom would turn out to be such a Judas.But after the terrible accident the narrator mentioned that Tom and Daisy ""weren't happy, and yet they weren't unhappy either.""Although, the novel is about imprudence which is so typical of young people who resist to changes, without love story it wouldn't have made any sense. I really loved the novel, it is definitely one of my favorite books now. I couldn't help crying at the end and even few days after I finished the book I felt that I still wasn't over the novel and wasn't ready for another book. It pulled my heart strings and left a great field for thought. The fate was unjust to Jay Gatz and he didn't deserve it at all. But that's the way it can be in our real life, what makes me even sadder. I'm sure that Gatsby's love was real but it wasn't worth fighting for it the way he was.Sometimes pictures from the movie arose in my head and made my own vision of the story more colorful. In conclusion I can say that this book is worth reading not once."
189,Sam Hamilton,"Although some people may disagree with what I'm about to say, I'll say it anyways. I have to say that The Great Gatsby is a great book to read. I found it amazing and funny for this type of book. The story line was amazing and keep to the story not wondering off. I would recommend this book for others to read. Not just because the ending was crazy but because it was a good story. The story is about a guy name Gatsby. But the story is seen though the eyes of Nick. A friend and lives by Gatsby. So the rest of the story is for you to find out. Trust me when I say this is a good and amazing book to read. "
190,Eugenia (Genie In A Book),"
 
Now that, my dear friends - is a piece of quality writing.
*MINI REVIEW:*This book left me speechless - the writing style, the characters and the overall cohesiveness of the storyline was amazing and well thought-outWe are told of the events occurring in Jay Gatsby's life from the perspective of one of his close friends Nick Carraway. I found this quite an interesting approach and perspective which suited the book well. The novel is full of vivid imagery and the language that Fitzgerald uses had me in awe with his ability to pull the reader so deeply into the story. This book did have a tragic end unfortunately, and things do not exactly end on a bright and rosy note. In a way Fitzgerald made everything so cleverly ironic that you come to think that really, everything ended just as it should have.I would definitely recommend this as one of the must-reads and best literary classics of the 20th century!PS. I hope the movie is just as good as the book!"
191,Bec D,"OMG, how can anyone not love this book???!the writing is a-mazing. i can't believe Fitzgerald was 29 when he wrote it. if you are feeling down-and-out read the first few pages and the last couple of pages. you may just find yourself there. such a huge contribution to understanding the human condition, particularly in analysing social class and power, the great american dream and love (he's quite pessimistic about the power of love to have any effect on changing your life; in fact it blinded gatsby - or was that his desire for the dream?). actually, it's quite a pessimistic novel - that was my general feeling - because desire is confused with love. how can we tell the difference? The moral of the story is really: ""be careful for what you wish for because you just might get it.""definitely a book that i will read many times before i die. i sometimes feel anxious when i don't have it near me. :) i never tire from reading those words: ""So we beat on, boats against the current, borne back ceaselessly into the past"" - that's purgatory in a nutshell. "
192,Harsha Priolkar,"This book has me firmly in its thrall! I am very ambivalent towards classic literature in general, but this one is undeniably a gem of story with luminous prose & brilliantly etched characters. Really Fitzgerald's prose must be read to be believed and as I have said elsewhere, savored slowly, like your favorite single malt! Smooth, with a fiery afterglow, it transforms what is essentially a love story into an epic of mesmerizing intensity. Jay Gatsby, Daisy Buchanan and Nick Carraway have already passed into the realm of legend and I finally understand why. Also you have to LOVE a book that reads like an epic but is just 115 pages long!Read my full review here http://crazygoangirlreads.wordpress.c...I know I'll be reading this book many many more times - it's just that kind of book!"
193,Esdaile,"Originally I gave this book just three stars and no review. The reason that I made new review was because I only had a vague memory of the story and a vague memory of the film starring Robert Redford. Recently I moved house and have had the chance to have proper bookshelves erected so that most of my 4000 or so books are now on shelves and in single instead of double rows. ""The Great Gatsby"" reemerged from a dark cellar and I decided to read it again. Some books should be read when one is younger, some when one is older. I think this book belongs to the latter class. I appreciated it very much the second time round. It is a very sad, a lyrical and a subtle book. So much has been said about the ""jazz age"" and Scott Fitzgerald so closely associated with a particular epoch, that I think readers can be dazzled and not see how subtle this tale really is. Above all, it is the sad story of a man and a woman who think they can ""go back"", to relive or rebegin a young love, but you cannot ""go back"" in that sense and you should not try. The narrator is a somewhat colourless character (reminds me of Darley in the Alexandria Quartet or Ryder in Brideshead Revisited) who may I suspect reading the book a second time, be in love with the same woman as Gatsby loves. The book is also a deeply fair book. People are presented as they are but not made worse than they are. Still, the narrator's creation Tom has the last laugh (a hollow one) over the writer who created him. Tom claims at one point, ""Nowadays people begin by sneering at family life and family institutions, and next they'll throw everything overboard and have intermarriage between black and white. Flushed with his impassioned gibberish, he saw himself standing alone on the last barrier of civilization...."" Well, Tom is a monumental hypocrite, having himself a passionate afafir with the mechanic's wife, but if the writer wants to state that the prognosis is gibberish, then it is Fitzgerald who retrospecitively comes out with egg on his face at this point and not Tom! This book is replete with such thought provoking spats, comments and observations. I especially liked the writer's observation that there is no difference between men more profound than that between the sick and the well. ""The Great Gatsby"" reminds me of Shakespeare's Timon of Athensin one important aspect, namely the ingratitude of friends or those who call themselves such. How many friends does a man or woman have who are onyl fair weather firends. Who have excuses on their lips when they have to do something for the people who have been kind or generous to them, who are only friends for what they can get? At the end we realise that Gatsby's best friend was his neighbour, the narrator, whose final and touching gesture for Gatsby is to erase an obscene message that someone has scrawled on Gatsby's delapidated house. "
194,Olivia Star,"The Great Gatsby is by far one of the most amzing books to read. It takes time and patience to read, but it is worth it when you finish it. The style of writing the F. Scott Fitzgerald writes in is stunning, it has a certain way of making you read that makes you want to just keep on reading it. If I had to pick the most interesting character in the book, it would be a tie between Jay Gatsby and Daisy. They are intriguing characters, Gatsby is a man of mystery and Daisy is exactly like her name, a flower. If you are looking for a great piece of classical literature that holds a lot of insight, then I would recommend this book to you. "
195,M.m.f,"Fue hermoso. Literalmente sus palabras me llegaron completamente. Fue hermoso. Seguramente algún día lo vuelva a leer, y otra vez, y otra vez.Perfecto."
196,Mark Massey,"The Great Gatsby by F. Scott Fitzgerald is considered one of the greatest books ever written since America was established. I personally enjoyed this book. This is my first Fitzgerald book, and I understand why my previous English teacher loved his work so much. The narrator, Nick, enjoys writing and does short stories and such, but he is actually invests in stocks. At first Nick writes about Jay Gatsby as he was some larger than life figure. I could feel the passion how Nick wrote about Gatsby. Fitzgerald does a great job of developing Jay Gatsby as a character, while successfully making most of his life a mystery. In fact, Fitzgerald does an excellent job at describing every detail of the book. For the people who like books that are In-media-res, this is not that type of book, Fitzgerald gives a detailed introduction about Nick and his background. The action doesn’t take long as the elaborate party scenes start to commence. Again the description of these parties makes you feel like you are there. The thing that shocked me was how modern these parties seemed to be even though they were in the 1920’s. The book continues on to tell how Gatsby and Nick’s cousin past relationship was like and how they got back together. One of my favorite lines in the book is Nick’s last words to Gatsby, “They’re a rotten crowd’, I shouted across the lawn. ‘You’re worth the whole damn bunch put together.” This is one of the emotional lines that shows hoe Nick really felt. I wrote this review while trying not to give away much of the plot."
197,D. Wayne Moore,"I've been hearing abut The Great Gatsby for a long time. This book is always among the first to be discussed during book club meetings and must be required reading in college. well, let me be the first to say it lived up to all the hype. Fitzgerald adroitly masterfully weaves a story about love, sex, infidelity, and unfulfilled dreams into a timeless epic that'll never be forgotten. Fitzgerald uses first-person POV and with that unleashes a flood gate of suspicion that the story is in fact an autobiography. However, Fitzgerald must've been suffering from split personality because it is clear to anyone who has read about his life that, not only is the narrator a mirror of Fitzgerald's life, Gatsby himself is also. It is a fascinating read and i highly recommend it to any writer who wishes to see how the masters did it. "
198,Corinne,I was initially assigned this book my sophomore year of high school. I read the first three chapters then read the SparkNotes for the rest. I thought it was boring. I went back and read it a little over a year ago and fell in love with it. I have since read it two more times. I love the depiction of the 20s and just the general feel of the book. 
199,Beth Anne,"i've read this book probably 10 times over the course of my life...and with the movie coming out, i decided i'd reread it again just to re-acquaint myself.then i found the audiobook was on sale for $5 and that jake gyllenhall narrated it, so i purchased it.i love this book. had given it 5 stars the first time i read it in high school...and would give it 5 stars every time thereafter. listening to gyllenhall read it was a pleasure. i actually wish that he was playing Nick in the film, after hearing this narration... but i'm sure Toby Maguire does a fine job.nothing much to say about a book that is already listed as one of the great american novels ever written...i agree. and will truly always love gatsby."
200,Ess A,"Essence AsamoahD Block 1/21/2014The Great Gatsby ReviewThe Great Gatsby is a well known novel that tells the tale of five young and wealthy characters living in New York in 1922. Jay Gatsby, a mysterious but very wealthy man lives right across the bay from his true love; Daisy Buchanan, a girl that is already married. The story is told in the role of Nick Carraway, a young graduate from Yale and the cousin of Ms. Daisy Buchanan. Nick soon becomes close to Jordan Baker (Daisy's best friend) who tells him about the secret love between Jay and Daisy. The book is a fantastic thriller that brings you into the true life of Jay Gatsby and how far one man will go for love. This book is a must-read! It really makes you feel like a young character from in 1920's. Gatsby is one of the most amazing characters that I have ever read about. His role in the novel challenges Daisy and makes her question what real love is. There is so much about this book to like! It really makes you think about what love is to some people, and how wealth and popularity can seriously control the relationships around you."
201,Desiree Wills Velazco,I understand why its a classic. Beautifully written. I wish Fitzgerald would describe me. i adore his descriptions of people!
202,Jay Gertzman,"I have read a statement to the effect that Fitzgerald “agrees” with Tom Buchannan about the “Nordic Race” –or the “passing of the great race” article that Tom parrots. Not fair! Does Philip Roth agree with the brother of the narrator in _Operation Shylock_, who makes the case that Israel should give no ground to the Arabs because a nation state is the only instrument that gives (has given!) the long-persecuted Jews a chance for spiritual and moral survival?  _Gatesby_ is a modernist epic, although certainly not in the sense that, say, _Ulysses_ is. _Gatesby_ is about the American Dream. The power of its last sentences work only in that context. Fitzgerald surveys the kinds of people who have made that Dream work, for themselves of course. Wolfsheim is overtly shameful; this it is legitimate, and not anti-Semitic, to disparage him no matter how unlike A. Rothstein he may have been. Daisy, whose voice “sounds like money,” is equally so, once you understand how her need for it is principal to her “careless” state of mind. Tom’s power makes him even worse. These are major, “well bred” characters, and, contrasted to Wolfsheim, Jordan the cheating golfer, or Myrtle’s murderous husband, worse criminals, in part because they _are_ so dismissive of a parvenu Jew. I think Fitzgerald is saying that beyond every American fortune is a crime (and that was before our oil-driven wars of occupation!). The Dream is already “behind us.” An epic writer is in fact a visionary."
203,Jessica Madrid,"In The Great Gatsby by F. Scott Fitzgerald the author's message is that one can only live in a fantasy land for so long before it crumbles. We understand this message through event such as Gatsby creating a fake life and throwing elaborate parties for his love to notice him, but she never shows up. An important quote from the book is ""I believe that on the first night I went to Gatsby's house I was one of few people that had actually been invited. People were not invited - they went there"" on page 41. This is important because it shows that Gatsby threw parties for one person who's attention he was after, but everyone but her came. His attempt at throwing parties and living in a fantasy failed when she never shows up. Another important quote is ""But she and Tom had gone away early that afternoon, and taken luggage with them"" on page 164. In the end, when Nick attempts to call Daisy ,she doesn't answer her phone calls and later we find out that she had taken off with another man. In the end Gatsby's attempts at creating a fantasy life failed to impress and eventually crumbled. This book is very interesting to read and easy to be drawn into. Readers are drawn into the fantasies created by Gatsby making for an interesting read, but a let down in the end. At times, this book is addictive and easy to read continuously, which also makes the plot hard to follow. Throughout this book many major parts of the plot can only be understood if you have the ability to read between the lines. Although confusing at times, this book is captivating and an interesting read. This book is worth our time because it reveals through many events that creating a fantasy world to attract the attention of another isn't always beneficial. Even if it works and retrieves their attention, the end may result with all of the lies pouring out and leaving everyone in a bad position."
