,user,review
349,Julio Cesar Nino,"My building blocksThis book has changed the way I treat other human beings , it has build in me better heard of honesty and a desire to be helpful."
350,Matthew Glenn,This book taught me a lot of great concepts about managing people. There are a lot of things that I could use in my career and I hope to apply the concepts when I get more leadership responsibilities.
351,Noha Sherif,must be read from time to time . With a highlighter and try to grab some scrape phrases or let's say principals in a handy tool . wish my world be dealing together according to this directives
352,Yan alvan,"Isi nya sangat bagus, mengajarkan bagaimana membuka percakapan dan pertemanan dgn org baru. Dan mengajarkan bagaimana menjadi seorang pendengar dan teman yg luar biasa."
353,강민 이,Great book.I read this book right after I took classes for persuasion communication.It just helped me understand what I've learned in a easy way.I regret not reading it before hand.I know Dale has been embraced by many people and reading this book I also am one of them now
354,Sukan Sethi,"It's a manual for understanding human behavior.Read it once a year to reinforce the principles of human interaction.You will understand people more, and loved more."
355,Carolina,Um verdadeiro manual de como ser um ser humano e como lidar com as pessoas.
356,Sunil Kumar Dugulam,awesome classical principles that work even after the human race nears extinction....
357,Jeffrey,"This should be required reading in high school, college, grad school, and perhaps used as a refresher every year of one's career."
358,Cameron Smith,One of my most favorite books!
359,Yasir Alruwaili,كتاب رائع ..قراءة واحدة لا تكفيه انصح الجميع بقراءته
360,Vincent Hoei,"An eye-opener, life-changing.."
361,Katarzyna Potocka,Amazing book - just read it!
362,Mashael,Great book for having a great social life.Strongly recommended 
363,Naomi,"actually, I've changed after reading this book!I learned too much and I corrected a lot of bad things was in me!"
364,Vijay,i think this books is so good 
365,Mike Musselman,Great book on communications skills. Well worth then\ read and reread.
366,C. Paschal Eze,"A friend gave me this book to read a number of years ago, and it made a big difference in my life. Check it out."
367,Gavin,"Everyone should read this book. It's purpose is to change the way you see people and conduct yourself in a proper business fashion. Thus, creating a successful transaction, if you will, where ever you go. I read it while working in sales because my manager suggested it. And once I started seeing all my errors and how to improve myself with random people, my sales skyrocketed. Everyone really should really read this book. "
368,Candace Smith,"This is another of my continuous reader books. This is my first time through, but I've decided that it's going to be reviewed often until the principles it teaches are habits in my character. This has got to be one of the best leadership book ever written. I highly recommend to anyone seeking to improve their relationships in any part of their life."
369,Shannez Vancauwenbergh,"Very amazing personal development book! Dale Carnegie teaches you how to interview, how to listen to people and how to connect with them. A must read."
370,Ahmad Moshrif,كتاب بسيط في محتواه عميق في تأثيره، من الكتب التي يجب على الإنسان أن يقرأها في حياته.جميل جداً
371,Sarah,This just became one of my favorite books of all time.
372,Marissa Noe,I'm still reading this book... I'll let you know when i'm done although so far i REALLY REALLY like it!
373,Dave Baird,I think this is one of the best treatises on human courtesy. 
374,Danish Adenwala,"i think it is a small book packed with loads of wisdom.the book certainly guides you in dealing effectively with people and achieving your objectives, but with a good intention.the teaching of this book is good and it certainly has been a result of life long study and experience.must read this book."
375,Eryc,A classic that took me forever to finally get to. Glad I did. I love the fact that so much that Carnegie intuited was later validated by research. Timeless stuff. 
376,Gabriel Castellanos,Best relaionship book a must read classic. 
377,Amberjoynelson,"This is one I will have to reread many times more. Although the information is very common sensical, it is easy to forget to put it into practice daily. A very pleasant and quick read!"
378,Carlos Rodarte,"I can't believe it took me this long to pick up this book. The book is laid out in a very easy to read manner, and can easily be digested. I am adhering to the recommendation at the onset of the book, and revisit it time and again for a refresher. "
379,Renato Diniz,"This book is just amazing! A MUST for every human being.It is outstanding how much we do not know about how to deal with people!""How to win friends and influence people"" is a complete guide to human interaction. It taught me how to understand others and extract the best of each person.It is not just how to make friends, it is about how to be a better human, what then leads to make friends and influence people."
380,Keith Lawrence,An excellent foundation in human relations and communications. I've lost count of the times I've read it (I try to read it every year) but still I learn from it... It couldn't recommend it more highly!
381,Zach Merk,"How to Win Friends & Influence People by Dale Carnagie is one the original books on leadership. I am glad I chose to read this book, which was recommended to me by a friend. I borrowed his copy, and after I finished reading the book, I ended up buying my own copy to have. This book teaches you fundamental techniques in handling people, six ways to make people like you, how to win people to your way of thinking, and how to be a leader. A lot of the ideas in this book are common sense, but this book gives you good ways of implementing these skills in your everyday. It has many great stories in it to help you remember what these skills are too! This is a very easy read, and I had difficulty putting it down at times. Dale Carnagie's book has already impacted my life and my relationships; I cant believe its not a required read for everyone in high school. Read this book!!"
382,Umesh Halappa,"Read on recommendation by an office colleague. This book has been quite useful.Definitely recommend this book to someone like me, who is socially less able."
383,Yolanda,"Some books that have profoundly affected my life, and how I deal with family, acquaintances and friends include:How to Really Love Your ChildBetween Parent and ChildThe Proper Care and Feeding of HusbandsThe Road Less TraveledThe ScripturesAND.... Ta Da!!! How to Win Friends and Influence People by Dale Carnegie. This was the first ever book written about human relations and it is still the best. I read it Many Years Ago and had almost forgotten about it until I happened upon it at the library a few days ago. I have re-read it and it was definitely worth the time.Now I know where I learned a lot of what I know. Thank you, Mr. Carnegie."
384,Khaled AlFaleh,من الكتب القيمة يساعد الانسان على اجادة فن التعامل مع الناس ويبين الايجابيات والسلبيات في التعامل ويساعد على اكتساب الناس من خلال التعامل وهذ مايختاجة كل انسان في الحياة انصح بقراءة الكتاب 
385,Philip,Amazing book with an excellent message. I am implementing some of these in my day to day interaction with others.
386,Chiara Cokieng,"It's the cheesiest title ever. But seriously, everyone should read this book. Getting into each advice, my head goes, ""But I can't do that because..."" and then the chapter goes on to tell stories and reasons that show how wrong my (and popular!) thinking is. This book taught, convinced, and changed me into not being a smart ass who has to be right all the time. Seriously, what are you waiting for? Read this book."
387,Krishna,"A must read book. It will guide you in realizing how what you say can affect others. Pleasant read, definitely checkout the audio book."
388,Erin Taylor,This book really helped me especially when disciplining and teaching my child and how to get her to want to do what I want her to do. It also helped me in the work place on how to influence others to my way of thinking.
389,James,"This is a book that I avoided for most of my life, only reading it near the end of my working career. It is something that would have helped me in every area of my life and is helping me in many ways when I remember to apply the lessons."
390,Blakefam,A must read for young adults
391,Nephi,Great information on how to treat others for your own benefit.
392,Kenny Lee,A definite book on handling people. highly recommended to anyone anytime whether they're looking to improve their relationship with people or already a good communicator. you can definitely benefit from this. 
393,عقيل,كتاب رائع لديل كارنيجي انصح اي شخص بقراءته وخاصة في بداية الشباب فسيغير نظرتك للأمور وطريقة تعاملك مع الناس. تمنيت لو تسنى لي قراءته قبل سنوات من الان
394,Zameel,Dale's 10 years of research has contributed a lot to us....there has never been a similar book ever published....
395,Michael Steinsdoerfer,"This is a fantastic book for a person who finds themselves in a leadership position but feels ill-equipped and undertrained in it. The book is broken up into small segments so you can read it at your own pace and put the suggestions into practice immediately. You will want to keep this book close after completing as a resource of basic ""how-to's"" in everyday leadership situations. "
396,Tim Dierckxsens,"Simply timeless. We all know these rules yet fail to apply them. This book is filled with stories to give you context of how different responses give different outcomes. Keeping these stories in mind will help you become aware of how you are responding to situations or events around you. You will learn to pause, reflect and create a better solution."
397,Art,"Absolutely smashing read on human relations. I cannot think of a single person who wouldn't benefit from this timeless classic. A lot of the time-tested advice offered in the book is not ""new"" per-say, but it is rather compelling and the bevy of real life examples make it easy to apply the principles. Strongly recommend it! "
398,Prateek,One of the best self-help books you can ever read. Consists of timeless wisdom & tips that will stay with you forever and make you a better person.
399,Michele,This book helped me tremendously both in my professional and personal lives.
400,Cherry Coley,"First let me say that this book and the wisdom and insight it provides will never outlive it's usefulness. The book its self is a good reminder of respecting your fellow man, and that just because you're right or disagree, doesn't mean you should stand and demand recognition and belittle someone just because you can. The art of influence needs to be re-cultivated in our current society where people believe it's okay to beat someone down with their own opinion just because it is different than their own. Beating someone down and forcing them to agree is not influencing them, it is bullying them. This is not a good way to live, not a good way to do things and whether in business or in personal life, the toll on the relationship will eventually become evident. Dale Carnegie was a master at getting people to step back, be humble and patient enough to listen, to find out what the other persons needs or concerns were, learning how to address them and put the other person at ease and THEN moving forward. It is a lesson that needs to be carried forward and reinforced. I have this book in book form and on Audible. I listen to it once in awhile as a refresher and reminder. If you have not read or listened to this book, it is well worth the effort. This is not time that will be wasted. "
401,Lloyd Bilal,very good book if you are having problems getting along with people
402,Lyg,A guide for life. A reread at intervals until I have ingrained these ideas is in order.
403,Luu Khue,"Read this long time ago in Vnese version. I was really interested in the book and it gave me quite good thoughts for my life. I thought it was written by some vnese guy at the time. Then when got back to the interest of reading self-helped books few months ago. Found this version in english and read it till the end. Though I have read this book before, but it's still give strong impact as a reminder for what I choose to live.Great book from my view!"
404,Nickole,Great info. I think I will read it every 5 years. Everyone should! 
405,Steven,"I read this once a year. This book has taught me how to work with people, who make every decision that affects you. This should be taught in school as its lessons have led to much success in life, business and relationships."
406,Shashi bhushan,not a single book can be written on personality development wdout this one the tragic of this book is that it is written by one of d greatest failures of his life . who had never succeeded in his life .
407,Prince,THIS IS A GREAT BOOK FOR ME.....
408,Warren,This book was a great read for someone as introverted as I am. It gave me a better understanding of social interactions and motives. Would recommend to anyone struggling to understand the way people think.
409,Erica Oglevie,I was pleasantly surprised by this book. Originally I judged these principles to be manipulative. But as I listened to the book I came to realize that many of the shortcomings in business and friend relationships are due to the exploitation of others toward self interest. I didn't find these principles to be manipulative at all. In fact I found this to be a great tool box. This book helps me have the tools to express consideration and compassion towards others; this is a skill I seriously lack although I feel it inside I'm unable to express it adequately.
410,Cullen McGowan,This book can make you a better person if taken seriously.
411,Garrett,"The title of this book is decieving: How to Win Friends and Influence People. Generally, we don't win friends. We earn them over time through our actions. Conversely, we all need to be able to influence people in positive ways. Each section introduces a principle, for example: ""The only way to get the best of an argument is to avoid it."" Then, it expounds upon the principle with recountings of situations in which the principle applies. The book provides examples of people who taught these very principles. In one section, Carnegie sites Jesus when he said, ""Agree quickly with your adversary."" This book is about successfully managing our human relationships. It collects a lot of ideas and teaches them all at once. It is a book that contains a lot of common sense; yet, we all struggle with our personal and professional relationships.If you dedicate your yourself to practicing one principle a week, you will be a better person every week of the year. HIGHLY RECOMMENDED"
412,Anugrah Nagaich,"Simply the best book out in the market for improving your interpersonal skills. First published in the 1930's, this book is continuing being recommended & preferred even after 70+ years thus reflecting its excellence. The best part is that unlike other management or self-grooming/improvement books, the author's language here is so much casual, ascertaining with examples where-ever possible,that it gradually becomes a fun to read & making it easier to comprehend the real essence.Surely a must read at least once. I would *strongly* recommend it."
413,Nippon,"E'l'unica guida che insegna a saper parlare instaurando ottime relazioni interpersonali. La retorica è un'arte affascinante. E' il primo libro che leggo dove ci sono le ""istruzioni per l'uso"". Non saprei dire se il suo metodo funzioni: certo sarà servito a molti, però è molto sottile, difficile, richiede astuzia, ritmo (saper aspettare i tempi) ed esercizio. Ho preso tantissimi appunti. Dai consigli che elargisce, l'uomo sembra essere un essere spregevole, concentrato solo su di sé. (principio 3: ricordatevi che per una persona il suo nome è il suono più dolce e più importante in qualsiasi lingua) Ma si può essere così egocentrici? Si, si può. Anch'io la penso come Dale.Molte sue lezioni già le conoscevo, come i primi capitoli del libro, però leggendolo ho potuto approfondire con nuovi concetti e soprattutto conoscere meglio personaggi come Lincoln, Al Capone, Rockfeller, Crowley ""2 guns"", T. Roosevelt. Questo libro è come un manuale per risolvere i problemi di tutti i giorni. Permette di trasformare qualunque lettore e di prestare più attenzione al proprio comportamento. E' interessante coinvolgente : basta relazionare gli errori commessi alle pagine lette."
414,Shanna,"This book is amazing! Don't be fooled that it was originally written in the 1930s, the principles in it are still true today...we humans don't change THAT much. LOVED IT!"
415,Vinay Hy,Already lots & lots of reviews followed by praise have been showering to Dale Carnegie and I am very proud to say that I am among those many. Its in the best interest of everyone that I reveal nearly nothing about this book because it is highly recommended by me that you go thro' this personal experience of reading this book all by yourself :) !So buy this NOW & Change your life ..★ ★ ★ ★ ★ ★ ★ ★ ★ ★ ★ ★ ★ ★ '[Carnegie] changed my life' - Warren Buffett.★ ★ ★ ★ ★ ★ ★ ★ ★ ★ ★ ★ ★ ★Need I say anything ;) ?
416,Youngju,Timeless advice. teaches you how to deal with other people. 
417,Lee,Everyone should read it twice.
418,Debica,"This book is on the top of my list. A life changing book that everyone should read. 'I'm not teaching a bag of tricks. End of the day, none of this would work if there are no sincerity and empathy' The honesty put down by Dale Carnegie got me hooked in this book till the finishing. I strongly recommend this book for everyone."
419,Kristal,"I am wanting to work from home selling handmade crafts, but I still felt like I need to learn my business and for that reason, I have tried to find a few books that might help me. And I feel like this one not only helped me learn some good business etiquette but also how to (hopefully) be a better person. There are no earth-shattering secrets listed yet the techniques are simple things that many people overlook in their daily lives and could benefit from applying them and opening up many more doors. This is definitely one of those books that would benefit from multiple readings as there are many areas that are touched on and can be applied as needed. "
420,Zocurtis,"A must read for anyone. This book is packed with simple, day-to-day principles that serve to help people get along, simply put. It is probably one of the first books anyone should read."
421,Max Bush,"This book is a manuel to effectively win people over. Definitely something I'll reread through my lifetime. Biggest highlight for me was learning techniques on how to remember names. I was terrible and decided to change it, thanks to that chapter. "
422,Gunar Gessner,"Recommended to everyone. I wanted to read this book over again and again. Dale Carnegie shows you how simple it can be to have empathy, but how powerful it is as a way of better communicating with people and achieving positive outcomes for both sides. This should be a must-read at schools."
423,John Schneider,"""I've not written a book of tricks but a new way of life."" Dale CarnegieOne might think from the title of this book that Dale Carnegie has written a ""how to"" book on manipulation. Nothing could be further from the truth. To quote an Eastern proverb, ""If you wish to change the world, you must first change yourself."" In ""How to Win Friends and Influence People,"" Carnegie presents techniques on how to act like a decent individual. He contends that if you act like a decent person to other people, then you will in turn be treated much better by other people. Reading this book will reveal how often we all fail at acting decently and gently. If you want to live a better life, then read this book and put its lessons into practice. Although I can't claim to practice this book perfectly, what I have put into practice certainly have helped me."
424,Joe Roche,This book is must-read for anyone in business. 
425,Chris,More important to humankind than the bible!
426,Courtney Stout,"Fantastic read. I loved this! Such great tips for interacting with your friends, co-workers, and strangers! "
427,Bob Schenck,"One of my Dad's books. I read it many, many years ago."
428,Keith,I have read this book 3 times this year and I learn something new each time!!!
429,Kirsten,"A classic! Worth rereading, especially when facing a change in life - new job, new school, new neighborhood, new church, new friends."
430,Patrik Hallberg,"You might Think it's common sense, you might Think it's an easy read, you might even Think it's easy to live by...For me it's the second time I read it. I read it once when working at Intentia, but it was this time it made an impact it was this time I realized that I must read this book every year and try to live by it for the rest of my Life...it might be easy to read in a couple of hours but to live by it that's the challenge! I really, really loved this book."
431,David Thompson,Very practical and best I've read in this areaDale Carnegie has written a fantastic Tomb of knowledge here. For anyone looking to improve there soft skills I highly recommend it. The examples were fantastic and really hit home to moments in my life which made it a highly impact full book for me. Great book a must have.
432,Sevo,"Great book, I already know I will read it again and again."
433,Marc J. Dubois,"One Life changing book. Must read if you are into personal development & growth. You can apply what you learn in this book in your social life, work life, love life and so on. Dale Carnegie is easy to read and gives great lessons about human beings and relationships dynamics. He illustrates his ideas with numerous examples from great leaders, thinkers and also persons like you and I. The author has this ability to get close to his reader and accompanying him in his quest to self-realization."
434,Chrisanne,"At first glance this may look like a how-to be manipulative manual but it's not. It's a how to be that person you always wanted to be. The person who enjoys socializing, who isn't afraid of people and who is at home in any situation. Genuine people do these things-- sometimes unknowingly. Sure, some people may abuse them, but if you're really doing it the right way then the focus becomes all about the other person. Love It! "
435,Amy Ambarani,to all people who still needs others to live... READS THIS BOOKS !!!
436,Chittu Desai Reddy,Literally saying this is one of the book that changed my life....
437,Ahmed Essam,افضل كتاب قراءته فى حياتي لقد غير حياتي فعلا
438,Madison,"This was an excellent read. Very informative and entertaining, I recommend it to everyone who wants to know more about handling people."
439,Songguy,"I wish this book was named something else - like ""How to treat people respectfully"" or something else that doesn't make you feel like you need friends or actually want to influence people. It's just a really good handbook about how to be a nice person."
440,Rich Perrotti,"I have read this book at least once every year since the late 80's. It's been in print for 77 years and the info is just as (if not more) valuable as the day it was written. The better we get in working well with one another, the better the world will be. "
441,Faye Oney,"This book was originally written in the 1930s, but it is still relevant today. The author explains how to use psychology and good manners to get people to do what you want. The principles in this book can apply to your personal as well as professional life. The underlying message is essentially the Golden Rule: Treat others as you would want to be treated. I highly recommend this book, and I'm sorry I haven't read it before now. An excellent read for salespeople."
442,Jessica Cox,"Amazing. Wish I'd read this book in high school!Instrumental in learning to communicate well with other human beings :).Great stories and illustrations throughout, and a humble perspective of how to understand other people.Will have to re-read to absorb thoroughly. In the meantime, I apologize for my learning curve. :)"
443,Paige Gordon,"This book is amazing! Mr Carnegie lays out clearly and concisely some steps you can take to become a more likable, friendly person and a more effective leader of those around you. I will admit that I was a little hesitant to read it at first, foolishly think ""I don't need to be taught how to make friends!"" but I had no idea what I was missing! This book is wonderful and will be re-read many, many times from now on. If you haven't read it yet, go buy it and read it today. If you have read it, go pick it up again and re-read it today. You won't be disappointed! "
444,Ximena,Amazing and helpful!
445,Ezra Crangle,One of my favorite's ever!
446,Vivian Adram,Loved this and am going to make it a point to reread at least 4x a year!
447,Jacque,A classic -- the foundation for many of the success books written today. Groundbreaking for it's time. I first read it decades ago. Worth re-reading.
448,Troy Kuhn,This book is one of the best I have ever read. A true classis and a must for anyone that deals with people or wants to improve their people relationship skills.
449,Linda Newman,"Should be required reading and used as a learning text for everyone, starting in childhood. Not everyone learns the ""rules"" of getting along in life."
450,Marius,Gera knyga. Pasakojanti kaip patikti zmonems :)
451,Eva Isso,193 صفحةمحتويات الكتاب :- ست طرق لجعل الناس تحبك- أجذب الناس إلى طريقة تفكيرك - طرق للسيطرة على الناس دون إساءة أو استبداد - سبع قواعد لجعل حياتك الزوجية سعيدة( كتاب رائع من أروع الكتب في التنمية البشرية ، سلسل وبسيط وفيه كم من خبرات وتجارب العظماء في التاريخ والرؤساء )
452,Duane Leon,A book the will stand the test of time. I have read this book several times just to tune me up. A great book your young adults starting out in a new career. 
453,Kristy,"This book should be handed out to EVERYONE. It may seem intuitive, but these days there are alot of people that lack good manners and people skills."
454,Bill Gelwick,Read this several years ago. Thinking its' time to run through it again.
455,Casey Toney,A must have for any entreneuper.......seriously..........this is the one!!!!!
456,وجدان عبدالعزيز,كتاب فريد يقدم خطوات عملية لكسب قلوب الآخرين والتأثير فيهم مع قدر كبير من مراعاة مشاعرهم
457,Krista,i love this book. another one i go back to for a refresher
458,Aaron,Timeless principles meant to move those who have read it to a lifestyle change that will affect performance not only in business but in all aspects of life
459,Zbyszek Sokolowski,"Zdecydowanie warta przeczytania, mądra, pokazująca jak mądrze radzić sobie z ludźmi. Gdyby ludzie znali i stosowali mądrość w niej zawartą Świat byłby lepszy.Cytaty:Otóż nawet w zawodzie inżyniera, tak wydawałoby się, specjalistycznym, sukces finansowy zaledwie w 15% wynika bezpośrednio z umiejętności fachowych; pozostałe 85% zależy od „inżynierii dusz” – osobowości i zdolności przywódczych.„W porównaniu z tym, czym powinniśmy być – powiedział kiedyś słynny profesor William James z Harvardu – w stosunku do naszych możliwości jesteśmy jedynie na poły rozbudzeni. Czynimy użytek jedynie z niewielkiej części naszych psychicznych i fizycznych potencjałów. Mówiąc inaczej, człowiek żyje w ciasnych, wyznaczonych przez siebie samego granicach. A przecież posiada najróżniejsze możliwości, których nie wykorzystuje na skutek złych nawyków.” Możliwości, których „nie wykorzystujemy na skutek złych nawyków”. Jedynym celem tej książki jest pomóc czytelnikowi w odkryciu, rozwinięciu i wykorzystaniu z zyskiem tych drzemiących w nas, ukrytych sił.Krytykowanie jest bez sensu, ponieważ zmusza do obrony i zwykle powoduje, że zaczynamy się usprawiedliwiać. Jest niebezpieczne, gdyż rani naszą dumę, poczucie wartości i budzi niechęć.Jest tylko jeden sposób pod słońcem, aby sprawić, by ktoś coś zrobił. Czy kiedykolwiek zadałeś sobie trud, żeby się nad tym zastanowić? Tak, tylko jeden sposób. Trzeba sprawić, aby ten ktoś chciał to zrobić. Pamiętaj: nie ma żadnego innego sposobu.W kontaktach z ludźmi musimy pamiętać, że nie są to istoty kierujące się logiką. Mamy do czynienia z istotami powodowanymi emocjami, pełnymi uprzedzeń i dumy wynikającej z próżności.Krytykować, potępiać i narzekać potrafi każdy głupiec – i większość głupców to robi. Ale aby zrozumieć i darować, potrzeba charakteru i samokontroli. „Wielki człowiek pokazuje swoją wielkość przez sposób, w jaki traktuje maluczkich” – powiedział Carlyle.„Uważam, że najcenniejszą rzeczą, jaką posiadam, jest umiejętność rozbudzania w ludziach entuzjazmu – powiedział Schwab – a jedyny sposób, w jaki można nakłonić człowieka do ujawnienia tego, co w nim najlepsze, to uznanie i zachęta. Nic tak nie niszczy ambicji w ludziach jak krytyka zwierzchników. Nigdy nie krytykuję nikogo. Wierzę w dawanie ludziom bodźców do pracy.Kilka lat temu przeprowadzono wywiady z żonami, które opuściły mężów. Jak sądzisz, co było główną przyczyną ich odejścia? Brak uznania. I założyłbym się, że podobne badania wśród mężczyzn, którzy odeszli od żon, przyniosłyby te same wyniki. Często jesteśmy tak pewni lojalności swoich współmałżonków, że nie przychodzi nam do głowy powiedzieć im, jak bardzo ich cenimy.To bardzo dobra rada i chcę ją powtórzyć: jeśli jest w ogóle jakiś sekret sukcesu, leży on w umiejętności przyjęcia punktu widzenia innych i patrzeniu na rzeczy zarówno z pozycji rozmówcy, jak i własnej.Tysiące zmęczonych, źle zarabiających i zniechęconych akwizytorów zdziera dziś zelówki na ulicach naszych miast. Dlaczego? Ponieważ zawsze myślą tylko o tym, do czego sami dążą. Nie zdają sobie sprawy z faktu, że ani ty, ani ja nie chcemy niczego kupować.Gdybyśmy chcieli, po prostu poszlibyśmy do sklepu. Jednak i ty, i ja jesteśmy zawsze zainteresowani rozwiązaniem naszych problemów. I jeśli akwizytorzy wykażą, że ich towary lub usługi pomogą nam je rozwiązać, nie będą musieli nas namawiać do kupna. Sami kupimy. A klienci lubią czuć, że sami kupują jakiś towar, a nie że towar jest im sprzedawany.Nawet chorobliwi pieniacze często miękną i dają się uspokoić, gdy mają przed sobą cierpliwego i współczującego słuchacza, który nie protestuje, kiedy władczym głosem wyrażają oburzenie i wypluwają z siebie jad.„Są tak przejęci tym, co mają za chwilę powiedzieć sami, że nie trzymają uszu «otwartych»… Wiele ważnych osobistości mówiło mi, że wolą dobrych słuchaczy od dobrych mówców, ale umiejętność słuchanie wydaje się rzadsza od wszystkich innych.”Małe zdanka, takie jak „przepraszam, że sprawiam kłopot”, „czy zechciałby pan…”, „czy mogę prosić…”, „czy miałby pan coś przeciw.” i wreszcie „dziękuję”, a więc te drobne uprzejmości naoliwiają tryby monotonnej maszyny codziennego życia. I przy okazji stanowią znak rozpoznawczy dobrze wychowanych.W dziewięciu przypadkach na dziesięć spór kończy się tym, że każda ze stron przekonana jest bardziej niż kiedykolwiek o własnej racji.Kłótnia jest zawsze twoją przegraną. Dlaczego? Ponieważ jeśli przegrasz, to przegrałeś, a jeśli wygrasz, to i tak przegrałeś. Przypuśćmy, że zatriumfujesz nad innym człowiekiem, obracając w gruzy wszystkie jego argumenty. Udowodnisz mu, że jest non compos mentis. I co wtedy? Ту poczujesz się świetnie. A twój rozmówca? Pokażesz mu jego niższość, zranisz jego dumę i spowodujesz, że obrazi się za twoje zwycięstwoPohamuj swój temperament. Pamiętaj, że klasę człowieka można mierzyć tym, co wyprowadza go z równowagi. Najpierw słuchaj. Daj oponentowi szansę wygadania się. Pozwól mu skończyć. Nie przerywaj i nie protestuj. To tylko wznosi bariery. Próbuj budować mosty porozumienia. Nie stawiaj kolejnych przeszkód na drodze do niego.Obiecaj oponentowi, że przemyślisz jego pogląd i dokładnie go przeanalizujesz. I faktycznie to zrób. Twój rozmówca może przecież mieć rację. Jest o wiele łatwiej zgodzić się na ponowne przemyślenie argumentów rozmówcy niż gwałtownie przeć do przodu i doprowadzić do sytuacji, w której będziesz musiał usłyszeć: „Próbowałem przecież ci to powiedzieć, ale nie słuchałeś.”Czasem zmieniamy zdanie sami z siebie bez żadnego nacisku. Jednak jeśli ktoś mówi nam, że nie mamy racji, powoduje, że nasze serca stają się twarde. Jesteśmy nieprawdopodobnie wręcz niedbali w kształtowaniu naszych przekonań, ale w momencie, kiedy ktokolwiek chce nam je zabrać, natychmiast wypełnia nas niezłomna wiara w ich słuszność. Oczywiście, to nie przekonania są nam tak drogie, lecz nasza duma własna, która jest przez to zagrożona… Mały zaimek „mój” jest słowem najważniejszym dla każdego człowieka i właściwe zrozumienie tego faktu stanowi klucz do mądrości. Ma tę samą siłę bez względu na to, czy jest to „mój” obiad, „mój” pies, „mój” dom, „mój” ojciec, „mój” kraj czy „mój” Bóg. Odrzucamy z urazą nie tylko zarzuty, że nasz zegarek źle chodzi albo nasz samochód jest kiepski, ale również możliwość, że nasze wyobrażenia o kanałach na Marsie, sposobie wymowy słowa Epiktet, wartości medycznej salicyny czy panowaniu Sargona Pierwszego mogą zostać podważone. Lubimy wierzyć we wszystko to, co przyjęliśmy raz za prawdę, i podważenie któregokolwiek z naszych przekonań powoduje, że za wszelką cenę szukać będziemy wytłumaczenia, dlaczego je żywimy. Waśnie dlatego nasze tak zwane rozumowanie sprowadza się do wynajdowania argumentów, które pozwolą nam wierzyć dalej w to, w co już wierzymy.Jeśli się mylimy, możemy to przyznać sami przed sobą. A jeśli postępują z nami delikatnie i taktownie, przyznamy się do tego przed innymi, a nawet będziemy dumni z naszej szczerości i otwartości. Ale nie wtedy, gdy ktoś próbuje wepchnąć nam nasze niestrawne słowa z powrotem do gardła.Jestem przekonana, że nie osiągnie się nic dobrego, a można tylko wyrządzić wiele szkód mówiąc komuś wprost, że nie ma racji. Jedyna satysfakcja to odarcie rozmówcy z poczucia godności; z siebie czynimy wówczas nie chcianego rozmówcę.”Odwaga przyznania się do własnych błędów przynosi wiele satysfakcji. Nie tylko pozbawia poczucia winy, ale często pozwala rozwiązać problem spowodowany tymi błędami.Każdy głupiec potrafi podjąć próbę obrony swoich własnych błędów – i większość głupców to robi. Ale przyznanie się do nich daje poczucie wyższości i szlachetności, poczucie, że jest się lepszym.Krytyka podcina nam skrzydła. Nasze możliwości rozkwitają na skutek zachęty. O tym nie wolno zapomnieć dobremu przywódcy. ZASADA SZÓSTA Pochwal najmniejsze nawet osiągnięcie.Krótko mówiąc, jeśli chcesz wpłynąć na coś w postępowaniu danej osoby, zachowuj się tak, jakby już posiadał pożądaną cechę.Wystaw im dobrą opinię, na którą mogliby zapracować, a uczynią olbrzymi wysiłek, aby cię nie zawieść."
460,Quasi Evul,This book will change your life.85% people 15% skillsOne of those books for life. Read and read again over the years.
461,Shawn,A classic that is well worth reading.
462,Paul Simkins jr,Actually recently re-read this book. Tremendous insights that you will hear in different forms from different people today. Pay attention and apply what you read and see what a difference it will make in your life.
463,Gillianne,A must read and re-read for anyone who lives/ works/ plays with people.
464,Mingyi,Worth reading over and over again. New learning every time. 
465,Dorsaf,"This book is worth reading.Here some quotations from it:"" Don't complain about the snow on your neighbor's roof, when your own doorstep is unclean""""A great man shows his greatness by the way he treats little men""""Don't be afraid of enemies who attack you.Be afraid of the friends who flatter you""""Every man I meet is my superior in some way.In that, I learn of him.""""People who can put themselves in the place of other people, who can understand the workings of their minds, need never worry about what the future has in store for them"""" One wears on one's face is far more important than the clothes one wears on one's back""""Actions speak louder than words"""
466,Elena,"As much as we thirst for approval,we dread condemnation."
467,Doug Perry,Dale Carnegie's best. No one does a better job of teaching you how to put others' interest and needs before your own.
468,Herson Alexandrino,Best book I ever read!
469,Rob Wilder,"If you are in the capacity of managing people or you would like to drastically improve the way you communicate and work with people, then this is your bible! It is one of those books that qualify to be on the short list of ""life changing"""
470,Brandon Baggett,"Great little bits of information for you scattered through out this book. Not just on ""how to win friends"" but on history and how people think as a whole. "
471,Aziza Khan,"A lot of people have talked about it, thought u might just read it my self, I think it's better what they all said about it. It's more about self improvements "
472,Daryl King,Read this book back in mid 1980's and loved it. Would rank it as one of the top 10 books a person should have in their library. 
473,Rahul Sinha,"This one might seem like a no brainer, due to its status as a classic. Aptly named, this book discusses how to “express ideas, to assume leadership, and to arouse enthusiasm among people.”"
474,Rhyando,Carnegie teach us not to win friends but to be a good sincere person and friends will be win without we realize it.
475,Marcello Scacchetti,Old but still actual principle on how to handle relation with people.
