Commodity_Description,Country_Code,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_Description,Value
"Oil, Rapeseed",US,2011,2015,4,57,Imports,(1000 MT),1492
"Oil, Rapeseed",US,2011,2015,4,140,Industrial Dom. Cons.,(1000 MT),437
"Oil, Rapeseed",US,2011,2015,4,28,Production,(1000 MT),499
"Oil, Soybean",US,1990,2014,4,125,Domestic Consumption,(1000 MT),5506
"Oil, Soybean",US,1990,2014,4,88,Exports,(1000 MT),366
"Oil, Soybean",US,1990,2014,4,57,Imports,(1000 MT),8
"Oil, Soybean",US,1990,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Soybean",US,1990,2014,4,28,Production,(1000 MT),6082
"Oil, Soybean",US,1991,2014,4,125,Domestic Consumption,(1000 MT),5555
"Oil, Soybean",US,1991,2014,4,88,Exports,(1000 MT),746
"Oil, Soybean",US,1991,2014,4,57,Imports,(1000 MT),0
"Oil, Soybean",US,1991,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Soybean",US,1991,2014,4,28,Production,(1000 MT),6507
"Oil, Soybean",US,1992,2014,4,125,Domestic Consumption,(1000 MT),5903
"Oil, Soybean",US,1992,2014,4,88,Exports,(1000 MT),663
"Oil, Soybean",US,1992,2014,4,57,Imports,(1000 MT),5
"Oil, Soybean",US,1992,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Soybean",US,1992,2014,4,28,Production,(1000 MT),6250
"Oil, Soybean",US,1993,2014,4,125,Domestic Consumption,(1000 MT),5869
"Oil, Soybean",US,1993,2014,4,88,Exports,(1000 MT),695
"Oil, Soybean",US,1993,2014,4,57,Imports,(1000 MT),31
"Oil, Soybean",US,1993,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Soybean",US,1993,2014,4,28,Production,(1000 MT),6328
"Oil, Soybean",US,1994,2014,4,125,Domestic Consumption,(1000 MT),5857
"Oil, Soybean",US,1994,2014,4,88,Exports,(1000 MT),1217
"Oil, Soybean",US,1994,2014,4,57,Imports,(1000 MT),8
"Oil, Soybean",US,1994,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Soybean",US,1994,2014,4,28,Production,(1000 MT),7082
"Oil, Soybean",US,1995,2014,4,125,Domestic Consumption,(1000 MT),6108
"Oil, Soybean",US,1995,2014,4,88,Exports,(1000 MT),450
"Oil, Soybean",US,1995,2014,4,57,Imports,(1000 MT),43
"Oil, Soybean",US,1995,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Soybean",US,1995,2014,4,28,Production,(1000 MT),6913
"Oil, Soybean",US,1996,2014,4,125,Domestic Consumption,(1000 MT),6471
"Oil, Soybean",US,1996,2014,4,88,Exports,(1000 MT),922
"Oil, Soybean",US,1996,2014,4,57,Imports,(1000 MT),24
"Oil, Soybean",US,1996,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Soybean",US,1996,2014,4,28,Production,(1000 MT),7145
"Oil, Soybean",US,1997,2014,4,125,Domestic Consumption,(1000 MT),6922
"Oil, Soybean",US,1997,2014,4,88,Exports,(1000 MT),1397
"Oil, Soybean",US,1997,2014,4,57,Imports,(1000 MT),27
"Oil, Soybean",US,1997,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Soybean",US,1997,2014,4,28,Production,(1000 MT),8229
"Oil, Soybean",US,1998,2014,4,125,Domestic Consumption,(1000 MT),7101
"Oil, Soybean",US,1998,2014,4,88,Exports,(1000 MT),1076
"Oil, Soybean",US,1998,2014,4,57,Imports,(1000 MT),38
"Oil, Soybean",US,1998,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Soybean",US,1998,2014,4,28,Production,(1000 MT),8202
"Oil, Soybean",US,1999,2014,4,125,Domestic Consumption,(1000 MT),7284
"Oil, Soybean",US,1999,2014,4,88,Exports,(1000 MT),624
"Oil, Soybean",US,1999,2014,4,57,Imports,(1000 MT),37
"Oil, Soybean",US,1999,2014,4,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Soybean",US,1999,2014,4,28,Production,(1000 MT),8085
"Oil, Soybean",US,2000,2014,4,125,Domestic Consumption,(1000 MT),7401
"Oil, Soybean",US,2000,2014,4,88,Exports,(1000 MT),636
"Oil, Soybean",US,2000,2014,4,57,Imports,(1000 MT),33
"Oil, Soybean",US,2000,2014,4,140,Industrial Dom. Cons.,(1000 MT),20
"Oil, Soybean",US,2000,2014,4,28,Production,(1000 MT),8355
"Oil, Soybean",US,2001,2014,4,125,Domestic Consumption,(1000 MT),7635
"Oil, Soybean",US,2001,2014,4,88,Exports,(1000 MT),1143
"Oil, Soybean",US,2001,2014,4,57,Imports,(1000 MT),21
"Oil, Soybean",US,2001,2014,4,140,Industrial Dom. Cons.,(1000 MT),42
"Oil, Soybean",US,2001,2014,4,28,Production,(1000 MT),8572
"Oil, Soybean",US,2002,2014,4,125,Domestic Consumption,(1000 MT),7748
"Oil, Soybean",US,2002,2014,4,88,Exports,(1000 MT),1027
"Oil, Soybean",US,2002,2014,4,57,Imports,(1000 MT),21
"Oil, Soybean",US,2002,2014,4,140,Industrial Dom. Cons.,(1000 MT),55
"Oil, Soybean",US,2002,2014,4,28,Production,(1000 MT),8360
"Oil, Soybean",US,2003,2014,4,125,Domestic Consumption,(1000 MT),7650
"Oil, Soybean",US,2003,2014,4,88,Exports,(1000 MT),425
"Oil, Soybean",US,2003,2014,4,57,Imports,(1000 MT),139
"Oil, Soybean",US,2003,2014,4,140,Industrial Dom. Cons.,(1000 MT),56
"Oil, Soybean",US,2003,2014,4,28,Production,(1000 MT),7748
"Oil, Soybean",US,2004,2014,4,125,Domestic Consumption,(1000 MT),7911
"Oil, Soybean",US,2004,2014,4,88,Exports,(1000 MT),600
"Oil, Soybean",US,2004,2014,4,57,Imports,(1000 MT),12
"Oil, Soybean",US,2004,2014,4,140,Industrial Dom. Cons.,(1000 MT),202
"Oil, Soybean",US,2004,2014,4,28,Production,(1000 MT),8782
"Oil, Soybean",US,2005,2014,4,125,Domestic Consumption,(1000 MT),8147
"Oil, Soybean",US,2005,2014,4,88,Exports,(1000 MT),523
"Oil, Soybean",US,2005,2014,4,57,Imports,(1000 MT),16
"Oil, Soybean",US,2005,2014,4,140,Industrial Dom. Cons.,(1000 MT),706
"Oil, Soybean",US,2005,2014,4,28,Production,(1000 MT),9248
"Oil, Soybean",US,2006,2014,4,125,Domestic Consumption,(1000 MT),8426
"Oil, Soybean",US,2006,2014,4,88,Exports,(1000 MT),851
"Oil, Soybean",US,2006,2014,4,57,Imports,(1000 MT),17
"Oil, Soybean",US,2006,2014,4,140,Industrial Dom. Cons.,(1000 MT),1253
"Oil, Soybean",US,2006,2014,4,28,Production,(1000 MT),9294
"Oil, Soybean",US,2007,2014,4,125,Domestic Consumption,(1000 MT),8317
"Oil, Soybean",US,2007,2014,4,88,Exports,(1000 MT),1320
"Oil, Soybean",US,2007,2014,4,57,Imports,(1000 MT),30
"Oil, Soybean",US,2007,2014,4,140,Industrial Dom. Cons.,(1000 MT),1472
"Oil, Soybean",US,2007,2014,4,28,Production,(1000 MT),9335
"Oil, Soybean",US,2008,2014,4,125,Domestic Consumption,(1000 MT),7378
"Oil, Soybean",US,2008,2014,4,88,Exports,(1000 MT),995
"Oil, Soybean",US,2008,2014,4,57,Imports,(1000 MT),41
"Oil, Soybean",US,2008,2014,4,140,Industrial Dom. Cons.,(1000 MT),917
"Oil, Soybean",US,2008,2014,4,28,Production,(1000 MT),8503
"Meal, Cottonseed",US,2006,2009,5,125,Domestic Consumption,(1000 MT),1028
"Meal, Cottonseed",US,2006,2009,5,88,Exports,(1000 MT),96
"Meal, Cottonseed",US,2006,2009,5,57,Imports,(1000 MT),0
"Meal, Cottonseed",US,2006,2009,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Cottonseed",US,2006,2009,5,28,Production,(1000 MT),1126
"Meal, Cottonseed",US,2007,2014,5,125,Domestic Consumption,(1000 MT),1043
"Meal, Cottonseed",US,2007,2014,5,88,Exports,(1000 MT),108
"Meal, Cottonseed",US,2007,2014,5,57,Imports,(1000 MT),0
"Meal, Cottonseed",US,2007,2014,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Cottonseed",US,2007,2014,5,28,Production,(1000 MT),1145
"Meal, Cottonseed",US,2008,2014,5,125,Domestic Consumption,(1000 MT),804
"Meal, Cottonseed",US,2008,2014,5,88,Exports,(1000 MT),81
"Meal, Cottonseed",US,2008,2014,5,57,Imports,(1000 MT),0
"Meal, Cottonseed",US,2008,2014,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Cottonseed",US,2008,2014,5,28,Production,(1000 MT),851
"Meal, Cottonseed",US,2009,2014,5,125,Domestic Consumption,(1000 MT),696
"Meal, Cottonseed",US,2009,2014,5,88,Exports,(1000 MT),72
"Meal, Cottonseed",US,2009,2014,5,57,Imports,(1000 MT),0
"Meal, Cottonseed",US,2009,2014,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Cottonseed",US,2009,2014,5,28,Production,(1000 MT),801
"Meal, Rapeseed",US,1998,2010,5,125,Domestic Consumption,(1000 MT),1487
"Meal, Rapeseed",US,1998,2010,5,88,Exports,(1000 MT),6
"Meal, Rapeseed",US,1998,2010,5,57,Imports,(1000 MT),1083
"Meal, Rapeseed",US,1998,2010,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Rapeseed",US,1998,2010,5,28,Production,(1000 MT),410
"Meal, Rapeseed",US,1999,2010,5,125,Domestic Consumption,(1000 MT),1591
"Meal, Rapeseed",US,1999,2010,5,88,Exports,(1000 MT),11
"Meal, Rapeseed",US,1999,2010,5,57,Imports,(1000 MT),1143
"Meal, Rapeseed",US,1999,2010,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Rapeseed",US,1999,2010,5,28,Production,(1000 MT),459
"Meal, Soybean",US,1964,2015,5,125,Domestic Consumption,(1000 MT),8405
"Meal, Soybean",US,1964,2015,5,88,Exports,(1000 MT),1847
"Meal, Soybean",US,1964,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1964,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1964,2015,5,28,Production,(1000 MT),10238
"Meal, Soybean",US,1965,2015,5,125,Domestic Consumption,(1000 MT),9326
"Meal, Soybean",US,1965,2015,5,88,Exports,(1000 MT),2360
"Meal, Soybean",US,1965,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1965,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1965,2015,5,28,Production,(1000 MT),11709
"Meal, Soybean",US,1966,2015,5,125,Domestic Consumption,(1000 MT),9815
"Meal, Soybean",US,1966,2015,5,88,Exports,(1000 MT),2410
"Meal, Soybean",US,1966,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1966,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1966,2015,5,28,Production,(1000 MT),12231
"Meal, Soybean",US,1967,2015,5,125,Domestic Consumption,(1000 MT),9755
"Meal, Soybean",US,1967,2015,5,88,Exports,(1000 MT),2630
"Meal, Soybean",US,1967,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1967,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1967,2015,5,28,Production,(1000 MT),12392
"Meal, Soybean",US,1968,2015,5,125,Domestic Consumption,(1000 MT),10455
"Meal, Soybean",US,1968,2015,5,88,Exports,(1000 MT),2762
"Meal, Soybean",US,1968,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1968,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1968,2015,5,28,Production,(1000 MT),13227
"Meal, Soybean",US,1969,2015,5,125,Domestic Consumption,(1000 MT),12321
"Meal, Soybean",US,1969,2015,5,88,Exports,(1000 MT),3661
"Meal, Soybean",US,1969,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1969,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1969,2015,5,28,Production,(1000 MT),15964
"Meal, Soybean",US,1970,2015,5,125,Domestic Consumption,(1000 MT),12217
"Meal, Soybean",US,1970,2015,5,88,Exports,(1000 MT),4136
"Meal, Soybean",US,1970,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1970,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1970,2015,5,28,Production,(1000 MT),16361
"Meal, Soybean",US,1971,2015,5,125,Domestic Consumption,(1000 MT),11950
"Meal, Soybean",US,1971,2015,5,88,Exports,(1000 MT),3452
"Meal, Soybean",US,1971,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1971,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1971,2015,5,28,Production,(1000 MT),15444
"Meal, Soybean",US,1972,2015,5,125,Domestic Consumption,(1000 MT),10862
"Meal, Soybean",US,1972,2015,5,88,Exports,(1000 MT),4304
"Meal, Soybean",US,1972,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1972,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1972,2015,5,28,Production,(1000 MT),15158
"Meal, Soybean",US,1973,2015,5,125,Domestic Consumption,(1000 MT),12521
"Meal, Soybean",US,1973,2015,5,88,Exports,(1000 MT),5033
"Meal, Soybean",US,1973,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1973,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1973,2015,5,28,Production,(1000 MT),17848
"Meal, Soybean",US,1974,2015,5,125,Domestic Consumption,(1000 MT),11387
"Meal, Soybean",US,1974,2015,5,88,Exports,(1000 MT),3900
"Meal, Soybean",US,1974,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1974,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1974,2015,5,28,Production,(1000 MT),15152
"Meal, Soybean",US,1975,2015,5,125,Domestic Consumption,(1000 MT),14164
"Meal, Soybean",US,1975,2015,5,88,Exports,(1000 MT),4667
"Meal, Soybean",US,1975,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1975,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1975,2015,5,28,Production,(1000 MT),18828
"Meal, Soybean",US,1976,2015,5,125,Domestic Consumption,(1000 MT),12751
"Meal, Soybean",US,1976,2015,5,88,Exports,(1000 MT),4136
"Meal, Soybean",US,1976,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1976,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1976,2015,5,28,Production,(1000 MT),16772
"Meal, Soybean",US,1977,2015,5,125,Domestic Consumption,(1000 MT),14767
"Meal, Soybean",US,1977,2015,5,88,Exports,(1000 MT),5516
"Meal, Soybean",US,1977,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1977,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1977,2015,5,28,Production,(1000 MT),20296
"Meal, Soybean",US,1978,2015,5,125,Domestic Consumption,(1000 MT),16075
"Meal, Soybean",US,1978,2015,5,88,Exports,(1000 MT),5997
"Meal, Soybean",US,1978,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1978,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1978,2015,5,28,Production,(1000 MT),22094
"Meal, Soybean",US,1979,2015,5,125,Domestic Consumption,(1000 MT),17430
"Meal, Soybean",US,1979,2015,5,88,Exports,(1000 MT),7196
"Meal, Soybean",US,1979,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1979,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1979,2015,5,28,Production,(1000 MT),24589
"Meal, Soybean",US,1980,2015,5,125,Domestic Consumption,(1000 MT),15958
"Meal, Soybean",US,1980,2015,5,88,Exports,(1000 MT),6154
"Meal, Soybean",US,1980,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1980,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1980,2015,5,28,Production,(1000 MT),22055
"Meal, Soybean",US,1981,2015,5,125,Domestic Consumption,(1000 MT),16071
"Meal, Soybean",US,1981,2015,5,88,Exports,(1000 MT),6266
"Meal, Soybean",US,1981,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1981,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1981,2015,5,28,Production,(1000 MT),22348
"Meal, Soybean",US,1982,2015,5,125,Domestic Consumption,(1000 MT),17515
"Meal, Soybean",US,1982,2015,5,88,Exports,(1000 MT),6449
"Meal, Soybean",US,1982,2015,5,57,Imports,(1000 MT),0
"Meal, Soybean",US,1982,2015,5,140,Industrial Dom. Cons.,(1000 MT),0
"Meal, Soybean",US,1982,2015,5,28,Production,(1000 MT),24235
"Oil, Coconut",US,2004,2009,5,125,Domestic Consumption,(1000 MT),364
"Oil, Coconut",US,2004,2009,5,88,Exports,(1000 MT),7
"Oil, Coconut",US,2004,2009,5,57,Imports,(1000 MT),422
"Oil, Coconut",US,2004,2009,5,140,Industrial Dom. Cons.,(1000 MT),235
"Oil, Coconut",US,2004,2009,5,28,Production,(1000 MT),0
"Oil, Cottonseed",US,2006,2009,5,125,Domestic Consumption,(1000 MT),324
"Oil, Cottonseed",US,2006,2009,5,88,Exports,(1000 MT),63
"Oil, Cottonseed",US,2006,2009,5,57,Imports,(1000 MT),1
"Oil, Cottonseed",US,2006,2009,5,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2006,2009,5,28,Production,(1000 MT),385
"Oil, Cottonseed",US,2007,2014,5,125,Domestic Consumption,(1000 MT),283
"Oil, Cottonseed",US,2007,2014,5,88,Exports,(1000 MT),85
"Oil, Cottonseed",US,2007,2014,5,57,Imports,(1000 MT),0
"Oil, Cottonseed",US,2007,2014,5,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2007,2014,5,28,Production,(1000 MT),389
"Oil, Cottonseed",US,2008,2014,5,125,Domestic Consumption,(1000 MT),227
"Oil, Cottonseed",US,2008,2014,5,88,Exports,(1000 MT),87
"Oil, Cottonseed",US,2008,2014,5,57,Imports,(1000 MT),0
"Oil, Cottonseed",US,2008,2014,5,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2008,2014,5,28,Production,(1000 MT),303
"Oil, Cottonseed",US,2009,2014,5,125,Domestic Consumption,(1000 MT),250
"Oil, Cottonseed",US,2009,2014,5,88,Exports,(1000 MT),43
"Oil, Cottonseed",US,2009,2014,5,57,Imports,(1000 MT),0
"Oil, Cottonseed",US,2009,2014,5,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Cottonseed",US,2009,2014,5,28,Production,(1000 MT),280
"Oil, Olive",US,2005,2009,5,125,Domestic Consumption,(1000 MT),236
"Oil, Olive",US,2005,2009,5,88,Exports,(1000 MT),9
"Oil, Olive",US,2005,2009,5,57,Imports,(1000 MT),242
"Oil, Olive",US,2005,2009,5,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Olive",US,2005,2009,5,28,Production,(1000 MT),3
"Oil, Olive",US,2006,2009,5,125,Domestic Consumption,(1000 MT),259
"Oil, Olive",US,2006,2009,5,88,Exports,(1000 MT),4
"Oil, Olive",US,2006,2009,5,57,Imports,(1000 MT),262
"Oil, Olive",US,2006,2009,5,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Olive",US,2006,2009,5,28,Production,(1000 MT),1
"Oil, Olive",US,2007,2009,5,125,Domestic Consumption,(1000 MT),262
"Oil, Olive",US,2007,2009,5,88,Exports,(1000 MT),4
"Oil, Olive",US,2007,2009,5,57,Imports,(1000 MT),264
"Oil, Olive",US,2007,2009,5,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Olive",US,2007,2009,5,28,Production,(1000 MT),2
"Oil, Palm",US,2006,2009,5,125,Domestic Consumption,(1000 MT),663
"Oil, Palm",US,2006,2009,5,88,Exports,(1000 MT),42
"Oil, Palm",US,2006,2009,5,57,Imports,(1000 MT),702
"Oil, Palm",US,2006,2009,5,140,Industrial Dom. Cons.,(1000 MT),54
"Oil, Palm",US,2006,2009,5,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,2006,2013,5,125,Domestic Consumption,(1000 MT),290
"Oil, Palm Kernel",US,2006,2013,5,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,2006,2013,5,57,Imports,(1000 MT),299
"Oil, Palm Kernel",US,2006,2013,5,140,Industrial Dom. Cons.,(1000 MT),180
"Oil, Palm Kernel",US,2006,2013,5,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,2007,2013,5,125,Domestic Consumption,(1000 MT),236
"Oil, Palm Kernel",US,2007,2013,5,88,Exports,(1000 MT),3
"Oil, Palm Kernel",US,2007,2013,5,57,Imports,(1000 MT),229
"Oil, Palm Kernel",US,2007,2013,5,140,Industrial Dom. Cons.,(1000 MT),169
"Oil, Palm Kernel",US,2007,2013,5,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,2008,2013,5,125,Domestic Consumption,(1000 MT),334
"Oil, Palm Kernel",US,2008,2013,5,88,Exports,(1000 MT),2
"Oil, Palm Kernel",US,2008,2013,5,57,Imports,(1000 MT),338
"Oil, Palm Kernel",US,2008,2013,5,140,Industrial Dom. Cons.,(1000 MT),161
"Oil, Palm Kernel",US,2008,2013,5,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,2009,2013,5,125,Domestic Consumption,(1000 MT),302
"Oil, Palm Kernel",US,2009,2013,5,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,2009,2013,5,57,Imports,(1000 MT),302
"Oil, Palm Kernel",US,2009,2013,5,140,Industrial Dom. Cons.,(1000 MT),166
"Oil, Palm Kernel",US,2009,2013,5,28,Production,(1000 MT),0
"Oil, Peanut",US,2005,2012,5,125,Domestic Consumption,(1000 MT),122
"Oil, Peanut",US,2005,2012,5,88,Exports,(1000 MT),4
"Oil, Peanut",US,2005,2012,5,57,Imports,(1000 MT),28
"Oil, Peanut",US,2005,2012,5,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Peanut",US,2005,2012,5,28,Production,(1000 MT),82
"Oil, Peanut",US,2006,2012,5,125,Domestic Consumption,(1000 MT),119
"Oil, Peanut",US,2006,2012,5,88,Exports,(1000 MT),5
"Oil, Peanut",US,2006,2012,5,57,Imports,(1000 MT),48
"Oil, Peanut",US,2006,2012,5,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Peanut",US,2006,2012,5,28,Production,(1000 MT),75
"Oil, Peanut",US,2007,2012,5,125,Domestic Consumption,(1000 MT),99
"Oil, Peanut",US,2007,2012,5,88,Exports,(1000 MT),6
"Oil, Peanut",US,2007,2012,5,57,Imports,(1000 MT),34
"Oil, Peanut",US,2007,2012,5,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Peanut",US,2007,2012,5,28,Production,(1000 MT),72
"Oil, Peanut",US,2008,2012,5,125,Domestic Consumption,(1000 MT),88
"Oil, Peanut",US,2008,2012,5,88,Exports,(1000 MT),4
"Oil, Peanut",US,2008,2012,5,57,Imports,(1000 MT),24
"Oil, Peanut",US,2008,2012,5,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Peanut",US,2008,2012,5,28,Production,(1000 MT),65
"Oil, Rapeseed",US,1998,2010,5,125,Domestic Consumption,(1000 MT),644
"Oil, Rapeseed",US,1998,2010,5,88,Exports,(1000 MT),123
"Oil, Rapeseed",US,1998,2010,5,57,Imports,(1000 MT),503
"Oil, Rapeseed",US,1998,2010,5,140,Industrial Dom. Cons.,(1000 MT),24
"Oil, Rapeseed",US,1998,2010,5,28,Production,(1000 MT),290
"Oil, Rapeseed",US,1999,2010,5,125,Domestic Consumption,(1000 MT),707
"Oil, Rapeseed",US,1999,2010,5,88,Exports,(1000 MT),129
"Oil, Rapeseed",US,1999,2010,5,57,Imports,(1000 MT),534
"Oil, Rapeseed",US,1999,2010,5,140,Industrial Dom. Cons.,(1000 MT),34
"Oil, Rapeseed",US,1999,2010,5,28,Production,(1000 MT),319
"Oil, Rapeseed",US,2002,2010,5,125,Domestic Consumption,(1000 MT),604
"Oil, Rapeseed",US,2002,2010,5,88,Exports,(1000 MT),73
"Oil, Rapeseed",US,2002,2010,5,57,Imports,(1000 MT),445
"Oil, Rapeseed",US,2002,2010,5,140,Industrial Dom. Cons.,(1000 MT),16
"Oil, Rapeseed",US,2002,2010,5,28,Production,(1000 MT),243
"Oil, Rapeseed",US,2003,2010,5,125,Domestic Consumption,(1000 MT),713
"Oil, Rapeseed",US,2003,2010,5,88,Exports,(1000 MT),126
"Oil, Rapeseed",US,2003,2010,5,57,Imports,(1000 MT),555
"Oil, Rapeseed",US,2003,2010,5,140,Industrial Dom. Cons.,(1000 MT),15
"Oil, Rapeseed",US,2003,2010,5,28,Production,(1000 MT),291
"Oil, Rapeseed",US,2004,2010,5,125,Domestic Consumption,(1000 MT),754
"Oil, Rapeseed",US,2004,2010,5,88,Exports,(1000 MT),122
"Oil, Rapeseed",US,2004,2010,5,57,Imports,(1000 MT),514
"Oil, Rapeseed",US,2004,2010,5,140,Industrial Dom. Cons.,(1000 MT),15
"Oil, Rapeseed",US,2004,2010,5,28,Production,(1000 MT),378
"Oil, Soybean",US,1964,2015,5,125,Domestic Consumption,(1000 MT),1853
"Oil, Soybean",US,1964,2015,5,88,Exports,(1000 MT),608
"Oil, Soybean",US,1964,2015,5,57,Imports,(1000 MT),0
"Oil, Soybean",US,1964,2015,5,140,Industrial Dom. Cons.,(1000 MT),118
"Oil, Soybean",US,1964,2015,5,28,Production,(1000 MT),2334
"Oil, Soybean",US,1965,2015,5,125,Domestic Consumption,(1000 MT),2137
"Oil, Soybean",US,1965,2015,5,88,Exports,(1000 MT),419
"Oil, Soybean",US,1965,2015,5,57,Imports,(1000 MT),0
"Oil, Soybean",US,1965,2015,5,140,Industrial Dom. Cons.,(1000 MT),119
"Oil, Soybean",US,1965,2015,5,28,Production,(1000 MT),2631
"Oil, Soybean",US,1966,2015,5,125,Domestic Consumption,(1000 MT),2208
"Oil, Soybean",US,1966,2015,5,88,Exports,(1000 MT),488
"Oil, Soybean",US,1966,2015,5,57,Imports,(1000 MT),0
"Oil, Soybean",US,1966,2015,5,140,Industrial Dom. Cons.,(1000 MT),118
"Oil, Soybean",US,1966,2015,5,28,Production,(1000 MT),2756
"Oil, Soybean",US,1967,2015,5,125,Domestic Consumption,(1000 MT),2324
"Oil, Soybean",US,1967,2015,5,88,Exports,(1000 MT),437
"Oil, Soybean",US,1967,2015,5,57,Imports,(1000 MT),0
"Oil, Soybean",US,1967,2015,5,140,Industrial Dom. Cons.,(1000 MT),113
"Oil, Soybean",US,1967,2015,5,28,Production,(1000 MT),2736
"Oil, Soybean",US,1968,2015,5,125,Domestic Consumption,(1000 MT),2624
"Oil, Soybean",US,1968,2015,5,88,Exports,(1000 MT),395
"Oil, Soybean",US,1968,2015,5,57,Imports,(1000 MT),0
"Oil, Soybean",US,1968,2015,5,140,Industrial Dom. Cons.,(1000 MT),113
"Oil, Soybean",US,1968,2015,5,28,Production,(1000 MT),2962
"Oil, Soybean",US,1969,2015,5,125,Domestic Consumption,(1000 MT),2883
"Oil, Soybean",US,1969,2015,5,88,Exports,(1000 MT),644
"Oil, Soybean",US,1969,2015,5,57,Imports,(1000 MT),0
"Oil, Soybean",US,1969,2015,5,140,Industrial Dom. Cons.,(1000 MT),103
