,user,review
106,DeLaina,"OK, so I am looking at book lists of all my friends, and almost without exception, EVERYONE except me has read Catcher in the Rye by J.D. Salinger. Something is obviously wrong w/me so I borrow the book and dive in. It was like diving into a swimming pool that you think is going to be filled with lovely blue water...not so much...it was empty and I hit concrete.I waded through 62 pages and just couldn't take anymore so I skimmed the rest of the book. I get that Holden is supposed to be a spoiled brat, self-absorbed, egocentric, teenager riddled with angst during this coming of age tome. I just couldn't endure the various and sundry details of nothingness.Perhaps it's because I didn't read it during that time period of my life? I couldn't identify at all with Holden. The only thing it reminded me of was the 13 years that I taught HS, and I can definitely see how some of my Freshmen students could be going through the same types of things.Anyway, I've read a lot of other reviews and can see how it appeals to some people, I'm just not one of them I guess, but at least I can check it off my list of things to read! "
107,Sorcha Reilly,"i didn't like this book at all. i have read it twice to make sure, i have no idea how it has become so iconic. the main character is a whiny, arrogant teenager than just need to grow up and stop saying everyone is a phony. just awful."
108,Carmen Whitehorn,"I had one time created a list of censored books. This book was one of them and I had not read it. I basically read it to say that I've read it. For me, the book was rather boring. I am not sure why it is such a classical must read. Maybe because it was censored. One thing I do remember that I found interesting is the main character is making out with this girl tells her that he loves her and wants to marry her and at that moment, he means it. I guess its the ""at the moment, he means it"" that got me curious. I asked a guy that I worked with, (We were teenagers at this time) if guys feel that way sometimes. He said yes. He said spent one evening talking with a girl till early morning. He felt he could marry her. For some reason, I just found that interesting. 1 star because I read it. "
109,Muskaan,"I hated this book. Except for a very very few laughs it gave me, I got absolutely nothing from it. There was no plot and no climax in it. Absolutely no adventure.I couldn't relate to it in any way. And the repetitive phrases 'goddam made me so depressed for chrissake'.Holden is a 'goddam sonuvabitch' for being so 'goddam depressed and all'. I do not recommend it to anybody and I am never going to read it again in my entire life :vI wonder how the hell it came to be a classic :3 "
110,Kimclines,"I do not understand why this is a classic. I guess it's just a book that marks popular thinking of the time period, but I did not enjoy it."
111,Max Phoenix,I found this book to be very advanced read and it was interesting but I didn't enjoy the conflict of the story to an inured confilict 
112,Lil,"I hated this book. I know some people LOVE this book, and I don't see HOW. The plot was underdeveloped; the main character irritating. The whole book was about a kid narrating how he hates everything in life. "
113,Abi,"Well, this book certainly seems to be like marmite. My stance on it is, however, the opposite of my stance on that delicious glossy black, salty spread. I hate it.I read of people who work themselves into ecstasies over this as teenagers and then come back to it later and realise it's a load of old bollocks. Well, I read this when I was 16 or so and I could not stand it. I don't pretend to have been a particularly mature teenager, but this book certainly is not 'the universal depiction of the teenage mindset', or whatever people want to call it, because although I have been an insufferable know-it-all teenager of course, I was never so conceited as to really believe that I was graced with some special understanding of the world that my poor fellow human beings just didn't see. And I never thought that my own adolescent troubles were really all that serious, in the grand scheme of things you know. I had read The Gulag Archipelago. I mean, Christ, even the famously scorned David Copperfield has a harder life than Holden Caulfield. Salinger's callous narrator desperately needs some sort of perspective.The main character is exactly the sort of arrogant, self-obsessed, pseudo-philosophical, 'nobody understands me' teenager that I laughed at when I was that age, and I laugh at now. I sympathised with him, because he was clearly a neurotic little bastard of a drama queen, destined for a life fraught with problems of his own making, but I could not empathise. I think the best literature is based upon an desire to understand your fellow man, whatever failings we may have as a species, not to scornfully deride them all as 'phonies' whilst painting yourself as the only one with sufficient insight to see through all their crap. Holden Caulfield is, to put it crudely but accurately, a complete dickhead. I mean, he's almost worse than Morrissey. Actually, Morrissey is exactly what Holden would have grown up to be like. I have no patience with people who talk about him like he's the fucking messiah for the 20th century."
114,Sara,I'm sorry...I just didn't care for it...perhaps it's because I HAD to read it instead of CHOOSING to read it...
115,Brian,It should have a Minus rating. What a complete waste of my time. I wanted to see what the big controversy was with Lennon and Reagan being shot. I kept waiting for something to happen and it never did. 
116,Wendy Wright kall,"I had heard so much hype about this book and that it was ""a classic"". I was thoroughly bored and disappointed. I kept waiting for the good part...I'm finished and I never found it."
117,Rowan,"A ""classic"" of the White Male canon, this book depressed the fuck out of me. I was irritated by the author's continual use of the word ""crumby"" (and wish it had been spelled ""crummy"" at the very least) as well as how much time Holden Caulfield spends whining because his life of white privilege isn't quite privileged enough.If you liked your Freshman Lit class, this book is probably for you."
118,Lis,"So this is one of those classic books I somehow escaped reading during high school. Now I see how lucky I was. Gads, but Holden Caulfield is an annoying prat! I want to play a variant on a drinking game with this book, where, instead of taking a drink, I get to slap him every time he says ""Boy!"" or ""I did. I really did."" Maybe once upon a time it was an edgy classic, but now it's just inane and dated. "
119,D. Todd,"I was so disappointed in this ""classic"". I guess I had no idea what it was about prior to picking it up and I simply cannot say that I was impressed."
120,Bunny,"I think I should've read this back in the day, when I myself was a bratty 16-year old. As a bratty 26-year old, this book is just IRRITATING.I didn't like any of the characters. Except maybe the pimp. I did like the pimp."
121,Liz,"I appreciate this book for it's place in American culture, but Holden is a terrible character with no redeeming qualities. Just not my cup of tea."
122,Tabatha,"wow i heard such great reviews about the book and how it was the best piece of literaute to read. well when i started reading i expected this great book that caught me from the minute i started reading it. when i started it it wasn't, but i thought maybe if i read more it will get better. so i kept reading but nothing. at no point did the book grab me or catch my attention. i found it to be super boring. but i guess it's just because i normally read books about action and mystery. i would not recoimened this book to anyone who enjoys a sense of action in there book."
123,Jessiane Kelly,"Não acredito que para não ser um alienado a pessoa precisa ser como um Holden Caulfield: um resmungão, um infeliz, um desacreditado, um julgador e um relaxado. Se você tem consciência das coisas, não é um alienado, que tal você tentar mudar as coisas ao invés de resmungar o tempo todo? O livro inteiro ele não passa de um adolescente revoltadinho que tenta escapar dos problemas a qualquer custo ao invés de resolvê-los. A única coisa que salva o livro é o relacionamento de Holden e Phoebe, porque o resto não tem nada de mais. O livro não é essas coisas todas como todo mundo diz, não leia com tantas expectativas, vai se decepcionar se tiver esperando algo espetacular. "
124,Luke Macdonald,Quite possibly my least favourite book I have read. Very frustrating narrative and was never able to connect to anything within this book.
125,Tamra,"I hated this book. I hated the characters and I felt it offered me nothing in the way of growth, understanding, compassion . . . nothing. Well I guess that's not entirely true; I did learn how to string together many more swear words in one sentence than I ever thought I could. Really, what is the *#@%^$ appeal here? It was lost on me."
126,Jordan,"I had to read this book for school two years ago and was not able to get through it because of how bad it was and I didn't have enough time to push myself to finish it. I decided to retry it now because I figured it could not be as bad as I remembered. It was not, it was even worse. Holden is the most pretentious, annoying, ungrateful protagonist that I have ever had the displeasure of reading. He spent the entire novel complaining about phonies and pretentious a**holes, while he is the biggest one of all. For some reason, his reckless and stupid actions bugged me even more than his hypocrisy. Don't put yourself through the painful experience of reading it if you don't have to. I certainly won't ever again. "
127,Jack,"hectic as, finished this in 2 days.. i was glued to it from start to finish, which means that it must be a really mad book (or that it was just really short)"
128,Eleanor Pike,"Read this book to see what all the fuss is about & I was so disappointed!I really don't understand the point in this book. It's just a sixteen year old boy who complains about everything and is ridiculously bitter.Nothing gripping, nothing exciting, very boring.I read it until the end, but I'm planning on giving it to a charity shop."
129,Kay,"Truth be told, I don't get the appeal of this book. It's not enthralling, it's not enlightening, and it most certainly is not revolutionary. Just because a book has symbolism here and there doesn't mean it's remotely good. 90% of the thing is Holden talking about his boring life, complaining about fakers (or whatever he calls them, I don't really care), and trying his hardest to annoy the ever-living out of me. Goodreads describes him as edgy? Yeah, and Twilight was well-written. Try whiny, or immature for a change.Why is this even banned from schools? There's not that much explicit content in it, aside from Holden saying ""damn"" every other sentence, which is yet another reason he's so annoying. Seriously kid, stop saying ""damn."" We get it, you want to be cool, but you're not. Shut. Up. Do something. Have a plot. Engage me!I don't know. Catcher in the Rye was largely a character study, but I found it hard to look past Holden's irritating attitude and my inability to relate to him. I just didn't like it, and I don't think it should be studied in schools anyway. Stick to Shakespeare. At least Hamlet isn't a little brat like Holden. And, you know, the story's interesting. Figures my English teacher picked this out for me. School seems to have a real knack for picking the most God-awful books for me to sit through."
130,Jared,"I disliked this book. Caulfeild is a whiny, selfish, loser who spends all his parents money while complaining about his worthless life, but is too whiny and worthless to get off his butt and do something about it. I have no sympathy for the ""phonie"" loser."
131,Darla,"This book was decent, but I found myself crossing out all the swear words in it. And then to top it all off, the ending was quite disappointing. Not one I would recommend."
132,Breana Prayer,"I thought this book was really boring. I was like what type book is this. I really didn't read this book. Holden wasnt really talking about nothing important. It was just like he was just a talking and talking and talking. He had such a bad mouth. This is really not a book for kids.I really didn't like this book. I really dont have much to say about it. I will never read this book again. Maybe I did'nt like this book that much because it's not the type of books I read. Some people might have like this book, But I did'nt. Well you can read the book and tell for your self."
133,A,"I cannot stand this book. I don't understand how it has become as famous as it has, or why it's considered required reading in so many high schools. It's the story of a young man who screws up in school, spends his parent's money, alienates those around him, and complains. Oh lord, does he complain. I hate Holden Caulfield. He is an irritating, privileged, whiny boy who faces no consequences for his actions. He spends the whole book whining about how hard it is to be white rich and well educated. The book is boring and has no real closure. The only value I can see with this book is to show it to adults that complain about 'kids these days' as evidence that kids never change. "
134,Laurens,"The perception I got from Holden is that he is an impatient little brat who can't do anything but complain and pity himself. Everyone is a phony, and nothing is his own fault. In my opinion, it is really not easy at all to sympathize with him—I started reading this book on the recommendation that that is the case. Nothing is further from the truth."
135,Camilleigh,"Okay. Just listen. I totally understand how this book changed literature and how it made an impact on how books were written.But my god.I hated this book.I was really excited to read Catcher in the Rye after hearing nothing but good things about it, but I just thought it was dull, and I HATED Holden. He was whiny and pessimistic and he WOULD NOT STOP COMPLAINING throughout the ENTIRE book. Pretty much all he did was this:This person is a phony. That person is a phony. I went to a bar. They wouldn't give me alcohol. I met some people and they were all phonies. I thought of commuting suicide but then I didn't. I hate everyone. Everyone is a phony. Literally. All. He. Ever. Says. Is. PHONY!! Holden Caulfield is a negative, whining brat. Saying that he has mental issues doesn't make up for the fact that he's an unlikeable character. The Perks of Being a Wallflower has an extremely likeable character with mental health problems. Why can't Catcher? And there's basically no plot. It's just Holden walking around New York complaining and trying to drink and then once he meets someone, after a few minutes he decides ""oh, they're a phony"" and then he leaves and pisses and moans some more. Usually if I hate a book's protagonist then there are usually other characters that are likeable, right? Wrong. Holden is virtually the only character in the entire book, and even when other characters show up, they are boring, one-dimensional, and blander than bread. So, this book has a terrible protagonist, basically no plot, and nothing interesting.In all honesty, I really, really wanted to like this book. But I didn't. At all."
136,Savannah [LittleHearseDriver],When I finished reading this book I felt like throwing it across the room. I was completely pissed. Holden is a whiney brat who thinks he knows everything(like every teenager) and criticizes the rest of the world throughout the entire book. A complete waste of time.
137,Quinton,Absolutely horrible. I have no idea why this book is famous.Nothing happened.I did not sympathize with the narrator.I had to force myself to finish it.Very ready to move on.
138,Alexandre Reis,"Aos mais jovens, pela faixa dos 14 anos, talvez eu recomendasse a leitura do livro se outro melhor não estiver em vista. Mas, aos adultos, passem longe, bem distante deste título. Não se deixe levar pelo título lírico, poético. Sinto que desperdicei aproximadamente umas onze horas da minha vida lendo estas páginas. Bom, esta é a minha opinião mas respeito quem tenha gostado. "
139,Wilf,"Can't be sure but I probably came to this book far too late in life; the trials and tribulations of adolesence were but a dim and distant memory when I finally tackled ""Catcher"". I can recall friends waxing lyrical about this novel when we were all young, but I never got round to reading it then, just keeping it on my ""novels that must be read"" list. Would it have had more meaning for me if I had read it earlier? I just don't know, but in late middle age I found I just couldn't relate to the central character or his story at all. Judging from other reviews this is definitely a ""Marmite"" book and though I like the old yeast extract, I'm afraid Salinger's ""masterpiece"" proved unpalatable."
140,Carlos,"Hated the book. I could not bring myself to finishing. Why this book is a classic is beyond me. Holden is cynical and I hated his character. I did not want to read anymore. He belittles everyone surrounding him, except his sister. It was too depressing to finish. "
141,Jeanette,"Started -- couldn't finish. Couldn't handle the language. Still, I studied it because I wanted to know why it was so widely praised and talked about. Pretty sure I understand now. Still don't think it's worth subjecting myself to the amount of filth required in reading it so that I can first-hand ""hear"" how the hypocritical and ever-typical teenage-tunnel-visioned Holden hates all the phonies and has a hard time reconciling that life isn't the gumdrops and rainbows place you think it is as a child."
142,Chelsea D.,"I thought it was pretty disappointing...nothing in the book came out as exciting as I think it was planned; it just seemed kinda anti-climatical. Also the fact that there was no satisfying the kid kinda pissed me off.For someone who thinks everyone else is a phony, he doesn't seem to be much better. He's just a douchebag."
143,Dawa Shingnyer,"Over-rated...was a torture reading the whole thing...hate the protagonist even more than king Joffrey with his terrible catchphrases! Wanted to 'kill him' so that at least the book will end. No plot, no climax."
144,Ali,"I'll be like Good old Holden:it's not like I didn't like it per se, it's just there's not much to it. I Mean you expect it to be something very Classicsh since Mel Gibson kept buying it in the Conspiracy Theory but it was some sort of disappointment, you know what I'm saying ?the writer kept repeating the same stuff over and over to the point where you think he was out of words to write. I somehow enjoyed it but it didn't add much to my library."
145,Anna Cait,I did not enjoy this book at all. The main character was so pessismistic throughout the whole novel. It made me feel so miserable as I read it. I think I may have felt this way because the book was in a teenage boy's perspective. A boy who I was talking to about the book said he loved it and could relate. It does present ideas on the consequences and life lessons learned when one rebels agianst society. This boy spends his entire high school carreer rebeling and finally realizes what really matters at the end of the novel.
146,Jesse Michehl,I came in not wanting to read it cause it was a classic and it was just a stupid book IMHO there was no clear storyline besides the main characters flashback and the cussing got old after the first chapter so overall is was a pretty dumb book 
147,Chad Paradis,In my opinion it was a horrible book about a confused kid that accomplishes nothing at all. He needs the guidence of everyone to stay on track and needed to get a grip on what he was doing and grow up.
148,Faye,Holden is one of my least favorite characters. He hates almost everyone. I don't really identify with him at all. 
149,Gabriela,Having read this book I didn't like and really didn't understand the whole ideal about the book was trying to get across. Having to read this was a dragged for me and thought that I would never finish. Just overall I hated this book.
150,Chippy *Moves Like Jagger* Marco,"Someone reminded me about this book, so I'll do a review:1 Boring2 Couldn't finish it3 Couldn't relate to the character4 Not for me5 Wasted my money buying itThe End."
151,Marissa," I read this for school in high school, and I didn't dislike because of that. I disliked it because I felt the story lacked any real reason to read it. I don't regret reading it, however I,do not understand why a story about a Whitney,teenager,became such a classic."
152,Ashley Ho,"I failed to find plot, conflict, or anything that drew my interest in this book :( I read it as a summer assignment and thank goodness I won't have to read it again."
153,Jamie Griffith,I hate hate hate this book! How it is considered a classic I will never know. The characters are annoying and the plot isn't that great either.
154,Ryan,"On my ""I had to read this for school and hated it and now I want to read it for pleasure and see if I still hate it"" list."
155,Sean Durity,profane and inane. I do not understand why this is called a classic. I will admit that Salinger creates quite a voice for Holden and creates a few moments of pathos. But Holden is so whiny and profane. He really is. ;)
156,Ryan Sigman," The Catcher In The Rye was not a terrible book, but it was not a very good book either. The pros of this book is that this book is very connectable. The main character is named Holden and he is a teenage boy. He deals with a struggle just like most teenagers with school, except he keeps getting kicked out of schools. He also goes through a struggle with his family. The cons of this book is that the characters have a very strange and awkward way of speaking in the book.It is very hard to understand. Secondly the book is boring. This book lacks excitement. There is no plot twist. Lastly the book moves on very slow and is very dragging. It goes over what it needs to for explanation and it made me get confused about the situations in the book. Holden is a similar character to Reese, the main character of a book I am currently reading called Lockdown by Walter Dean Myers. Both Holden and Reese go through the hard struggles that life can be. Reese is in jail and Holden can’t stop getting kicked out of school. Both characters just want to live life and be free so that they can be with their little sisters. Overall I find this book horrible and a big joke. This book is slow, completely unexciting, and just plain pointless in my opinion. But I would recommend this book to people that enjoy reading stories about life and struggle."
157,Iona Sinclair,"HATED IT! I forced my way to the end because I thought it might get better, but it only ever got worse. I hated the narrative, and the main character, and the way everything was 'phoney' ( a horrible American word which I hate ). It took me ages to read and I ended up wishing I hadn't bothered."
158,Jeff Walden,"The story of a haughty, aimless, irresponsible teenager wandering around for a couple days, doing nothing of importance: thoroughly uninteresting. I don't see why people like this book -- it's just ""Hey, look at the antics of this stupid kid!"" I suppose the traditional answer is that it reminds many people of themselves (it didn't for me -- I was always quite down to earth, perhaps too much sometimes), but what would make such reminiscing about ephemeral, meaningless, and unimportant stupidity enjoyable to someone? I don't get it. Alternately, maybe they empathize with Holden Caulfield, but I could muster up no such empathy when I read this at 16 or 17.This book was obviously successful, so it must have done something for lots of people. It did nothing for me."
159,Leonie,It's bad but I seem to find this a recurring problem when it comes to certain 'classics' at the moment. I just don't get it. What was the point of that whole story? If it can even be called a story. There was no beginning. No middle. No end. All it was about was a stupid 16 year old boy who didnt appreciate what he'd got running around New York after getting kicked out of school. The writing style reminded me too much of a clockwork orange. Heavily disappointed with this! 
160,Herb,"I don't know why this book is supposedly a classic. What a monumental waste of time. I kept forcing myself to plod further and further until I got to the stupid end of the book. I haven't felt this resentful of an author wasting my time since I read The Lord Of The Flies, which used to be my all-time hated book. I have found a new, lower-ranked book now, though.This book is on many lists of books that are banned for various reasons, and perhaps it is banned because of the language or maybe it's because there are a couple of themes and scenes that could be construed as ""adult"" but maybe the reason it's banned is because it is stupid.The language is mild by today's standards (especially if you've ever read any Crichton) and the character only has one phrase he really uses through most of the book. The ""F"" word appears in a scene toward the end, too.I can remember someone suggesting I read this book when I was a teenager, but of course I didn't because I was told to, but when I was that age I was too arrogant to have seen myself in it anyway. Even now, although I could identify with Holden Caulfield somewhat, he was just more of a caricature than a character to me. Besides, nowadays, his teachers would report to his parents that they thought there was something wrong with him years before it ever got to the place it is in this book and if the parents wouldn't do anything then they would turn the case over to the SS or CPS. Either way they would have simply given him a prescription and sent him on his merry way.I would never recommend this book to anybody, especially if I wanted to be their friend anymore and I am glad I got it at the ARC Thrift Store half-price sale and only wasted seventy-five cents. It will be good for them, though, since I will be donating it back to them and they can resell it to some other sucker."
161,Kelsey,Holden is a narcissistic brat. The center of his world; spending time doing nothing positive. I wonder if his language abilities were a sign of Tourrette's. 
162,Drew,"I place this in the ""to read"" category as a tongue-in-cheek reference to the fact that I have never, and will never, read this book. The same goes for anything by Bukowski or Kerouac.I'm sure the books are fine, maybe great, but as a rule if I ask a non-reader (that is to say one who only reads what is assigned in class or what is fashionable at their age level/in college) what their favorite book is, it will most often fall on one of these books. I therefore find these books to be ""untouchables"", to borrow from the Indian caste system."
163,beatnick,This to me is one of the most overrated books of all times. I HATED THIS BOOK. Thank god I read it in a day so it didn't take up to much of my time. I think if I would have read this when I was an angry teenager I could have related to it more. 
164,Evan,"I did not like this book at all. There was no excitement, no climax. Holden was annoying to me because he disliked so many people. The only people he liked were his sister and Jane. I thought that he would reunite with Jane but not at all. They didn't even talk. Because everything was boring or upsetting to Holden, it made me be bored and upset with the book. "
165,Rachel Koch,"I don't understand the reasoning for the hype in this book. Although it was well written with a beautiful language, I just didn't get why it's said that all people must read this book. While some books about people thinking reveal a deeper meaning and insight, I failed to find any insight presented in this novel. Nothing happened, and I felt when I finished, that nothing will ever happen to the main character. No thank you."
166,Julie Wright,I did not enjoy reading this book at all. I can see at the time it was written that it would be great. I guess I am numb to hype
167,Saraha19,annoying 15 yearold
168,Amanda Beecroft,HATE this book. Read it because so many people rave about it and consider it a classic but was thoroughly disappointed.
169,Mackenzie Lane,"Nope.The only good thing I can take away from this novel is knowing I have never, and will never be able to identify with Holden Caulfield. "
170,Kimmah,"Ok, I hope nobody murders me for this. I just didn't like the book at all. I didn't care about or like the characters. I didn't like the writing style. The only thing I can say about this book that I actually enjoyed was the metaphor of the catcher in the rye. I understand why this book has a place amongst the classics, but I wouldn't recommend anyone ever read it. It's a waste of time.Now please don't hate me for not enjoying the book. I know so many people that identify with Holden. I've actually lost a friend over the book. It's just not for me."
171,Will Owen,"I could tell you about how Holden is a whiney little twit, but I am not in the mood. I really am not. You have to be in the mood for these sorts of things."
172,Steph,"Never actually finished reading this book because I wasn't feeling the plot and narration as well. Maybe it was too bad to expect too much from a book known to be such a good read. One day, maybe, I'll be able to finish reading this :)"
173,Negishi,"i cannot wait to read murakami's japanese translation version of the book. oh boy, how i didn't like holden's english. you wouldn't believe it. i really didn't. "
174,Jeannie Brimat,Hated it!
175,Plucino,"""and all""Oh! Genius!"
176,Neil (or bleed),"1.5Well, I first heard The Catcher in the Rye when I was in first year college and my cousin was listening to the song We Didn't Start the Fire since he will use it for a project or a presentation if I'm not mistaken. After that, I've searched what is it and found out that it was a book but I'm not fond of reading novels way back that time so I didn't search what it was all about. I just have the idea that it was a book.Then after a long, long years, I finally read it and boy, was i get disappointed. Boy, was I get annoyed. Holden was annoying as fuck. I tried to understand him and symphatize with him and boy I can't. I don't know but I really can't. I also tried to think deep and dig my emotions about what I learned from this book or what I felt about the characters and the story itself and I think I've got none and none, just a couple of boy-sentences and annoyance, probably. And in this kind of book that seems plotless or doesn't have a compelling plot, I'm rooting from the main character to what will he become or to what I will learn from him or from the story itself or what I will realize after all but yeah, none.Anyway, I liked a particular scene and that includes Phoebe or probably I just like Phoebe thus I liked that particular scene. I enjoyed her character so the 1.5 stars solely goes to her.Goodbye."
177,Jami,"Well I was very interested to read this ""classic"" but every time I picked it up I fell asleep. It doesn't really seem to have a point. "
178,Nargess,کتابی که در سن نامناسب خونده شد....اصلا نتونستم باهاش ارتباط برقرار کنم...واسه دوره نوجونی میتونه عالی باشه!
179,Eddie Snipes,"Pure junk. How this became so critically acclaimed, I have no idea. It's a very short book, but I had to force myself through it. It's about a young man who is getting kicked out of college and looks at life as though everything is wrong with everyone but him. It is filled with profanity and hopeless delusions. The title has nothing to do with the story. It is a partially inaccurate quote from a poem he heard a child quoting as he walked by. You can save yourself the trouble of reading by rubbing sandpaper over your eyelids."
180,Sarah Ryburn,"really didn't care for this when i read it in highschool. time of life issue? thinking, perhaps, its reputation argues for a second reading..."
181,Ltljohn,"Augh - What are people thinking? This was a horrible book. I felt like I was reading some very very bad high school writing project. No story, no point, bad grammar. A total waste of time."
182,Brett Mullane,"Warning: This is not a book about a guy running around in a field of grain all day trying to get better at baseball. Very disappointed.On a serious note, I was enjoying this book up until the point where he was in New York. It was funny seeing how Holden interacted with his school ""friends"" and I let it slide because I thought perhaps it was his current surroundings making him act that way. Unfortunately it wasn't; Holden is beyond a jerk and it scares me to think that people relate to this character and his views. Shut up, Holden."
183,Kymberli,"I guess with this book, you either identify with it, or you don't. I don't. Holden is SO whiney. About everything. He is the definition of emo.There are much better coming of age novels out there."
184,Emerald Lavere,"Forced myself to read the entire book in hopes I would eventually understand what all the hype has been about. Now I'm finished and my opinion is...it's a piece of crap. Ultra annoying, rude, immature protagonist that suffers from depression and internally insults almost every person he encounters or thinks about. Reading this was a miserable experience, but after having it on my ""To Read"" list for ages, at least my curiosity has been satisfied, and I can check it off my list, which is the best I can say about it. "
185,Beguine,"People either love this book or hated it. My god do I hate this book. The protagonist makes me want to smack him upside the head and yell ""how are you moving your legs without a spine!"" It's not even one of those books that I hate but acknoweldge is nevertheless acknowldege deserves the title masterpiece. Even if I attempt to be objective, it seems to me it was merely OK to pretty good at best. That said, lots of people whose taste more generally coincides with my own loved this book, so if by some chance you weren't forced to read this in highschool by all means give it a try. "
186,Jannelle,"Eleventh grade required reading, did not enjoy, teacher discussed it in great detail, my thought was and is 'much ado about nothing'."
187,"Sarah ""Pippy""","I started this but will not finish it, I just could not relate to the main character and found him to be far to self indulgent."
188,Deanna-Ray,"First off i have never ever hated a book before. Last week my teacher handed me this book so i read it. I wish i could undo that this is the WORST book i have ever read, and i will never read it again! If i could give it a zero i would. I wanted to strangle the main character for thinking everyone was either phoney or chessey the world is not that black and white."
189,Kimberley,I borrowed this book from the library and quickly got into the book. However when I got to about half way I just lost interest and the character annoyed me so much. That I just gave up reading this book and moved onto something more inspiring and thought provoking.
190,Miranda,"I don't see why everyone loves this book. It's depressing. The character doesn't grow, the story goes nowhere... maybe I missed the point."
191,Victoria (Victoria's Reading Pantry),"OK. Before I begin this review, allow me to state that I understood the premise of this novel. I know that there is so much more to this book than the plot and characters. In fact, I even wrote a metaphor about it, which is more than I do for other books. ( ironic, as my entire site is a metaphor)""Catcher in the Rye is a placid lake. When you look into it, you see your reflection; beneath the surface there is so much more to be discovered.""Now that I have satisfied the countless CITR fans, I will be brutally honest with you - this novel didn't do much for me. In fact, I can't say as though I really enjoyed it. A part of me, the rebellious side, got a kick out of the fact that I was reading a ""dangerous book"". Catcher in the Rye has been banned from countless schools and libraries across the globe. However, I cannot fathom whether it is because of Holden's profusion of profanity or affinity for a marital occupation, or because this book reaches out and strikes a chord on the heartstrings of lost and confused people everywhere. Essentially, the novel follows a more mature, adult Holden Caufield reflecting about when he was kicked out of school for the final time, and his journey, through New York, home. There isn't much of a plot, yet the reason that this book is so lauded is for the language. Holden's words are off-putting yet relatable. Holden spends the entire novel just trying to get someone to listen to him, a an issue that deeply resonates with young adults. At least, it does for most. I did not find Holden's problems palpable, as I find that those I speak with are interested in what I say, or at least care enough about me to pretend. I know that my words here, though they be eternal, are not widely read, and that does not bother me as much as it might others.That is why I did not enjoy this book as much as thousands of others have. If you are searching for someone to simply take you seriously, you are more likely to revel in this novel than I am. I shall reread it again when I have more experience, but for now I am interested in hearing your thoughts. Join the discussion at http://tabletalk.victoriasreadingpant... "
192,BK Blue,"I read it once, in my early 20s. Perhaps I was too old to ""get it""? Maybe I was just in the wrong place in life? Seriously though, I personally found it to be overrated. Im usually all for some good old rebellion and angst, but I remember not caring much for the character. I just found him to be an annoying and pretentious teenager. Aren't there enough of those in real life? Yes, the world sucks especially when you're a teen dealing with the phonies, and the logic of adults is absurd. It seems like there's no point, in anything.Welcome to the world, Holden. Welcome to the world.Maybe it was just too introspective for me? Nah. This novel just wasn't my cup of tea, I guess. Sorry.Perhaps I will try reading it again one day.Nobody hold your breath."
193,Terri Light,"I know, I know, the whole universe is supposed to love this novel. But I don't and here is my story. I come from a Bible Belt state where, in 1982-85, books were still banned from school libraries and reading lists. Most literary parents just gave their kids the books outside of normal curricula. I, however, missed out on quite a few. By the time 1983 rolled around, I had read Jim Carroll's ""Basketball Diaries,"" and because it was adjacent on the college library bookshelf, Tom Carson's ""Twisted Kicks."" Once you have read these hardcore punk coming-of-age books and poked around into Beat poetry, there is no going back to the age of innocence where this would have mattered to me. "
194,Eliza,"You know everyone loves this book and praises it for it's ""true teenage"" voice but I just honestly could never commiserate with this dumb obnoxious kid who swears too much. I did like his caring for his little sister but I just hate this book. I hope to never be forced to read it again. "
195,Tigger,"I'm going to be honest... I wasn't interested, and I didn't really ""get it"". I suppose I can see the messages - the awkwardness and confusion and difficulty of getting through adolescence in a rough and ever changing world, but I didn't feel it at all. I suspect perhaps that part of the reason I disliked this book so much is I'm just a little too old for it - I had Holden's self loathing world loathing ""it's all phony"" phase in high school, and while I still get that way sometimes, travel and university and cognitive maturity have helped me move past it to a stage where I want to see and achieve more with my life. Now Holden's whininess and banality just frustrate and bore me. Salinger's captured the angst of teenage life perfectly, but I hate that the book never really comes to anything... Holden doesn't get anywhere, and neither does the reader. "
196,Wardenfangirl,"This is one of those books where people will either hate it or love it. Sadly, I was one of those who do not like the book very much..."
197,Nura Al Shaikh,"I will make a Sims character out of Holden, dress him up in a tuxedo, take him to the kitchen for a fulfilling meal, and then kill him off over and over again in the pool while I drink a cup of hot cocoa and munch on some cookies... maybe some madeleines, too."
198,Maria Jaqua,I hated this book. I had to read it for class twice. It is 200+ pages of whining from a upper-middle class white male who flunks school at his parent's expense and bitches about how shitty his life is. 
199,Derek,"I didn't know if you could give a book a 0 star rating. This book was terrible. There is a reason that there is no description of the what the book is about on the back cover or the inside flap, the book is about nothing! It is literally reading the diary of a crazy person. It makes no sense. I can't understand why this is a classic."
200,Alex Martinez,"I have no idea why so many people like this story. It's long, boring, with a terrible plot that goes nowhere."
201,Karina Contreras,I found it extremely painful to try and get through such a ridiculous novel. I feel pure hatred for Holden he had the tendency to curse just about every sentence. There was no significance or lessons learned or even character development. Holden In my opinion believed he knew everything about the world which is that everyone is complete morons. I was utterly disappointed on how much time I wasted reading it.
