,user,review
501,thegirlwhoreadssbooks,"OMG! This book was so addictive! I couldn't stop reading the 100 last pages. I thought for myself ""I want to know. I WANT TO KNOW!!"".Someone said me that the ending of the book was a little predictable, but I don't think that. In the last chapters, even before the last Megan's Chapter, I started to connect all the details, till I found out who was the Megan's murderer. I don't think that the ending of the book is predictable (it's my opinion, of course). It could be predictable if in the end, the Megan's killer was her husband or Abdic. I think that Paul Hawkins had the talent that most of the Thriller's authors don't have: She made me think of all the possible options, that in the end, any of them were true. So, I loved it. I hope that in the future, this book can be adapted into a movie. "
502,Margaret Madden,"Rachel is on a downward spiral. Her marriage has broken down, she has lost her job and her drinking is more than a small problem. Taking the commuter train to London, at peak times, each working day, she watches the world go by, rather than confronting it. As she observes the same people, in the same houses, each day, she begins to form a picture of them in her mind. Their names, their jobs and their routines. The fog of alcohol helps bring these people to life, for her, and when she hears that a young woman that she he has been watching, has disappeared without trace, the reality of what she has witnessed hits her with a bang. The only thing is, with a reputation as a drunk, prone to mental breakdown, will anyone believe her?This debut novel is creating a lot of discussion at the moment, although not released until Jan, the reviewers have given it a resounding thumbs up. I agree. An addictive read from page one, Rachel is a character that demands attention. Her descent to her current level is drip fed to the reader and the pity, shame and despair that she feels is palpable. She is a victim of circumstance and there but for the Grace of God go I...The unsuspecting 'actors' in her real life play are only seen for a few minutes each day, but she feels a connection to them, makes them part of her journey and her routine. The past is interlinked with this street and the alcohol keeps her connected more than she should be. Prone to blackouts after some of her drinking sessions, Rachel struggles to piece together the weak parts of her memory that may contain information about Megan, the missing girl, and the night she disappeared. Did she witness something or is it all related to her depressed and drunk state? The standard of this novel is high. Way high. Much stronger than Gone Girl, paced at break neck speed, hidden stories and twist and turns throughout. For fans of Into The Darkest Corner and Before I Go To Sleep, it is a superb psychological thriller, with hints of classic black and white Hitchcock movies throughout. A perfect way to escape reality, and may make you look at your fellow commuters in a new light. Sure to be a massive bestseller!"
503,Gully Ditta,"Before going into this, I should highlight that I listened to an audiobook with amazing narrators, and that could have contributed towards the high rating!I thoroughly enjoyed this novel, though I know a lot of people felt otherwise. I loved the narration: in the beginning, I felt like an outsider peering into the deepest recesses of Rachel’s drunken-creepy-obsessive-disturbed consciousness. I liked how the different narrators didn’t sugar-coat their feelings and expressed them candidly. The unreliable drunken narrator was definitely one of the highlights of this novel. (I suspect the author, Paula Hawkins, made those train journeys that her character Rachel did, while sipping pre-mixed gin and tonics!) Much to my embarrassment, I could associate with Rachel’s drunkenness—though hopefully that makes me a typical Londoner in his twenties! Anyway, Rachel, who appears to be a self-loathing, snooping, anti-hero ends up becoming the hero of the novel—which I very much liked. I also think the characters were believable: ranging from Megan, who suffered from anxiety and lacked direction, to the overly concerned not-so-best friend Cathy, to Tom, who wins the award for being the ultimate douchebag.All in all, a great mystery-thriller, and I look forward to reading more novels like this (Gone Girl, here I come!)."
504,Krystyna,Page turning fast read! The change in perspectives through out the story adds a great element to the story.
505,Westerville,"As a reader you taken down a rabbit-hole of lies, betrayal, and guilt. There is red-herring after red-herring. - Kaya, Adult ServicesReserve a library copy."
506,Lynne,"The moment I finished this book, I said ""wow"". This is the best novel in any genre I've read in a long, long time.The story revolves around Rachel, who takes a commuter train every day and notices a couple she calls Jess and Jason, whose home backs onto the train track. Along the way, we learn about Rachel, her present and past life, and ""Jess and Jason"". The stories are woven together seamlessly, with a growing feeling of inevitability. The author's talent for telling a story is impressive.We learn that Rachel is a mess. She is so flawed, you have to feel terrible for her. She is lonely and isolated and damaged, but finds that she is not ready to stop fighting her demons. I like how complex she is, how fragile and yet still alive. I really cared about her as I read this book. She makes so many mistakes, and during the story she becomes more aware of them and what she needs to do to stop making them. Other characters are layered, surprising, and complex as well, though I won't say more as I don't want to spoil the read for anyone.The story is a thriller, a whodunit of the very best kind. There are red herrings and plot twists and dark back stories. Yes, I figured out who did it before the final reveal, but that was because the author led me there intentionally. And even so, there were surprises and revelations right up to and including the final page.Various points of view and a shifting timeline are used to tell the story. The chapters are mostly short, with dates and names to help the reader. I thought this was an extremely effective tool. It kept the story just flying along, and it casually dropped shocking bits and pieces of characters' lives on the reader in totally believable ways.In reviews, this book has often been compared to Gone Girl. There are some similar plot points, and they have the shifting narrative point of view in common. In my opinion, The Girl on the Train is by far the superior story, told by a far superior author."
507,Kelly Butcher,"I love books that are told by multiple narrators- especially when you know that those stories will intersect one another at some point in the story-- it is the waiting for that intersection to occur that gets me every time. It is like looking down on a road, waiting for cars (or trains) to collide with one another. This book was artfully written- and the moment when the narrator's stories connect is perfect. When I figured out who the bad guy/girl was, I almost dropped to my knees. I was doing dishes and listening to the book- and that moment when my brain clicked all of the pieces together, it literally took my breath away. That... that is what makes a good book. "
508,Erin Clemence,"I read “Girl on the Train” simply on recommendation and the fact that everywhere I looked, I saw or heard about Hawkins’ novel. So due to its popularity, I thought I’d give it a shot. Am I ever glad I did. “Girl on the Train” tells the story of Rachel, a daily commuter who, while riding the train one day, witnesses an event that changes the lives of not just herself, but of several others. This book has been compared to “Gone Girl” and it is an accurate comparison. This book has the jerk husband (more than one actually in this case), the missing wife and the speculation that Flynn’s novel has; as well as the suspense and the gripping storytelling. The characters are compelling and dysfunctional, which adds such a powerful emotional component to the story. I actively hated Anna for the majority of the book (right up until the end in fact) and when a reader holds such a strong opinion of a character, you know the writer has some insane talent. To think that this is Hawkins’ first novel is surprising- however I am happy to hear this because it means that I did not miss any of her previous works. I will be lining up, alongside everyone else, to read anything else she creates"
509,H.,"Wow. This one was a wild ride from start to finish. The trio of women at the heart of this book, Rachel, Anna, and Megan, are all unreliable as narrators. The first is a blackout drunk, the second is a former mistress gone domestic, and the third is a serial cheater. Between the three of them, we get a story that is deliciously jumbled and fractured, and the truth is wonderfully hard to figure out. Literally every single one of the ensemble cast is messed up in some way. You'd be hard-pressed to find a single positive character in this book. I think it's safe to say there are, in the end, three couples in the centre of this book: Rachel and Tom (divorced), Tom and Anna (married with a baby), and Megan and Scott (married). Each brings their own set of problems to the table and each is absolutely vital to the story. None of them are trustworthy, though. At its core, The Girl on the Train is a book about love gone wrong. You can see it in Rachel, can see it in Megan, can see it in Scott, can see it even in Tom. It's a book about suspicion, and jealousy, and desperation, and rage. It's a book about loss, too, but it's also about the fact that you can't truly know someone just from glimpses into their life. In the same vein, it's a book that says you don't know the person you love the most as well as you think you do. It's quick-paced and written relatively to-the-point, so it's an easy, enjoyable read.As a quick end-note, I absolutely love the e.e.cummings reference quite at the start of the book, and I love how it fits into the story like a charm:
Life is not a paragraph, and death is no parenthesis.
"
510,María,"5 de 5 estrellasNo voy ha decir demasiado sobre él porque no se debe, hay que subirse al tren, mirar bien por la ventanilla y descubrir que sucede en el trayecto. Ha sido la novela del verano para mi. Si quieres sentir emoción, intriga y leer una buena historia, a por él. "
511,Kim Kudla,Loved it!!
512,Alison Winter,This is nothing like I normally read but I thought it was brilliant.
513,Kristy,This book was hard to put down! Rachel you feel sorry for but are also angry with-strange kind of character that is hard to cheer on. Spellbinding. When traveling I often wonder about the homes I pass and the people who live in them. This added whole other twist to your imagination.
514,Atrapada Enunashojasdepapel,"La trama está muy bien hilada, y no sobra ni un solo párrafo. La historia es tan buena, que a veces perderás la noción del tiempo mientras lees. No quiero contar más, puesto que es una novela de intriga y misterio, con grandes dotes de suspense. http://www.atrapadaenunashojasdepapel..."
515,Krista,"Wow, I couldn't put this one down until I was finished. Great book! "
516,Aaron,"Rattled through this book in a day. Just could not bring myself to put it down. Ate, drank coffee and smoked cigarettes, all the while turning pages compulsively to see what happened next. Haven't read a book this good in years. Wish I'd never read it so that I could read it again without knowing the plot. Loved the style and pace of the novel, loved the characters, loved the plot. Felt very real, totally authentic. Can't think of any real criticism, which for me is rare.A totally unexpected gem. If you like psychological thrillers, I'm pretty sure you'll love this."
517,Jeannette,Phenomenally written. Best plot twists I've read in quite some time. 
518,Kristi,"I really wish I could give half stars. I feel like this was a 4.5 ... leaning toward a 5. I listened to the entire book in less than 48 hours during a camping trip. I got it as a free download and figured I'd give it a shot, though with all the hype about the book, I actually didn't know anything about the story. I'm really glad I didn't because I enjoyed letting the story unfold. It was unpredictable, frustrating, compelling, amazing. A great modern mystery. I really enjoyed the audio experience for the most part. The readers for Rachel and Megan were good, though the voice for Anna didn't work for me. I think what I missed about the audio vs. a print copy, though, was the ability to work out the timeline for myself. There were times when the women's narrations matched up and overlapped. And then there were times when they did not, and it took me a while to figure out that one person was narrating in March while the others were narrating in July, for example. "
519,Martha,"Page turner. As wild a read as ""Gone Girl."""
520,Julie Kennelly,Wow ! I absolutely loved this book - I had to stop myself from reading it in one sitting - it's totally gripping a real page turner - I really liked the way it was written from the 3 women's perspectives and loved the way the story unfolded giving just enough glimpses to keep you second guessing right up to the end - this is a must read for anyone - best summer read so far - excellent book 
521,Mary Alice Sexton,"Loved it, Loved it, Loved it! Psychological thriller. Could not put this book down, finished it in 2 days. I loved this book so much that I am anxious that my next read is not going to hold my interest! Going to change the genre to historical fiction because there is not another book in this genre that will be an equal match. Loved it! (Did I say that already?!)"
522,Sarah Morton,"I suppose we're all unreliable narrators of our own lives. Ask 10 witnesses what they see and you'll get 10 different answers. Over time, our memories shift like tectonic plates, so slowly that we don't realise we're creating our own version of the truth. It's human nature, which makes unreliable narrators the most terrifying of protagonists. They jump out of the page like new friends, drawing us into their deepest thoughts and sometimes making us forget that we don't really know them at all.Hawkins' debut novel is astonishingly good and features all the hallmarks of a master thriller. Much like Gone Girl, the story revolves around a missing wife and the dangerous question 'what really happened?' But that's where the comparison ends. The Girl on the Train is executed with far more intensity, the tension building amongst the trio of unreliable narrators, until we can't be sure what to believe anymore. Hawkins has certainly set the bar high for thrillers in 2015. I can't wait to see what she comes up with next."
523,Menna Ashraf,"Wow. Just wow. I don't usually read thriller, but that was so much worth it.I have a love-hate relationship with this book. Everything about the character is absolutely repulsive. They're so repulsive that I've eventually pitied them. Especially Rachel—I pitied her so much. She's so pathetic, but I sympathized with her. I HATE TOM. He's so infuriating. I was so happy with the ending. It was the poetic justice I anticipated. I really liked the writing style and the thrilling vibes. Overall, I loved it. But hated the characters, that's how I know the author succeeded."
524,Gina Wade mcdonald,"excellent, I lost sleep to finish this, totally unique and unpredictable"
525,Michelle Mcallister,Awesome book!Lots of twists and turns keep you on the edge of your seat until the end. I could not put the book down!
526,Sylwia,"http://sylwiasbookshelf.com/the-girl-...As you might have guessed the book is about a girl on a train :) Every day she takes the same train and stares into the windows of the same house. Until one day she sees something terrible, which she can’t keep to herself. Sounds a bit creepy? It did to me, and that’s why it got my attention, I was really curious about what Rachel saw. What could she have seen that was so horrifying? And then I got to the part where she sees it, and I thought: well, it’s not really that terrible. But it was what happened next that was truly terrifying. How it would change her whole life so dramatically that she would never be able to forget it.Paula Hawkins introduces a few different characters who, seemingly, are not connected at all. You might think they’re just part of a side plot, but she has a plan for every one of them, At first it seemed like I had everything figured out and nothing was going to surprise me, and then Paula delivers a massive twist that I haven’t seen coming at all!. Now when I think of it after I’ve read the book, it was kind of obvious, and couldn’t have been any other way. But she so skillfully diverted my attention to other details, that I was really stunned by the sudden change of events!Throughout the book the story is very well paced with a lot going on and a lot to think about and try to figure out. As is the case with most books, there’s just a a bit in the middle where the story slows down a bit. But do not quit there! It’s just a devious trick by Paula just so she can take you by surprise with a twist a couple of chapters later… A bit of the ‘calm before the storm’ idea, so keep reading!"
527,Mary Ann Heinsman,"All is Not as it SeemsA girl on a train, a perfect couple, a horrible crime, secrets and lies. Many, many lies. Unable to cope with her past and her current situation, Rachel Watson invents a fantasy life for a young, vibrant couple that she observes on her daily train commute into London. An alcoholic, Rachel's obsession with this couple fills the emotional void in her life and the alarming gaps in her memory. When a horrible crime rocks her small suburb, Rachel must face her demons in order to learn the truth. But exactly what is the truth and who, if anyone, is telling it? Paula Hawkins weaves a complicated web of deceit in which all the players see the same events through their own clouded perceptions. The reader is kept guessing as Rachel is drawn further and further into the mystery and each character's secrets are unraveled. And everyone, including Rachel herself, is lying to protect their darkest truth.In the same vein as a Hitchcock movie or a Gillian Flynn novel, The Girl on the Train is filled with suspense and twists. The reader's loyalty shifts from one character to the next at the hand of Hawkins' masterful storytelling. Her characters are deeply flawed, yet extremely compelling. Although I found Rachel to be loathsome at times, I was rooting for her to overcome her personal battles and find peace. "
528,Elena,"Muy bueno,nada mas comenzarlo me ha enganchado y no podía parar de leer. Evitaré spoilers para no desvelar nada sobre la trama.Sólo decir que lo recomiendo a todo aquel que les gusten los libros de suspense."
529,Nique,"Talk about a page-turner! I got to the point where I never wanted to stop listening to this book. Every time I thought I had it figured out, something else surprised me. The characters are incredibly interesting, and I like that they are not one-dimensional. "
530,Pamela Scott,"The Girl On The Train is a great thriller, packed with twists and turns and complex characters. There is a lot of hype about this book. I don’t pay attention to hype or use it to make judgement about books. I wanted to read this because it sounded right up my street – the kind of thriller I love. I was right. The book exceeded my expectations. I thought the characterisation was brilliant. The book is narrated from the point of view of three women; Rachel, the girl on the train who’s unemployed and has a serious drink problem which has gotten worse since her husband left her for someone else two years before; Anna, the woman Rachel’s husband left her for and Megan, the woman Rachel watches from the train and projects her happiness fantasies onto. Rachel is my favourite character, she’s so messed up, holding onto her sanity by a thread and wonderfully real. I really like the way the book moves between the viewpoints of these three women so you get to see what’s going on from different angles. This can work really well and the author pulls it off. As for the plot? I thought this was a great, original thriller. There was so much going on. This one of those books where the author makes you think about twenty different things are going on and when the truth is revealed at the end of the novel it’s the opposite of what you’ve thought all along. I absolutely love it when an author surprises me. I loved The Girl On The Train."
531,Maggie Doerle,If you like psychological thrillers you must read this. Unputdownable!
532,Robbie Crowley,SO GOOD! 
533,Mark Laumakis,"10X Better Than Gone GirlThis is the best book I've read in 2-3 years (and I read 60+ books per year). Terrific plot, engaging characters, wonderful writing -- this book has it all.Read it now. You'll be glad you did!"
534,Marie Cheek,"The Girl on the train had my complete attention! The story is narrated in first person by three women whose lives cross. The main character is Rachel, an extremely flawed woman who drinks so much that she has blackouts. When she reports an important finding related to a missing woman, she is not taken seriously. After one of her many blackouts she thinks she saw something significant, but just can't remember. Her struggles to try and reclaim that memory puts her in progressively worsening danger. I really loved the suspense and the unpredictability of the story. The characters here believable...especially Rachel and he alcoholism. It's one of those books that's keep you in suspense until the very end. I highly recommend it."
535,Jean,Loved it! Very suspenseful and characters that were interesting. Similar to Gillian Flynn - read it in three days because I couldn't put it down!
536,Romany,"Great book, in the same way that Gone Girl was a great book. Read it straight through cover to cover in two days. Gripping storyline follows a woman, her ex, his new wife, and the neighbors down the street. But who dunnit?"
537,Lucy Barker,"This book was everywhere months ago, so not wanting to miss out on the latest great thing, I ordered a copy from the library. In my current assignment-laden state I only read about the first chapter before it was due back. It took me a while to decide whether I would attempt another request. Rachel, the main character whose perspective we begin with is really disconcerting, I wasn't entirely sure I wanted to inhabit her brain again.I finally had another crack and all I can say is, brilliant. With a motley cast of characters whose behaviour and motives are very slippery, it kept me hooked (second time around!) It sort of vaguely sits in the same genre as ""Gone Girl"" although in a very British rather than American way.Worth reading if you don't mind a little bit of gritty in your fiction."
538,Toni,"Fast paced, once I figured out who the villain was, I had to race to get to the finale!"
539,Clinton Sweet,"Immensely enjoyed this and really struggled to put it down. I was engrossed by the intrigue right from the start, constantly re-guessing possible outcomes. "
540,Nasira K,"It started a little slow for but only a bit.. Sometimes only details do that to me, when nothing is happening. But I believe those details are necessary for us to understand everything before anything major happens so I kept going. After a few chapters, it was nearly impossible for me to put the book down. This book made me stay in one place for 5hours until I finished the entire thing. I generally do not like unstable or sad, depressed main characters and I still couldnt stop reading this. The ending of course blew me away!! I cannot wait for the movie! I was jumping up and down when I found out. I loved the style in which the story is written. It goes back and forth between what happened before and what's happening now which I think is a major reason why it hooks the reader to the book LOL. We all wanna know what it was that happened back then. Ughhh. Anyway, it's been a loooong time since I liked a book this much. I'll definitely be looking for the author's other books. "
541,Tazitazitazi,"Popularne knjige me obično razočaraju, ali ova nije. Ima izvrsnu krimi radnju (ispričanu iz prvog lica od strane tri ženska lika), odlično razrađene likove (sa svim vrlinama i manama), odlično pogođen tempo (bilo mi je neobično da se treći lik pojavljuje tako kasno, ali se to pokazalo opravdanim). U svakom slučaju izvrsna knjiga."
542,Gina Hudson,"new favorite author. can't stop reading this book, can't wait for new ones from the this author"
543,Lisa Winter,great read!Great suspense! Loved it! Kept my interest till the end. Would recommend to anyone especially those who liked Gone Girl.
544,Jose,"Good thriller of the domestic kind. Page turner not only because of the well paced unfurling of the mystery but also because of the unpretentious writing. The portrayal of the main character as an alcoholic and depressive, as well as her yearning for an alternative sounded plausible for t he most part. "
545,Lisa  Welch,Good read! This would make an excellent movie too! (if it's done right that is)
546,Karen Naylor,"Let me first get this out of the way: “The Girl on the Train” by Paula Hawkins is this year’s must-read book.Very soon, the innards (and outards) of this debut novel will be covered in praise-filled quotes written by successful mainstream writers and glossy magazine editors (the magazines being glossy, not the editors). And once it enters the Oprahsphere ... well, we all know what happens then.You’ll buy it / download it / borrow it / whatever it. Maybe you’ll even read it while you are commuting on the train. (Would that be ironic or coincidental? I always get those confused.)But, bottom line, and all cliches aside, you’ll read “The Girl on the Train” and you’ll like it. And not in that overcooked, unbuttered Brussels sprouts kind of way.It’s the story of Rachel, a drunken ex-wife whose bitterness is all-consuming. Then there’s Anna — she’s the reason Rachel is an ex-wife. Finally, Megan, who consumes Rachel and pisses off Anna. Sounds like a fun bunch, huh?These women are three of the most unlikeable people you’ll ever meet. They are not welcome at your girls’ night out. They will, however, still manage to ruin your weekend plans. “Sorry, no can do,” you’ll mumble as you click your way through your Kindle, drawn in by Hawkins’ intricate crafting of a story that hits those trigger points that catapult a novel to the top of the best-sellers list.Rachel, a rapid-fire, gin-and-tonic lush with wanderlust, commutes to London via train every day. Along the way, she watches Megan, for whom our traveler has created this fantasy life. They’ve never met, their lives separated by the train’s window. It’s in that driver’s seat of sorts that Rachel’s given Megan a made-up name (Jess) and made-up life (perfect), fueling her “what if” mantra and allowing her some control over her out-of-control existence.But Rachel’s fantasy has seismic faults.Megan (aka Jess) has a real life, living a few houses away from Anna, you know, the (insert derogatory noun here) who stole Rachel’s husband and who in someone else’s novel surely would wind up dead. But that would be too simple, too Lifetime movie-ish, here. Instead, Hawkins dumps Megan’s corpse in a park and it’s then that things get ... well, weirder.Rachel, no longer the voyeur, slides into sleuth mode, inserting herself into the world she is no longer — and hasn’t been for some time — welcome. Into this turmoil, Hawkins offers up a couple of seemingly nice — but deep down, you know they’re twisted — husbands, as well as a therapist who probably could use a self-help book.Add those slices of lime to Rachel’s gin and tonics, and — voila! — you’ve got yourself ordering another round from Hawkins."
547,Mindy Jacobs,"This book kept me guessing throughout. I thought I had it figured out, but the twists and turns just kept coming. I liked how bits and pieces of each character's history were revealed throughout the story. Having lived in Chicago, I totally get the fascination with seeing people and their homes as you speed by on the train. I know a lot of books these days are written from the perspective of several different characters, but I do enjoy that. You're able to gain a better understanding of the different characters. If you enjoyed Gone Girl, you'll love The Girl on the Train!"
548,Grass monster,"I read this a couple of months ago just because of all the hype surrounding it. This is not my usual style of book but i gave it a go. This is the first book i have read by Paula, certainly not the last.I finished this in a day, i could not put it down & even cancelled my lunch date so i could finish it (oops) This was an excellent storyline that was filled with many twists & turns. Untill near to the end i could not see where this was going. Boy have i not read a book like this in a long time - if ever!!. Loved the charactors throughout and i really felt i had jumped into the story. Would reccomend this to anyone."
549,Taylor Hondos,"I really wasn't impressed with this book to begin with. I found myself rolling my eyes at it saying ""why do people like this?!"" Then something changed. It became a WONDERFUL read. I loved it. I was confused. I wanted answers and boy was I SURPRISED. "
550,Melissa,I loved this book! Couldn't put it down and finished it in 2 days!
551,Libby Broadbent,"Fast, compelling, scary. Its everything everyone is saying about it."
552,Krissy Ronan,What's better than a couple snow days and a book that sucks you in? Not much. Great mystery that kept me completely enthralled. I even wanted to read it while sitting at stop lights. 
553,Staci Criswell,"There is this place...in all of our lives...where we begin to wonder if everything we thought were true, and real, becomes an illusion! That is where this book takes you! Great read...great thriller! Highly recommend for female readers who enjoy suspense.""We are tied together forever: bound by the stories we told"""
554,Traci,"READ THIS BOOK! What a fantastic ride it was! Excellent plot, amazing twists in the story, strong characters, perfect ending, fantastic writing, all wrapped up in a 316 page package. I thoroughly enjoyed watching Rachel's personal journey and cheered every realization she had about herself and the mystery she found herself tangled up in. Though I did figure out whodunit (normally, this drives me nuts), I was caught by surprise by the revelations of which events were real and which weren't. I want everyone to read this book so we can discuss it! "
555,Rebecca Griffin,Really great book! You keep thinking you know what's next and it surprises you. I like being surprised at the end. Such a well thought out plot. Very thrilling I didn't want to stop. 
556,Andrew,"Easily one of the best books I've read lately. Or ever.I loved this book!While it's my general nature to cast a skeptical eye towards anything that seems overly ""popular"", in this case I must conclude that sometimes the ""it"" book is ""it"" for a reason.As mysteries go it was so refreshingly un-mystery like, devoid of the usual cliche devices so often used to advance a murder plot. What a story! Pathos, really, which I found very intriguing and unique. So engrossing that I almost forgot there was a mystery to be solved. That's really saying something.The main character is incredibly flawed (heads up, if that's not your thing) in a way that made it, to me, very interesting. Really a different sort of main character in a mystery, with a really different angle on reaching a solution which, let me tell you, is spellbinding!If you see this book compared to Gone Girl, consider that apropos only in that they are each fantastic books. The Girl on the Train is every bit its own. And great.Five, yeah, Five Stars. (UCBC Rating 4.87)"
557,Kclopton,Loved it! I'm guessing it will be in the theaters soon. 
558,Barbara Kinsky,"This has to be the thriller of the year! It keeps you gasping for air with all the twists and turns. Even though I was right quite early on who the killer was, it was still interesting to see how it got to that point! Highly recommended!"
559,Jasmine Morgan," The Girl on the Train is a compelling novel written by Paula Hawkins. It depicts the story of Rachel, Megan, and Anna; three women intertwined by the same man. The reader first meets Rachel, the girl on the train who takes it every morning and watches her Jess and Jason sit on their porch as the train passes by. One Morning, Rachel watches Jess as she stands up to passinotley kiss a man who isn't Jason. The next morning, Jess is missing. As Rachel tries to find out what happened to Jess, Hawkins tells a thrilling adventure of loss and love and hurt and sorrow. The Girl on the Train is such an outstanding debut novel that it will leave the reader craving more. I rated this book 5 stars because it is very well written and I absoulutley enjoyed it. I am really stunned that this is Hawkins' first novel because it is amazing! The plot, the switch from charcter to charcter, the dynamics, the story line; AMAZING¡!¡ I also really enjoyed how Hawkins finished off the novel. She left the reader with just enough closuer and just enough room for imagination. I would reccomend this book to those who espically liked Gone Girl and to those who want a good read."
560,Olesia Snezhkova,"Honestly, I think it's one of my favorite books so far. And it's not thriller, mystery part of this book that makes it special. That makes it intriguing and keeps the focus of the book. But it's something else... Detailed description of pain, of misery, of abandonment are the core points of this book.The topic of this book is so deep that I'm not surprised that some readers cannot appreciate it fully. It's not an action book. It's like a confession. It is a way to look into lifes of others. No wonder some people are trying it out, never going onto all its depth and criticising the book. It's purpose is far from just being one more exciting and fun read.It touches sacral - humans misery and pain. It's not ment to be amusing. It meant to be revealing.For me it's a masterpiece."
561,Madalena,"Tudo neste livro é excelente. A capa, a escrita, as personagens, todo o enredo que me cativou desde a primeira página, e o facto de podermos ver três pontos de vista de personagens tão importantes.Definitivamente 5 estrelas."
562,Tracy,"Couldn't put this book down, great psychological easy read, loved it!"
563,Andrea,"This was the July selection for Page Turners Book Club and what a pick! I debated between four and five stars for this one and finally settled on the full five. Why? Because this book knocks it out of the park for what it is trying to achieve. Is this a book that’s going to change the way you see the world? No. Is this a book that’s going to present big ideas or explore complex aspects of life? No. But is it a book that grabs you and just pulls you through every page because it’s intense, engaging, and suspenseful? Absolutely! I can understand the comparisons to Gone Girl, but I actually found this a much more enjoyable read. We have an unreliable narrator who works to unravel her own spotty memory and at times you just want to jump into the book and shake a few more details out of her brain. This was NOT a book to read late at night and I made it about 40% of the way in and then just plowed through until the end, staying up 2 hours past bedtime to finish. Great read and one that makes the entire rest of the world disappear once it gets a hold of you."
564,Natalie Davis,This was a tense thriller and I enjoyed it. Cool how it is told through different voices!
565,Suanne Laqueur,Holy. Crap. 
566,ChapterOne,"Yep. It's good. It's about a girl who is struggling with alcoholism, who travels daily on the train. She may or may not have witnessed a crime. She may or may not have committed the crime herself. She honestly does not know. Because whenever she is drunk, she blacks out and has no recollection whatsoever of what happened while she was drunk. She sets out to find the truth. But the closer she gets to the truth, the closer she gets to endangering her own life. A lot of people have compared this to Gone Girl. Yes, they are both psychological thrillers. Yes, they are both good. But I never once thought of Gone Girl when I read this book. The book that kept coming to my mind, the book I kept comparing this book to, was - Before I Go To Sleep by S J Watson. Another excellent read. All three get 5 stars from me."
567,Jenn Alter,"Fast, fun, interesting read. I couldn't put it down once I really got started."
568,Ashley Tighe stona,So good! Suspenseful... Really easy read because I couldn't put it down. 
569,Emily Dawley,"This is our book club pick and I really enjoyed it. Even though I guessed a huge part of the mystery at 29%, there were still lots of other surprises that kept me interested. I loved the short chapters and alternating points of view. I also really enjoyed the whole idea of how all of Rachel's life and her obsessions seem to revolve around the train lines."
570,Pippa Robson,"That ending, hot damn, was not expecting that, which is kind of the point of the book. Enjoyed and devoured."
571,Suzanne Lilly,What a ride. I couldn't get off this train until I finished the entire story in one sitting. Paula Hawkins is a master at telling a story and diverting attention from the real crime and criminal. It was a satisfying psychological thriller. Recommended.
572,Angelique Darling,Loved this book! I was completely engrossed from the first page to the last. One of the best written books I've read in a long time.
573,Tippy,"The book starts off a little slow but quickly picks up after the first few chapters. Rachel is an alcoholic divorcee who rides the train back and forth everyday between work and where she is living. Along the route she has to pass the home she once shared with her husband. She spends the duration of her rides daydreaming about the people who live in the neighborhood next to her old home, something terrible happens and before you know it she finds herself involved with the case. This book is a mystery/thriller. Hard to put down. "
574,Diego Eusse,"Una historia llena de los comportamientos humanos que no solemos sentarnos a pensar.La forma de escribir y de dividir asíncronamente la trama principal, me pareció cautivadora de principio a fin."
575,Jess,Crazy twisty! If you liked Gone Girl... You'll like this.
576,Joy N. Hensley,Bloody brilliant.
577,Kathy Wade,Fun book to read! I love the differing viewpoints. I really had no idea till the end how it was going to turn out.
578,Liz Sadler,"This book blew my mind! It started a little slow for my taste, but once I got into it the suspense kept me engaged. I totally did not expect Tom to be a killer!!! Throughout the book I often wondered if Rachel had a history of trauma and believe she demonstrated several traits of borderline personality disorder (i.e., issues with boundaries). Kamal was extremely unprofessional and was unethical by befriending Megan, allowing her to come to his house (how did she even know where he lived?), kissing and touching Megan, etc. However, overall this book was highly enjoyable and I would recommend it!"
579,Sonam Yangchen,"I am still recovering this book. I devoured it in three days (but trust me, you can finish it in one sitting), between maddening work deadlines and an afternoon of convalescing at home from one of the worst bouts of menstrual agony. You can not put this book down! It distracted me from urgent obligations of my occupation. And when my eyelids were leaden and sleep was crying to be heard, I put on another kettle and charged through to the very end. The book begins with the introduction of one of the most hopelessly flawed protagonists of the fictional world, Rachel, a lonely train commuter consumed in drunken reveries of her past and the couple who lives in House number 16 on Blenheim Street that she observes with passion on every commute. On one of these droll morning commutes, Rachel sees something that she cannot unsee and what follows after is a wild search for answers, each step revealing more filth and menace. One line to best encapsulate the book: A bunch of lunatics, each more repugnant than the other, entangled in a labyrinthine of a mystery. But oh is it one palpitating, dangerously engrossing, and creepy AF mystery that you can not forget! "
580,Kelley,"This was a great book. I love a book that can be very interesting and still not tell you anything until the very end. I did feel that there were one or two unanswered questions and that always peeves me. Because of that, I would have done 4.5 stars if it was available."
581,Cristina,What a good page-turner!
582,Emily,brilliant book full of suspense and wonder with a great finale I was hooked really engrossing read
