Rank,Company Name,# of Contacts,
3990,International Institute for Analytics (IIA),1,
3991,International Institute of Information Technology,1,
3992,International Institute of Project Management (IIPM),1,
3993,International Journal of Data Science,1,
3994,International Media,1,
3995,International Technical University,1,
3996,International Vacuum Tube Museum,1,
3997,Internetworking Group,1,
3998,Interra Systems,1,
3999,Interstack,1,
4000,Intesa Sanpaolo,1,
4001,Inteva Products LLC,1,
4002,Intouch Solutions,1,
4003,Intracom Telecom,1,
4004,Intradiem,1,
4005,Intralox,1,
4006,Intrapromote,1,
4007,Intraspexion,1,
4008,Intrexon Corporation,1,
4009,Intuit Inc.,1,
4010,Intuitics,1,
4011,Invenio Solutions Inc.,1,
4012,Invesco,1,
4013,Investigo,1,
4014,Investing News Network,1,
4015,"Investment Technology Group, Inc.",1,
4016,Invoca,1,
4017,IonIdea,1,
4018,Iprom d.o.o.,1,
4019,Ipsos Singapore,1,
4020,Iran Data mining Group,1,
4021,Ironside,1,
4022,Ironworks Consulting,1,
4023,IshaanInfo,1,
4024,Islamic Azad University of Lahijan,1,
4025,Isobar U.S.,1,
4026,"Istanbul Kemerburgaz University, School of Engineering&Architecture, Dept. of Industrial Engineering",1,
4027,Istanbul Technical University,1,
4028,It's a new world,1,
4029,Italtel,1,
4030,Iteego,1,
4031,Ives & Associates,1,
4032,"Ivy Worldwide, Inc.",1,
4033,Ixio Analytics,1,
4034,J E Moody & Company LLC,1,
4035,J Kaplan Marketing,1,
4036,J.R. Simplot Company,1,
4037,J.T.K. & Associates,1,
4038,JABIENT,1,
4039,JAM Recruitment,1,
4040,JASU Technology LLC,1,
4041,JBA Risk Management,1,
4042,JC Century Consulting Inc,1,
4043,JCPenney,1,
4044,JCS Digital Solutions Pte Ltd,1,
4045,JD Software Private limited,1,
4046,JDA Software,1,
4047,JDSU,1,
4048,JEXiesto.blogspot.com,1,
4049,JFDI.Asia - Joyful Frog Digital Incubator,1,
4050,JFPS Group,1,
4051,JIMS Engineering Management Technical Campus (JEMTEC),1,
4052,JITRA - Japan IT Recruitment Assocation,1,
4053,JJW Consultant LLC,1,
4054,"JMA Technologies, Inc.",1,
4055,JMP,1,
4056,JMP Strategies,1,
4057,JNJ Mobile (www.MocoSpace.com),1,
4058,JP Soft,1,
4059,"JPMorgan Chase Bank, N.A.",1,
4060,JPMorganChase,1,
4061,JRE School of Management (Joint Venture of Raffles Education and Educomp Solution),1,
4062,JSCAPE,1,
4063,JT & Associates,1,
4064,JV,1,
4065,JVP Trading,1,
4066,Jaagaa,1,
4067,Jade Software Corporation,1,
4068,Jaguar Land Rover,1,
4069,"Jahawarlal Nehru University, New Delhi",1,
4070,James Gollub Associates LLC,1,
4071,Janelia Farm - Howard Hughes Medical Institute,1,
4072,"Janssen, Pharmaceutical Companies of Johnson and Johnson",1,
4073,Jarvis Recruitment Solutions Ltd,1,
4074,Jason Software,1,
4075,Javelin Marketing Group,1,
4076,Jaypee Business School,1,
4077,Jaywing,1,
4078,Jazan University,1,
4079,Jefferies Investment Advisers,1,
4080,Jennifer Wake.,1,
4081,JenniferLeClaire.com,1,
4082,Jepsky Healthcare Associates LLC,1,
4083,Jericho HR Group,1,
4084,Jesmond Dene House Hotel,1,
4085,JetBrains,1,
4086,Jibe Consulting,1,
4087,Jigsaw Academy,1,
4088,JigsawGroup,1,
4089,Jigyasa Analytics,1,
4090,Jim Jonassen & Associates/Venture Search,1,
4091,Jindal Technologies Ltd.,1,
4092,Jivaro,1,
4093,Job Board Engine Co.,1,
4094,JobAnts.com,1,
4095,JobReq.Com Inc.,1,
4096,JobTarget,1,
4097,Jobaline.com,1,
4098,Jobbly | Online Job Board | Staffing & Recruitment,1,
4099,Jobcrumb,1,
4100,Jobs in Pods,1,
4101,JobsTheWord,1,
4102,John Bryce,1,
4103,"John Wiley & Sons, Inc. (Publisher)",1,
4104,John Wiley and Sons,1,
4105,Johns Hopkins Carey Business School,1,
4106,Johns Hopkins Medicine,1,
4107,Johnson & Wales University,1,
4108,Johnson Controls Malaysia,1,
4109,"Johnson Controls, Inc.",1,
4110,Johnson County Community College,1,
4111,Johnson Graduate School of Management - Cornell University,1,
4112,Joint Center for Political and Economic Studies,1,
4113,Jomo Kenyatta University of Agriculture and Technology,1,
4114,Jon C Farrar,1,
4115,Jonas Construction Software,1,
4116,JonathanQwalker.com,1,
4117,Journal of Applied Marketing Analytics,1,
4118,Journal of Information Technology & Politics,1,
4119,Jouster Labs Pvt. Ltd.,1,
4120,"Joyce Group, An Executive Search Consultancy",1,
4121,Juhaina M. Al-Farooqi Engineering Consultants Bureau,1,
4122,Juice Analytics,1,
4123,Jump Human Capital,1,
4124,"Jump Trading, LLC",1,
4125,"JumpStart Point Of Arrival, LLC.",1,
4126,Juno Risk Solutions,1,
4127,Just Herbs™ - Luxurious & safe natural-skincare that works!,1,
4128,K & S Partners,1,
4129,K-Swiss,1,
4130,"K.K.Wagh Institute of Engineering Education & Research, Nashik",1,
4131,"K4 Solutions, Inc.",1,
4132,KA Info solutions Pvt. Ltd,1,
4133,KAJERA,1,
4134,KALIDEA Pulse,1,
4135,KANOE SOFTWARES LIMITED,1,
4136,KAPS Group,1,
4137,KBM Group,1,
4138,KBR Technology,1,
4139,KBW Financial Staffing & Recruiting,1,
4140,KCFitness Link,1,
4141,KCTCS,1,
4142,KCTS Ltd,1,
4143,KDDI Global,1,
4144,KDnuggets Consulting,1,
4145,KFL Investment Management Inc.,1,
4146,KHO (Turkish Military Academy),1,
4147,KLA Industries,1,
4148,KLA-Tencor,1,
4149,KMK Consulting Inc.,1,
4150,KMR Studios,1,
4151,KNIME.com AG,1,
4152,KNM Consulting Group LLC,1,
4153,KP Big Data,1,
4154,KPAX,1,
4155,KPMG Advisory,1,
4156,KPMG India,1,
4157,KPMG LLP - Silicon Valley,1,
4158,KPMG UK,1,
4159,KWANTYX,1,
4160,Kabam,1,
4161,"Kabbage, Inc.",1,
4162,Kabeer Consulting Inc,1,
4163,Kadence International,1,
4164,"Kain Management Group, LLC",1,
4165,Kaiser Associates,1,
4166,Kaiser Permanente IT,1,
4167,Kaiser Permanente Regional Data Consulting,1,
4168,Kaizen Legacy,1,
4169,Kalasa Consulting,1,
4170,Kansas AG Invest y Gatorz,1,
4171,Kansas City Southern for Apex Systems,1,
4172,Kansas City University of Medicine and Biosciences,1,
4173,"Kansys, Inc.",1,
4174,Kantar Operations,1,
4175,Kaplan Professional,1,
4176,Kaplor Inc.,1,
4177,Karachi Stock Exchange,1,
4178,Karatbars International - Stuttgart Germany,1,
4179,Karen Healey Stables,1,
4180,Karl Storz Endoskope,1,
4181,Karvy Finapolis,1,
4182,Kasper Consulting Private Limited,1,
4183,Katalyst Group,1,
4184,Kavaii Inc.,1,
4185,Kedaara Capital Advisors LLP,1,
4186,Keller Williams Real Estate,1,
4187,Kellogg School of Management,1,
4188,Kelly OCG,1,
4189,Kendrick School,1,
4190,Kener Lending,1,
4191,Kenshoo,1,
4192,Kenya ICT Board,1,
4193,Keras Strategy,1,
4194,Kern Health Systems,1,
4195,Kernel Analytics,1,
4196,"Keurig Green Mountain, Inc.",1,
4197,Kevington Advisors,1,
4198,Key Data Consulting,1,
4199,Key Resourcing,1,
4200,KeyInterval Research,1,
4201,Keycode,1,
4202,KiE Square,1,
4203,Kiamesha Global LLC,1,
4204,Kickflip,1,
4205,Kieisa Properties,1,
4206,Kielsky Rike PLLC,1,
4207,"Kik Interactive, Inc.",1,
4208,"Killer Bee Consulting, Inc.",1,
4209,Kimball Midwest,1,
4210,Kinestech,1,
4211,Kinetic Supply Company,1,
4212,Kinetix,1,
4213,King County,1,
4214,King Fahad Specialist Hospital Dammam,1,
4215,King Fahd University of Petroleum and Minerals,1,
4216,King's College London,1,
4217,Kings College London,1,
4218,Kingsley Gate,1,
4219,Kinsella Labs,1,
4220,Kiplin,1,
4221,KisanHub,1,
4222,Kitterman Marketing Group,1,
4223,Kiwi Data Science,1,
4224,Klarna,1,
4225,Kleinmuntz Associates,1,
4226,KloudIT,1,
4227,Kneese Consulting,1,
4228,"Knightscope, Inc.",1,
4229,Knowledge Entrepreneur,1,
4230,Knowledge Foundry Business Solutions,1,
4231,Knowledge Horizon,1,
4232,Knowledgent Group,1,
4233,Koalified Leads,1,
4234,Kobo Inc.,1,
4235,Koch Industries,1,
4236,Kolkata,1,
4237,Kollmorgen,1,
4238,Konkel Solutions,1,
4239,Kontiki,1,
4240,Kony Labs,1,
4241,"Kony, Inc.",1,
4242,Korbitec,1,
4243,Korn/Ferry International,1,
4244,Kpler,1,
4245,Kraft Foods Group,1,
4246,"Kratos Public Safety & Security Solutions, Inc.",1,
4247,Kreara Solutions,1,
4248,Kretschman Research & Consulting,1,
4249,Krewe of Underwear,1,
4250,Kroger,1,
4251,KronenGroup Enterprises LLC,1,
4252,Kronos,1,
4253,Krypteia LLC,1,
4254,Krypton Brothers,1,
4255,Kuhn & Assoc. LLC,1,
4256,Kunsthøjskolen i Holbæk,1,
4257,Kunu.TV,1,
4258,Kutenda,1,
4259,Kuya Chitos kakanin,1,
4260,Kyield,1,
4261,Kyriba SEA Pte. Ltd.,1,
4262,"Kyron, Inc.",1,
4263,L&E Research,1,
4264,L&T Technology Services Limited,1,
4265,L'université Paris VIII Vincennes - Saint-Denis,1,
4266,L*Interests,1,
4267,L-3 Communications,1,
4268,L-3 National Security Solutions,1,
4269,LACSEC Conference,1,
4270,LAMETA  CNRS 5474,1,
4271,LBA - Le Bourdon & Associates,1,
4272,LCI,1,
4273,"LD Products, Inc.",1,
4274,LEGO Group,1,
4275,LEROY MERLIN Italia,1,
4276,LF Market Research,1,
4277,LG Electronics,1,
4278,LIC,1,
4279,LIFESTYLE AUTOMATION,1,
4280,"LIG Insurance Company, Ltd. (US Branch)",1,
4281,LIONsolver Inc.,1,
4282,"LISI, Inc",1,
4283,LISTA,1,
4284,LLOYDS BANK,1,
4285,LMA Recruitment,1,
4286,LMI,1,
4287,LOGICA FRANCE,1,
4288,LPA Systems,1,
4289,LPBC,1,
4290,LUCA Trading,1,
4291,LUM SCHOOL OF MANAGEMENT,1,
4292,LWT Business Media Net,1,
4293,"La Capitale, assurances générales",1,
4294,La Comisión Económica para América Latina (CEPAL),1,
4295,La Mutuelle Générale,1,
4296,La Poste Enseigne,1,
4297,LaSer Cofinoga,1,
4298,LabAnswer,1,
4299,LabCorp,1,
4300,LabFuzzy - COPPE/UFRJ,1,
4301,Laboratoire de Recherche en Neuroimagerie (LREN),1,
4302,"Laboratoire de mathématiques et applications, UMR 7348 CNRS|Univ. Poitiers",1,
4303,"Laboratorios e Industrias Noriega, S.L.",1,
4304,"Laboratory of Computational Social Science, Network Dept, IMT Lucca",1,
4305,Ladies Touch Entertainment,1,
4306,LadiesAmerica Foundation,1,
4307,Lahey Health,1,
4308,Lakeshore,1,
4309,Lancaster General Health,1,
4310,Lancaster University,1,
4311,Lancet Data Sciences- Business Intelligence Consulting,1,
4312,Landmark Bank,1,
4313,Landmark Ventures,1,
4314,Landwirtschaftsverlag GmbH,1,
4315,"Langdon & Associates, PLLC",1,
4316,Langeron Consulting LLC,1,
4317,"Lanigan Data Solutions, LLC",1,
4318,Large,1,
4319,Large San Francisco Based Bank,1,
4320,Lars Hilse - Web Strategy & E-Business Development Cosultants,1,
4321,Larsen & Toubro Infotech,1,
4322,Lasting Connections LLC,1,
4323,Lat42north,1,
4324,LatentView Analytics Corporation,1,
4325,LatinOcean,1,
4326,Lattice Engines,1,
4327,Laughlin Constable,1,
4328,Launch Consulting Group,1,
4329,"Launch It, LLC",1,
4330,Launchship Technology Solutions Pvt. Ltd. (DCR Workforce - Clientele),1,
4331,Laureate International Universities,1,
4332,Lavoratore autonomo,1,
4333,Lawrence Livermore National Laboratory,1,
4334,Lazada Group,1,
4335,Lead Producers,1,
4336,LeadPoint Coaching LLC,1,
4337,"Leaders in Healthcare Business, Project, & Data Analysis in the Greater Colorado / Wyoming Area.",1,
4338,Leaders in Pharmaceutical Business Intelligence,1,
4339,Leaders in Project Management Defense Sector,1,
4340,Leading IT Services,1,
4341,Leading Insurance Corporation,1,
4342,Leading Law Firm,1,
4343,Leading Software Company in its space,1,
4344,Lean Energy Solutions Limited,1,
4345,Lean Studio,1,
4346,Leap Clixx,1,
4347,LearnDataScience,1,
4348,LeasePlan Corporation,1,
4349,Leawell Solutions Ltd,1,
4350,Lebanon Valley College,1,
4351,Lebara Mobile,1,
4352,Lee Capstone,1,
4353,Leeds University Business School,1,
4354,Leeds and Partners,1,
4355,Legacy Disney Condo,1,
4356,Legacy.com,1,
4357,LegalShield,1,
4358,Leica Biosystems,1,
4359,Leighton Welspun Contractors Pvt Ltd,1,
4360,Lennar,1,
4361,Lenovo International,1,
4362,Leonard Gucciardi Foundation,1,
4363,LetsVenture,1,
4364,"Level Business Services, Inc.",1,
4365,"Level Seven, LLC",1,
4366,Lexical Intelligence,1,
4367,LexisNexis Inc,1,
4368,LexisNexis Risk Solutions India,1,
4369,LfB Organizational Consulting and Coaching,1,
4370,Lhasa Limited,1,
4371,Liazon,1,
4372,Liberty Mutual Surety,1,
4373,Liberty Realty,1,
4374,"Liberty Seguros, the Brazilian subsidiary of Liberty Mutual Insurance Group",1,
4375,Liberty Videocon General Insurance Company Ltd,1,
4376,Libra Web Solutions,1,
4377,Life Technologies,1,
4378,LifeLink Foundation,1,
4379,LifeSynch/Humana,1,
4380,Lift361,1,
4381,LiftOff,1,
4382,LigaDATA,1,
4383,"Ligandal, Inc.",1,
4384,Lighting OEM,1,
4385,Lightning Analytics,1,
4386,Lightora,1,
4387,"Likarda, LLC",1,
4388,LinQ Digital,1,
4389,Lincoln Technical Institute,1,
4390,Ling Technologies,1,
4391,LingPipe/Alias-i/YapMap/BrooklynAerodrome,1,
4392,LinguaSys,1,
4393,"LinkedIn Group ""UIMA: Unstructured Information Management Architecture""",1,
4394,LinkedIn??????,1,
4395,Linkedin Malaysia Executive Discussion Forum,1,
4396,Linkset.com,1,
4397,Linkurious SAS,1,
4398,Liquid Traffic LLC,1,
4399,LiquidHub,1,
4400,LiquidStream,1,
4401,Liquidsun Inc.,1,
4402,Listening Methods,1,
4403,Lithium Technologies,1,
4404,"Litle & Co., a Vantiv Company",1,
4405,Little Fountain Foundation,1,
4406,"Lityx, LLC",1,
4407,Live Deftsoft Informatics Pvt. Ltd.,1,
4408,Live Nation (Ticketmaster),1,
4409,Live Nation Entertainment,1,
4410,LiveRamp,1,
4411,Livia Global,1,
4412,Lloyds Bank,1,
4413,Lloyds Banking Group,1,
4414,LoDo Partners,1,
4415,LoanHero,1,
4416,Locar Fast Rent a Car,1,
4417,Location3 Media,1,
4418,Lockton Companies,1,
4419,LogBis bvba,1,
4420,Logaholic Web Analytics,1,
4421,Logi Analytics,1,
4422,"Logic20/20, Inc.",1,
4423,Logical Advantage,1,
4424,Logicon Solutions,1,
4425,Loginsoft Consulting LLC,1,
4426,Loginworks Softwares,1,
4427,Logro,1,
4428,Loma Linda University Medical Center,1,
4429,London,1,
4430,London Borough of Havering,1,
4431,London Chamber of Commerce and Industry,1,
4432,London School of Economics,1,
4433,London South Bank University,1,
4434,Long View Systems,1,
4435,"LongShortWay, Inc",1,
4436,Longford International,1,
4437,Longhorn Energy Club,1,
4438,LookSmart,1,
4439,"LookSmart, Ltd.",1,
4440,Looker,1,
4441,Looking,1,
4442,Looking for a new Job Opportunity,1,
4443,Looksmart,1,
4444,"Loomis, Sayles & Company",1,
4445,Loop Mobile India (P) Ltd,1,
4446,"Loop11 - Online, Unmoderated User Testing",1,
4447,Los Angeles Bio Medical Research Institute,1,
4448,Los Angeles Dismantler for Porsche,1,
4449,Los Angeles LGBT Center,1,
4450,Lotelle,1,
4451,Loup App,1,
4452,Loyalist College,1,
4453,Loyallisting.com,1,
4454,Loyalty Generator,1,
4455,Lucid Metrix,1,
4456,Luckie & Company,1,
4457,Luckycycle,1,
4458,Lumenogix Inc.,1,
4459,Lumesse,1,
4460,Lumiata,1,
4461,Lunchbox,1,
4462,Lupin,1,
4463,"Luvmpetz International, LLC.",1,
4464,LuxTelco,1,
4465,Luxoft,1,
4466,Luxottica Group,1,
4467,Luxottica Retail North America,1,
4468,Lviv National University,1,
4469,Lyft,1,
4470,M Squared Consulting,1,
4471,M&A Club Canada,1,
4472,M&N BI,1,
4473,M-Tech Systems,1,
4474,M.V.Hospital for Diabetes and Prof M Viswanathan Diabetes Research Centre,1,
4475,M.Y.Traders,1,
4476,M/s.Sulekha.com,1,
4477,M2Mi Corporation,1,
4478,M4U,1,
4479,MAANZ International/Centre for Market Development,1,
4480,MACROSEARCH / MACROSTAFF,1,
4481,MAG Lubricants,1,
4482,MAIT,1,
4483,MAN Diesel & Turbo,1,
4484,MANE,1,
4485,MANTICLE srl,1,
4486,MATCH Executive,1,
4487,MATERIALITY-Reporting,1,
4488,"MAVA STRATEGIES, LLC",1,
4489,MAZDA COLOURS  LIMITED,1,
4490,MBA Association,1,
4491,"MBA Exchange (MBAx), UC Irvine, Paul Merage School of Business",1,
4492,MBA@UNC: The Online MBA at UNC Kenan-Flagler,1,
4493,MC Capital Ltd,1,
4494,MCB Network Corp,1,
4495,MCG Managementberatung GmbH,1,
4496,MCMC,1,
4497,MD Anderson Cancer Center,1,
4498,MD Insider,1,
4499,MD Media Consulting,1,
4500,MDI Group,1,
4501,MDI Staffing,1,
4502,MEB,1,
4503,MED-EL,1,
4504,MEMIS,1,
4505,"MENA SUBMARINE CABLE SYSTEMS, ORASCOM TELECOM",1,
4506,"MGECOM, Inc.",1,
4507,MGM Resorts International,1,
4508,MISSSEY,1,
4509,MIT Center for Digital Business,1,
4510,MIT Professional Education,1,
4511,MIT Sloan Center for Information Systems Research,1,
4512,MIT Sloan School of Management,1,
4513,"MJC Grieu, Rouen",1,
4514,MJM Consultancy,1,
4515,MKPC B.V.,1,
4516,"MKT Analytics, LLC",1,
4517,MLB Associates,1,
4518,"MMA, an IPSOS Company",1,
4519,MMI Holdings Limited,1,
4520,MNM Marketing Inc.,1,
4521,MPMH & World Lifting Ventures,1,
4522,MRI,1,
4523,MRM // McCann,1,
4524,MRM // McCann SLC,1,
4525,"MRops, Inc.",1,
4526,MSI Limited,1,
4527,MSP DRILEX INC,1,
4528,MSR Ghana,1,
4529,"MSR Statistical Consulting, LLC",1,
4530,MTC,1,
4531,MUFG,1,
4532,MUFG Americas,1,
4533,MUFG Union Bank/ TCS USA,1,
4534,MUON-STAT - Statistical Services & Consultancy,1,
4535,MUYANG AGRITECH Co.LTD,1,
4536,MVR Financial Services Pvt Ltd,1,
4537,MW MacDougal LLC,1,
4538,Ma Foi Randstad,1,
4539,MaPS,1,
4540,Maarga Systems,1,
4541,Macfatson Smarter with Cloudware,1,
4542,Macquarie Group,1,
4543,"MacroData, Inc.",1,
4544,Macros Reply,1,
4545,Macy's,1,
4546,Macys.com,1,
4547,Madison Business Analytics,1,
4548,Madison Logic,1,
4549,Madrona Venture Group,1,
4550,Maersk Line,1,
4551,Magellan Search & Staffing,1,
4552,Magicvers LLC,1,
4553,Magna Steyr,1,
4554,Magnanimous Consulting,1,
4555,Magnetic,1,
4556,Magnit,1,
4557,Magnolia Consultants,1,
4558,Maharashtra Gov.,1,
4559,Mahisoft.com,1,
4560,Maine Medical Center,1,
4561,Mainline Information Systems,1,
4562,Mainz Brady Group,1,
4563,Major Financial Services Firm,1,
4564,Major Retailer,1,
4565,Maker Studios Inc,1,
4566,Makro Scientific,1,
4567,Malomatia,1,
4568,Malwani Sports and Cultural Club,1,
4569,"Mamsys Consulting Services, Ltd",1,
4570,Management Consulting,1,
4571,Manas Development Group,1,
4572,Manchester City Football Club,1,
4573,Manchester Metropolitan University,1,
4574,Mangieri/Solutions,1,
4575,Manning Publications Co.,1,
4576,Mannouba Technopark - Extension Elgazala Technopark,1,
4577,Manpower Inc.,1,
4578,Manulife / John Hancock,1,
4579,Manulife Financial,1,
4580,Maples Imaging Solution Private Limited,1,
4581,Marall Services,1,
4582,Maria Energy Group,1,
4583,Marico Limited,1,
4584,Mariestopes Uganda,1,
4585,Marinette Marine Corporation,1,
4586,Maritz Loyalty Marketing and Maritz Canada are now Bond Brand Loyalty,1,
4587,Mark L. Stone,1,
4588,Mark's (Mark's Work Wearhouse),1,
4589,Market Equity Partners LLC,1,
4590,Market Force Information,1,
4591,Market Quotient,1,
4592,Market Watch Magazine,1,
4593,MarketVision Research,1,
4594,Marketelligent,1,
4595,Marketing & Events Services,1,
4596,Marketing Mavens,1,
4597,Marketing Recruiters Network,1,
4598,Marketing and Communications Consultant,1,
4599,Marketing and Strategy Consultant,1,
4600,Marlabs Inc,1,
4601,MarmaSoft,1,
4602,Marriott International,1,
4603,"Marsh & McLennan Companies, Inc.",1,
4604,Marvell Semiconductor,1,
4605,Mary Kardel & Associates,1,
4606,MasTec Network Solutions,1,
4607,Mascot Books,1,
4608,Mashwork,1,
4609,MassMutual Financial Group,1,
4610,Massachusetts General Hospital,1,
4611,Massey University,1,
4612,Massimo Dutti,1,
4613,Match.com,1,
4614,Match2Lists.com,1,
4615,Mathnasium - The Math Learning Center,1,
4616,Mathtech,1,
4617,Matrix Resources,1,
4618,MatrixMe,1,
4619,Matt Carolan,1,
4620,MatureCloud,1,
4621,Maunatex.com,1,
4622,Maven Seven Network Research Inc.,1,
4623,Mavrck,1,
4624,Max Bupa Health Insurance,1,
4625,Max Planck Institute for Biological Cybernetics,1,
4626,Max Services Group,1,
4627,MaxWill International Trade Agency,1,
4628,Maxim Integrated,1,
4629,"Maximal Software, Ltd.",1,
4630,Maxymiser,1,
4631,May & Barrow (M) Sdn Bhd,1,
4632,Mayo Clinic,1,
4633,Mazliah Analytics,1,
4634,McAfee,1,
4635,McAfee (An Intel Company),1,
4636,McAfee is now part of Intel Security,1,
4637,McArthur Murray,1,
4638,McGladrey,1,
4639,McGraw Communications,1,
4640,McGraw Hill Financial,1,
4641,McGraw-Hill,1,
4642,McGregor Law,1,
4643,McKesson Medical-Surgical,1,
4644,McKinsey,1,
4645,McKinsey Solutions,1,
4646,McLanSys,1,
4647,McLean & Associates,1,
4648,McMaster University,1,
4649,Meagan Sylvester Consultancy,1,
4650,Meb,1,
4651,MecklerMedia,1,
4652,MedCrave Group,1,
4653,"MedHOK, Inc.",1,
4654,MedU,1,
4655,Medallia,1,
4656,Medco,1,
4657,Medcraveonline,1,
4658,"Medgar Evers College, C.U.N.Y.",1,
4659,MediaMetrics,1,
4660,"MediaRadar, Inc.",1,
4661,MediaVest,1,
4662,Mediacom,1,
4663,Medical School at Florida State University,1,
4664,Medical Talent Advantage,1,
4665,Medikly,1,
4666,"Medill, Northwestern University (Completed Graduation Dec 2014)",1,
4667,MeetMe,1,
4668,"MeetSOCI, Inc.",1,
4669,Meetic,1,
4670,Meetup,1,
4671,"MegaWatt Storage Farms, Inc.",1,
4672,Meggitt Control Systems,1,
4673,Meginfo,1,
4674,Mehta Transport,1,
4675,Melbourne / Sydney / Anywhere in Australia,1,
4676,"Member Services, Inc.",1,
4677,Menlo Worldwide,1,
4678,Menlo Worldwide / Navistar,1,
4679,Mentus Solutions,1,
4680,Meradia Group,1,
4681,Mercedes Benz Research and Development India,1,
4682,Mercer India Pvt.Ltd,1,
4683,Merck Serono,1,
4684,Merck Sharp & Dohme,1,
4685,Merck Sharpe & Dohme,1,
4686,Mercy,1,
4687,Mercy Health,1,
4688,Merge Healthcare,1,
4689,Meritea,1,
4690,"Merku, LLC",1,
4691,Merle Tenney Consulting,1,
4692,"Merraine Group, Inc.",1,
4693,Merrill Gardens,1,
4694,Merrill Lynch,1,
4695,Merz North America,1,
4696,Mestech services private ltd,1,
4697,Meta Brown,1,
4698,MetaShift,1,
4699,Metabolomic Discoveries,1,
4700,"Metric Consultancy Limited, India",1,
4701,Metrical,1,
4702,MetrixLab / MarketTools,1,
4703,Metro-Goldwyn Mayer Studios,1,
4704,MetroTech Net (IntelliSection),1,
4705,Mfg Vision Ltd,1,
4706,MiMedx Group,1,
4707,Micadar Consulting Corporation,1,
4708,Michael & Susan Dell Foundation,1,
4709,Michael Andersen Music,1,
4710,Michael Bailey Associates (Formally Apex Resource Solutions),1,
4711,"Michael J Hall & Company, Professional Liability Insurance Brokers for Design Firms",1,
4712,"Michael Smith Genome Sciences Centre, BC Cancer Agency",1,
4713,MichaelEdits.com,1,
4714,MicroStrategy,1,
4715,Micropole Belgium,1,
4716,Microscan,1,
4717,Microsoft (Bing),1,
4718,Microsoft - Skype,1,
4719,Microsoft OneDrive & Sharepoint,1,
4720,Middle Kingdom Value Fund,1,
4721,MiddleEastAerospace,1,
4722,Midpoint Search,1,
4723,Migo Corp.,1,
4724,Millbrook Highschool,1,
4725,Millenniumbcp,1,
4726,Millicom International Cellular (Tigo),1,
4727,Millward Brown Digital,1,
4728,Millward Brown Vermeer,1,
4729,Milwaukee Electronics,1,
4730,Milwaukee School of Engineering,1,
4731,Mind Your Privacy,1,
4732,MindMixer,1,
4733,Mindnervers Technology,1,
4734,Mindshare,1,
4735,Mindshare Asia Pacific,1,
4736,Mindshare Technologies,1,
4737,MineTell,1,
4738,Ministerie van Defensie,1,
4739,Ministry of Defence of Singapore,1,
4740,Ministry of Health and Long-Term Care,1,
4741,"Ministry of Higher Education, Kingdom of Saudi Arabia",1,
4742,"Ministry of Higher Education,Riyadh,KSA",1,
4743,Ministry of Infrastructure of Ukraine,1,
4744,Ministry of Justice,1,
4745,"Ministry of Labour & Citizens' Services, Province of British Columbia",1,
4746,"Ministry of Science, Technology, Energy and Mining",1,
4747,Ministry of Social Development (MSD),1,
4748,"Ministry of Social and Family Development, Singapore.",1,
4749,Ministry of Telecommunication & IT,1,
4750,"Ministry of the Environment, Government of Saskatchewan",1,
4751,Ministério da Cultura / Ministry of Culture of Brazil,1,
4752,"Minnesota Headhunter, LLC",1,
4753,"Mission1st Group, Inc.",1,
4754,MissionSky,1,
4755,Mizuho Capital Markets Corp.,1,
4756,"Mizuho Securities Co., Ltd.",1,
4757,Moberge Finance Ltd,1,
4758,"Mobile Insights, Inc.",1,
4759,Mobile Marketing Association,1,
4760,Mobilink,1,
4761,Mobily,1,
4762,Modern Analytics,1,
4763,Modern Marketing Concepts,1,
4764,Modern Renaissance,1,
4765,Modis,1,
4766,Mogo,1,
4767,Mohawk Industries/Daltile,1,
4768,"Moju Labs, Inc.",1,
4769,Molina Healthcare,1,
4770,MoneyFarm,1,
4771,MoneyGram International,1,
4772,MongoDB,1,
4773,Monsanto Company,1,
4774,Monster  Worldwide,1,
4775,"Montage Analytics, Inc.",1,
4776,Montalcino Ristorante Italiano,1,
4777,Montefiore Medical Center,1,
4778,Montieth & Company,1,
4779,Mood Media,1,
4780,Moogsoft,1,
4781,Moonpig.com,1,
4782,Moonstone Interactive,1,
4783,Moore Solutions,1,
4784,Moraine Park Technical College,1,
4785,MoreTech,1,
4786,Morgan Clark,1,
4787,Morgan Stanley (onsite through Resource Solutions),1,
4788,Morrison & Foerster LLP,1,
4789,Morrow Consulting,1,
4790,Mortar Data Inc.,1,
4791,Moss Impressions Marketing Group,1,
4792,Motion Publishing,1,
4793,Motiv Inc,1,
4794,Motley Dog Dog Training,1,
4795,Motley Fool Wealth Management,1,
4796,Motorola Mobility,1,
4797,Motus IT Inc,1,
4798,Moulay Rachid District,1,
4799,Mount Talent Consulting,1,
4800,Movable Ink,1,
4801,"Movado Group, Inc.",1,
4802,"Move, Inc.",1,
4803,Moxi Works (Formerly Windermere Solutions),1,
4804,Mozzart Bet,1,
4805,Mphasis,1,
4806,Mu Sigma Inc.,1,
4807,"Mu Sigma, Innovation & Development Research Labs",1,
4808,"Mugg & Tang, LLP",1,
4809,Mughal and Associates Corporate Recruitment,1,
4810,Muir & Associates Consulting,1,
4811,Multi-Agent Technology,1,
